Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Taco Size,Taco Type,Toppings Count,Distance (km),Price ($),Tip ($),Weekend Order
853258,Casa del Taco,San Diego,05-11-2024 16:36,05-11-2024 17:02,26,Large,Pork Taco,4,3.1,9.5,0.73,FALSE
228473,Urban Tacos,San Jose,11-07-2024 13:32,11-07-2024 14:00,28,Regular,Beef Taco,2,23.66,5.5,2.59,FALSE
538446,Taco Haven,Chicago,11-09-2024 07:50,11-09-2024 09:13,83,Large,Chicken Taco,1,12.71,5.75,1.54,FALSE
622987,Urban Tacos,San Jose,19-01-2024 00:02,19-01-2024 00:23,21,Large,Pork Taco,3,24.18,8.25,0.65,FALSE
470037,Taco Fiesta,New York,06-08-2024 12:51,06-08-2024 14:04,73,Large,Veggie Taco,4,0.7,9.5,0.32,FALSE
240440,Urban Tacos,San Diego,09-11-2024 05:12,09-11-2024 06:08,56,Regular,Fish Taco,0,14.47,3,0.97,TRUE
680096,Urban Tacos,Los Angeles,27-10-2024 02:03,27-10-2024 03:17,74,Large,Pork Taco,2,20.72,7,3.12,TRUE
740725,El Taco Loco,Chicago,16-03-2024 02:16,16-03-2024 03:16,60,Large,Veggie Taco,4,23.5,9.5,3.77,TRUE
308727,La Vida Taco,Austin,07-11-2024 18:23,07-11-2024 19:37,74,Regular,Beef Taco,0,3.86,3,1,FALSE
596756,The Taco Stand,San Jose,25-04-2024 16:27,25-04-2024 17:54,87,Regular,Veggie Taco,4,8.3,8,1.18,FALSE
746447,Urban Tacos,San Antonio,18-09-2024 06:27,18-09-2024 07:41,74,Large,Pork Taco,2,12.13,7,0.05,FALSE
447329,El Taco Loco,Dallas,29-03-2025 08:59,29-03-2025 09:48,49,Regular,Pork Taco,3,7.01,6.75,3.28,TRUE
913864,La Vida Taco,San Antonio,25-06-2024 17:42,25-06-2024 17:58,16,Large,Chicken Taco,4,15.91,9.5,1.86,FALSE
982027,Taco Time Express,Chicago,07-07-2024 02:52,07-07-2024 03:06,14,Regular,Chicken Taco,0,11.31,3,2.09,TRUE
533020,Taco Haven,Dallas,24-01-2025 18:35,24-01-2025 20:03,88,Large,Beef Taco,5,3.88,10.75,0.62,FALSE
440839,Grande Tacos,Austin,19-10-2024 16:31,19-10-2024 17:21,50,Regular,Fish Taco,4,8.89,8,1.77,TRUE
909489,Urban Tacos,San Antonio,11-01-2025 01:46,11-01-2025 02:20,34,Regular,Veggie Taco,4,7.81,8,4.71,TRUE
412071,Urban Tacos,Houston,14-01-2025 19:40,14-01-2025 20:30,50,Large,Veggie Taco,4,23.38,9.5,2.39,FALSE
386741,Urban Tacos,Los Angeles,21-03-2025 10:22,21-03-2025 11:41,79,Large,Fish Taco,2,23.89,7,2.41,FALSE
404561,Taco Fiesta,Phoenix,02-03-2024 09:12,02-03-2024 10:06,54,Large,Veggie Taco,5,12.24,10.75,1.01,TRUE
664739,Urban Tacos,Austin,29-07-2024 23:23,29-07-2024 23:50,27,Regular,Pork Taco,5,14.88,9.25,0.73,FALSE
802371,The Taco Stand,Houston,10-05-2025 12:08,10-05-2025 12:47,39,Regular,Beef Taco,3,8.59,6.75,2.36,TRUE
814281,Spicy Taco House,New York,03-03-2025 11:18,03-03-2025 11:48,30,Large,Fish Taco,3,16.44,8.25,2.27,FALSE
401198,Casa del Taco,Phoenix,16-05-2025 16:24,16-05-2025 16:41,17,Regular,Pork Taco,1,13.61,4.25,2.17,FALSE
139110,Spicy Taco House,Dallas,16-05-2024 12:56,16-05-2024 13:10,14,Large,Fish Taco,1,23.45,5.75,2.89,FALSE
403528,Taco Fiesta,New York,19-08-2024 18:26,19-08-2024 19:48,82,Regular,Veggie Taco,2,11.63,5.5,1.92,FALSE
649787,Grande Tacos,Chicago,26-01-2025 15:12,26-01-2025 16:21,69,Large,Chicken Taco,0,8.6,4.5,3.66,TRUE
779776,Urban Tacos,Chicago,11-01-2024 22:32,11-01-2024 23:25,53,Large,Pork Taco,5,19.05,10.75,0.53,FALSE
997734,Taco Time Express,Dallas,04-02-2025 05:31,04-02-2025 06:22,51,Regular,Fish Taco,5,2.84,9.25,2.95,FALSE
600646,Casa del Taco,Houston,06-01-2024 07:19,06-01-2024 08:02,43,Large,Chicken Taco,3,18.97,8.25,4.77,TRUE
416613,La Vida Taco,San Antonio,09-01-2024 21:10,09-01-2024 21:53,43,Large,Chicken Taco,0,16.86,4.5,1.4,FALSE
267475,Taco Time Express,Austin,29-08-2024 13:02,29-08-2024 13:27,25,Large,Veggie Taco,4,5.91,9.5,2.87,FALSE
601410,Spicy Taco House,San Jose,15-04-2025 11:47,15-04-2025 12:44,57,Large,Pork Taco,3,19.06,8.25,2.41,FALSE
965708,Taco Haven,Houston,07-04-2025 18:47,07-04-2025 19:07,20,Large,Pork Taco,5,9.36,10.75,2.75,FALSE
217659,Taco Fiesta,Austin,27-01-2025 14:57,27-01-2025 15:32,35,Regular,Chicken Taco,2,21.43,5.5,1.33,FALSE
813341,Taco Haven,San Antonio,14-01-2025 16:24,14-01-2025 16:45,21,Large,Beef Taco,3,3.73,8.25,1.25,FALSE
691303,Taco Fiesta,Austin,25-12-2024 03:21,25-12-2024 04:10,49,Regular,Fish Taco,2,20.5,5.5,2.24,FALSE
706403,El Taco Loco,New York,25-11-2024 02:17,25-11-2024 03:11,54,Regular,Pork Taco,0,23.4,3,0.21,FALSE
595002,Taco Fiesta,Phoenix,13-11-2024 13:49,13-11-2024 14:22,33,Regular,Fish Taco,2,24.82,5.5,1.15,FALSE
495833,Taco Time Express,Los Angeles,22-02-2025 21:17,22-02-2025 21:44,27,Large,Beef Taco,1,24.82,5.75,1.97,TRUE
233533,Taco Haven,New York,18-01-2024 15:49,18-01-2024 16:37,48,Large,Pork Taco,3,13.53,8.25,2.47,FALSE
359535,Grande Tacos,San Diego,30-04-2024 11:40,30-04-2024 12:25,45,Regular,Beef Taco,0,20.33,3,1.26,FALSE
903265,Taco Fiesta,Houston,09-06-2024 01:38,09-06-2024 01:56,18,Regular,Pork Taco,0,11.44,3,3.36,TRUE
151040,Taco Haven,New York,08-11-2024 10:46,08-11-2024 11:52,66,Regular,Pork Taco,1,18.98,4.25,2.33,FALSE
246942,The Taco Stand,Phoenix,30-06-2024 21:05,30-06-2024 22:28,83,Large,Pork Taco,4,19.43,9.5,4.09,TRUE
348411,Urban Tacos,Chicago,08-02-2025 20:49,08-02-2025 21:27,38,Large,Veggie Taco,2,1.99,7,4.74,TRUE
870925,Spicy Taco House,Dallas,07-03-2025 17:48,07-03-2025 19:01,73,Regular,Veggie Taco,5,16.95,9.25,2.36,FALSE
434217,Taco Time Express,Dallas,25-04-2024 21:37,25-04-2024 22:25,48,Large,Chicken Taco,4,12.1,9.5,2.55,FALSE
415344,Spicy Taco House,San Jose,14-02-2024 18:11,14-02-2024 19:32,81,Large,Fish Taco,4,13.48,9.5,1.17,FALSE
367382,Taco Haven,San Diego,17-05-2025 07:28,17-05-2025 07:48,20,Large,Veggie Taco,0,13.62,4.5,4.15,TRUE
154040,Urban Tacos,Dallas,14-04-2025 21:26,14-04-2025 22:53,87,Regular,Beef Taco,1,20.21,4.25,1.76,FALSE
804066,The Taco Stand,Houston,07-01-2025 08:33,07-01-2025 09:09,36,Large,Veggie Taco,0,5.69,4.5,0.57,FALSE
877493,El Taco Loco,San Jose,07-07-2024 10:15,07-07-2024 11:42,87,Regular,Fish Taco,1,14.03,4.25,3.88,TRUE
499152,Grande Tacos,Austin,18-05-2025 21:02,18-05-2025 21:57,55,Large,Veggie Taco,2,13.06,7,2.49,TRUE
203398,Grande Tacos,San Diego,06-06-2024 18:34,06-06-2024 19:31,57,Large,Fish Taco,0,14.28,4.5,0.66,FALSE
253011,Taco Fiesta,Phoenix,05-03-2025 18:28,05-03-2025 19:52,84,Large,Veggie Taco,1,5.31,5.75,0.69,FALSE
697467,Taco Haven,San Jose,03-03-2025 16:43,03-03-2025 17:36,53,Large,Fish Taco,5,16.22,10.75,1.47,FALSE
276405,Casa del Taco,Chicago,18-04-2024 17:00,18-04-2024 18:19,79,Large,Chicken Taco,4,24.76,9.5,2.87,FALSE
649395,Taco Fiesta,Los Angeles,07-02-2024 16:22,07-02-2024 16:32,10,Large,Chicken Taco,5,6.17,10.75,2.12,FALSE
109585,Taco Haven,Austin,20-12-2024 04:38,20-12-2024 05:35,57,Regular,Pork Taco,5,16.84,9.25,1.85,FALSE
606676,Grande Tacos,New York,06-01-2024 03:15,06-01-2024 04:33,78,Large,Beef Taco,0,13.47,4.5,1.37,TRUE
400614,Taco Fiesta,Austin,30-11-2024 10:27,30-11-2024 10:59,32,Regular,Beef Taco,4,4.15,8,0.96,TRUE
652029,Urban Tacos,San Diego,26-07-2024 15:17,26-07-2024 16:17,60,Regular,Veggie Taco,3,11.75,6.75,0.73,FALSE
831105,Taco Haven,Phoenix,03-03-2024 14:48,03-03-2024 15:02,14,Regular,Fish Taco,3,9.74,6.75,2.38,TRUE
767678,Taco Fiesta,Chicago,05-03-2024 05:22,05-03-2024 06:35,73,Large,Veggie Taco,4,24.44,9.5,2.92,FALSE
653815,Taco Fiesta,Houston,13-06-2024 05:05,13-06-2024 06:27,82,Large,Veggie Taco,0,23.14,4.5,2.05,FALSE
393992,The Taco Stand,San Antonio,26-01-2024 13:20,26-01-2024 13:52,32,Large,Beef Taco,1,14.88,5.75,2.26,FALSE
847332,Taco Time Express,Los Angeles,20-08-2024 10:55,20-08-2024 11:25,30,Regular,Pork Taco,3,17.09,6.75,1.62,FALSE
502491,Spicy Taco House,Los Angeles,23-01-2025 23:27,24-01-2025 00:21,54,Regular,Beef Taco,3,6.19,6.75,0.23,FALSE
734565,La Vida Taco,San Antonio,04-11-2024 03:04,04-11-2024 03:55,51,Regular,Veggie Taco,3,12.52,6.75,1.07,FALSE
493663,Taco Time Express,Chicago,31-03-2025 01:30,31-03-2025 02:28,58,Regular,Pork Taco,2,20.05,5.5,2.14,FALSE
186023,Urban Tacos,Chicago,22-10-2024 03:42,22-10-2024 04:11,29,Large,Veggie Taco,2,3.11,7,0.02,FALSE
423241,Grande Tacos,San Diego,28-07-2024 12:48,28-07-2024 13:11,23,Regular,Beef Taco,1,11.06,4.25,2.78,TRUE
637333,Taco Time Express,Los Angeles,21-01-2024 09:33,21-01-2024 09:54,21,Large,Pork Taco,0,15.12,4.5,3.92,TRUE
503951,Taco Fiesta,Phoenix,17-11-2024 09:58,17-11-2024 10:57,59,Regular,Pork Taco,1,14.51,4.25,0.85,TRUE
499226,Spicy Taco House,Chicago,27-07-2024 21:00,27-07-2024 21:48,48,Large,Fish Taco,1,2.05,5.75,2.17,TRUE
541557,Urban Tacos,San Jose,29-02-2024 17:55,29-02-2024 18:51,56,Large,Chicken Taco,5,15.81,10.75,1.78,FALSE
305047,Grande Tacos,Los Angeles,15-04-2024 05:42,15-04-2024 06:30,48,Regular,Fish Taco,2,21.12,5.5,1.14,FALSE
445549,Grande Tacos,San Diego,30-11-2024 11:16,30-11-2024 12:42,86,Regular,Veggie Taco,2,15.28,5.5,3.48,TRUE
602278,Casa del Taco,Chicago,05-11-2024 07:43,05-11-2024 08:33,50,Large,Fish Taco,4,19.66,9.5,0.98,FALSE
393916,Taco Time Express,San Diego,29-03-2024 11:01,29-03-2024 12:23,82,Regular,Pork Taco,4,4.91,8,2.3,FALSE
128223,Grande Tacos,Houston,06-12-2024 13:23,06-12-2024 14:10,47,Regular,Fish Taco,5,12.73,9.25,1.9,FALSE
353777,Urban Tacos,Chicago,24-11-2024 15:40,24-11-2024 16:38,58,Regular,Fish Taco,4,12.24,8,2,TRUE
631221,Taco Time Express,Austin,29-01-2024 13:21,29-01-2024 14:17,56,Regular,Beef Taco,1,16.61,4.25,1.07,FALSE
778428,La Vida Taco,New York,13-03-2025 11:11,13-03-2025 12:12,61,Large,Fish Taco,0,0.76,4.5,0.78,FALSE
635482,The Taco Stand,Austin,26-03-2025 21:38,26-03-2025 23:01,83,Regular,Fish Taco,2,10.08,5.5,2.32,FALSE
717181,The Taco Stand,Chicago,24-09-2024 22:39,24-09-2024 22:52,13,Large,Beef Taco,2,10.69,7,2.89,FALSE
221707,Spicy Taco House,San Diego,30-08-2024 06:03,30-08-2024 06:56,53,Large,Chicken Taco,4,12.33,9.5,1.43,FALSE
559450,Grande Tacos,San Diego,22-02-2024 04:13,22-02-2024 05:01,48,Regular,Beef Taco,0,21.3,3,1.94,FALSE
810032,Spicy Taco House,Houston,04-02-2025 18:49,04-02-2025 19:21,32,Regular,Veggie Taco,4,10.95,8,1.39,FALSE
936507,Taco Time Express,Chicago,24-05-2024 18:30,24-05-2024 19:35,65,Large,Beef Taco,5,15.55,10.75,0.59,FALSE
720970,Taco Time Express,Dallas,04-01-2024 10:57,04-01-2024 11:34,37,Regular,Veggie Taco,5,20.31,9.25,0.19,FALSE
206694,The Taco Stand,Chicago,11-10-2024 02:52,11-10-2024 03:43,51,Regular,Fish Taco,0,6.93,3,2.59,FALSE
653349,Casa del Taco,San Antonio,28-10-2024 20:45,28-10-2024 22:13,88,Large,Pork Taco,0,9.02,4.5,2.54,FALSE
747351,Spicy Taco House,Phoenix,22-04-2025 06:49,22-04-2025 08:14,85,Regular,Chicken Taco,2,3.39,5.5,0.92,FALSE
291936,Casa del Taco,Chicago,31-01-2025 18:27,31-01-2025 19:26,59,Large,Pork Taco,1,14.58,5.75,1.27,FALSE
610310,The Taco Stand,Chicago,07-03-2025 00:19,07-03-2025 00:50,31,Large,Veggie Taco,1,5.08,5.75,2.53,FALSE
749498,Taco Fiesta,San Diego,08-01-2024 10:38,08-01-2024 11:50,72,Regular,Chicken Taco,3,24.11,6.75,1.52,FALSE
619013,Taco Time Express,San Jose,18-11-2024 19:54,18-11-2024 21:00,66,Large,Chicken Taco,0,14.35,4.5,2.39,FALSE
331241,Urban Tacos,New York,01-08-2024 11:37,01-08-2024 12:15,38,Large,Chicken Taco,3,14.36,8.25,2.32,FALSE
619373,The Taco Stand,Austin,28-03-2024 22:24,28-03-2024 23:47,83,Regular,Veggie Taco,4,20.67,8,1.1,FALSE
962570,Taco Fiesta,San Jose,28-02-2025 08:45,28-02-2025 09:22,37,Large,Beef Taco,5,20.84,10.75,2.25,FALSE
412170,Taco Fiesta,San Jose,23-07-2024 03:13,23-07-2024 04:07,54,Regular,Fish Taco,0,19.5,3,0.71,FALSE
950083,La Vida Taco,San Diego,19-04-2025 00:06,19-04-2025 01:36,90,Large,Chicken Taco,4,3.91,9.5,1.03,TRUE
316995,Taco Fiesta,San Antonio,29-09-2024 11:40,29-09-2024 12:58,78,Large,Pork Taco,4,4.63,9.5,4.9,TRUE
406849,Urban Tacos,San Antonio,26-07-2024 15:38,26-07-2024 16:53,75,Regular,Chicken Taco,3,23.01,6.75,2.98,FALSE
787757,Spicy Taco House,Chicago,12-07-2024 22:19,12-07-2024 22:47,28,Large,Chicken Taco,5,10.12,10.75,0.43,FALSE
763121,Urban Tacos,Dallas,18-10-2024 09:43,18-10-2024 10:50,67,Regular,Beef Taco,3,13.13,6.75,0.83,FALSE
486999,Grande Tacos,San Jose,11-09-2024 05:06,11-09-2024 06:30,84,Regular,Beef Taco,5,24.32,9.25,1.9,FALSE
831160,Casa del Taco,Los Angeles,19-02-2025 02:23,19-02-2025 03:23,60,Regular,Fish Taco,1,12.62,4.25,0.97,FALSE
397368,Casa del Taco,Austin,24-03-2025 21:27,24-03-2025 21:53,26,Large,Veggie Taco,5,19.18,10.75,0.14,FALSE
756596,Grande Tacos,New York,06-04-2024 11:56,06-04-2024 12:26,30,Large,Fish Taco,0,24.8,4.5,2.14,TRUE
822040,Spicy Taco House,Phoenix,03-05-2024 11:33,03-05-2024 12:18,45,Regular,Veggie Taco,2,2.52,5.5,1.99,FALSE
780432,Spicy Taco House,New York,03-11-2024 20:20,03-11-2024 21:50,90,Large,Chicken Taco,3,16.56,8.25,3.52,TRUE
101139,Taco Haven,San Jose,01-03-2024 12:52,01-03-2024 13:18,26,Regular,Pork Taco,5,11.4,9.25,0.02,FALSE
460263,El Taco Loco,Dallas,12-04-2024 15:55,12-04-2024 17:06,71,Regular,Chicken Taco,3,2.69,6.75,2.42,FALSE
208214,Casa del Taco,San Diego,20-08-2024 10:31,20-08-2024 10:58,27,Large,Chicken Taco,5,24.83,10.75,0.43,FALSE
656278,La Vida Taco,New York,19-04-2025 01:10,19-04-2025 01:41,31,Large,Veggie Taco,5,5.72,10.75,3.74,TRUE
531709,La Vida Taco,San Jose,17-06-2024 17:44,17-06-2024 18:05,21,Regular,Chicken Taco,0,14.94,3,1.15,FALSE
550246,Casa del Taco,Chicago,11-07-2024 11:04,11-07-2024 11:49,45,Regular,Chicken Taco,4,15.22,8,2.16,FALSE
398761,Taco Fiesta,Phoenix,08-06-2024 13:47,08-06-2024 15:03,76,Regular,Fish Taco,2,16.33,5.5,3.92,TRUE
932336,Taco Haven,San Jose,26-10-2024 17:25,26-10-2024 17:49,24,Regular,Fish Taco,5,15.05,9.25,2.64,TRUE
112653,Casa del Taco,San Diego,12-04-2024 12:20,12-04-2024 13:19,59,Large,Veggie Taco,4,17.23,9.5,2.29,FALSE
907788,El Taco Loco,New York,01-04-2025 05:14,01-04-2025 05:32,18,Regular,Veggie Taco,1,1.48,4.25,0.18,FALSE
927630,Taco Time Express,Austin,10-08-2024 12:31,10-08-2024 14:01,90,Large,Fish Taco,5,10.36,10.75,3.2,TRUE
663772,La Vida Taco,Chicago,03-08-2024 12:22,03-08-2024 12:42,20,Large,Beef Taco,4,23.06,9.5,4.87,TRUE
262924,The Taco Stand,San Diego,30-10-2024 11:45,30-10-2024 13:10,85,Regular,Veggie Taco,5,11.22,9.25,2.86,FALSE
350229,Taco Fiesta,Houston,07-03-2024 23:07,08-03-2024 00:12,65,Regular,Fish Taco,4,15.42,8,0.93,FALSE
877722,Spicy Taco House,Los Angeles,10-01-2024 20:05,10-01-2024 20:32,27,Regular,Chicken Taco,3,23.85,6.75,1.57,FALSE
921021,Urban Tacos,Chicago,15-10-2024 20:08,15-10-2024 20:34,26,Large,Beef Taco,0,8.71,4.5,1.29,FALSE
649300,El Taco Loco,Phoenix,23-03-2025 21:33,23-03-2025 23:03,90,Regular,Fish Taco,3,13.01,6.75,0.28,TRUE
694423,Spicy Taco House,San Diego,02-05-2024 04:28,02-05-2024 05:10,42,Regular,Pork Taco,5,18.21,9.25,0.69,FALSE
633541,Taco Fiesta,New York,10-01-2024 13:03,10-01-2024 13:44,41,Regular,Fish Taco,2,9.88,5.5,0.45,FALSE
999138,Taco Fiesta,Austin,24-05-2025 07:11,24-05-2025 08:14,63,Regular,Veggie Taco,1,10.7,4.25,3.6,TRUE
384434,El Taco Loco,San Antonio,16-10-2024 13:38,16-10-2024 14:03,25,Regular,Chicken Taco,1,20.21,4.25,2.94,FALSE
520400,El Taco Loco,San Jose,07-08-2024 06:34,07-08-2024 07:23,49,Large,Beef Taco,4,11.69,9.5,1.11,FALSE
405759,La Vida Taco,Phoenix,28-04-2025 16:17,28-04-2025 16:58,41,Large,Veggie Taco,4,24.31,9.5,2.99,FALSE
913575,Taco Haven,Austin,09-07-2024 09:29,09-07-2024 09:58,29,Regular,Fish Taco,0,6.21,3,1.04,FALSE
980357,Taco Fiesta,San Diego,02-01-2024 03:15,02-01-2024 04:13,58,Large,Beef Taco,1,13.48,5.75,0.71,FALSE
615929,Taco Fiesta,Chicago,05-08-2024 08:19,05-08-2024 08:40,21,Regular,Chicken Taco,4,10.62,8,2.69,FALSE
580728,El Taco Loco,San Antonio,15-03-2024 05:41,15-03-2024 06:55,74,Regular,Fish Taco,0,15,3,0.19,FALSE
794622,Spicy Taco House,Houston,14-08-2024 13:14,14-08-2024 13:57,43,Large,Fish Taco,5,20.88,10.75,0.98,FALSE
574751,Urban Tacos,Houston,28-02-2024 00:16,28-02-2024 00:51,35,Regular,Pork Taco,0,4.31,3,0.49,FALSE
588694,Casa del Taco,Dallas,03-04-2024 18:41,03-04-2024 19:59,78,Large,Chicken Taco,3,8.05,8.25,0.8,FALSE
225738,El Taco Loco,Chicago,24-08-2024 06:58,24-08-2024 08:25,87,Regular,Chicken Taco,2,4.13,5.5,3.56,TRUE
473023,Taco Time Express,Austin,08-02-2024 00:30,08-02-2024 01:18,48,Large,Chicken Taco,0,23.83,4.5,2.56,FALSE
682959,The Taco Stand,Houston,14-03-2024 13:48,14-03-2024 14:57,69,Regular,Chicken Taco,0,0.79,3,2.49,FALSE
333086,Spicy Taco House,Houston,07-11-2024 03:23,07-11-2024 04:20,57,Regular,Pork Taco,4,6.84,8,2.44,FALSE
122859,El Taco Loco,Houston,16-05-2025 18:04,16-05-2025 19:10,66,Regular,Beef Taco,2,3.5,5.5,2.83,FALSE
153097,Spicy Taco House,San Antonio,02-12-2024 10:37,02-12-2024 11:37,60,Large,Beef Taco,3,17.24,8.25,0.52,FALSE
325146,Spicy Taco House,Phoenix,05-08-2024 08:52,05-08-2024 09:59,67,Regular,Beef Taco,4,15.67,8,0.74,FALSE
409440,Grande Tacos,Dallas,03-03-2025 17:34,03-03-2025 18:45,71,Regular,Beef Taco,2,9.88,5.5,1.26,FALSE
773870,The Taco Stand,Houston,04-05-2025 22:06,04-05-2025 23:25,79,Regular,Fish Taco,5,9.3,9.25,2.72,TRUE
608223,Casa del Taco,San Antonio,25-01-2025 05:17,25-01-2025 06:08,51,Large,Veggie Taco,1,1.14,5.75,2.99,TRUE
130726,Urban Tacos,New York,01-01-2025 08:50,01-01-2025 10:07,77,Large,Pork Taco,1,24.36,5.75,0.3,FALSE
788772,Taco Haven,Phoenix,18-02-2025 12:41,18-02-2025 12:58,17,Regular,Pork Taco,3,9.19,6.75,2.52,FALSE
986278,Spicy Taco House,Chicago,02-07-2024 17:37,02-07-2024 19:02,85,Large,Veggie Taco,4,1.19,9.5,2.1,FALSE
695225,La Vida Taco,Chicago,13-03-2025 09:06,13-03-2025 09:40,34,Large,Pork Taco,2,4.8,7,0.11,FALSE
158896,Taco Haven,San Antonio,18-06-2024 22:53,18-06-2024 23:05,12,Large,Beef Taco,2,22.99,7,0.6,FALSE
236828,Casa del Taco,Chicago,08-09-2024 08:07,08-09-2024 08:24,17,Regular,Chicken Taco,4,17.77,8,0.71,TRUE
216308,The Taco Stand,San Diego,26-02-2024 08:05,26-02-2024 09:02,57,Large,Pork Taco,0,8.75,4.5,0.97,FALSE
265154,Taco Time Express,San Jose,19-05-2025 05:35,19-05-2025 06:25,50,Regular,Pork Taco,5,22.3,9.25,1.84,FALSE
474158,Taco Haven,San Antonio,16-05-2024 04:47,16-05-2024 05:45,58,Large,Veggie Taco,1,4.85,5.75,0.01,FALSE
836109,La Vida Taco,Dallas,16-03-2025 18:38,16-03-2025 18:52,14,Regular,Pork Taco,2,23.07,5.5,4.84,TRUE
331625,La Vida Taco,Los Angeles,20-01-2025 09:33,20-01-2025 10:01,28,Large,Beef Taco,1,9,5.75,0.96,FALSE
767090,El Taco Loco,San Diego,12-12-2024 21:47,12-12-2024 21:58,11,Large,Chicken Taco,1,17.48,5.75,1.05,FALSE
925250,El Taco Loco,New York,07-02-2024 09:32,07-02-2024 10:31,59,Large,Fish Taco,1,22.17,5.75,1.48,FALSE
497108,Casa del Taco,Austin,18-10-2024 12:59,18-10-2024 13:21,22,Large,Pork Taco,5,19.08,10.75,0.68,FALSE
573209,El Taco Loco,New York,17-08-2024 01:29,17-08-2024 01:41,12,Large,Veggie Taco,0,2.32,4.5,0.85,TRUE
493696,Spicy Taco House,Los Angeles,28-02-2025 21:40,28-02-2025 22:01,21,Large,Pork Taco,4,22.38,9.5,2.11,FALSE
552275,Spicy Taco House,San Antonio,03-12-2024 06:04,03-12-2024 06:34,30,Regular,Beef Taco,2,5.54,5.5,0.57,FALSE
831063,The Taco Stand,Austin,25-07-2024 00:53,25-07-2024 01:39,46,Large,Chicken Taco,0,1.72,4.5,1.72,FALSE
980651,Grande Tacos,Chicago,12-02-2024 08:02,12-02-2024 08:58,56,Regular,Fish Taco,0,7.72,3,1.99,FALSE
729371,Grande Tacos,Houston,16-03-2024 07:58,16-03-2024 08:11,13,Regular,Chicken Taco,5,7.65,9.25,0.41,TRUE
984756,El Taco Loco,Phoenix,04-11-2024 17:19,04-11-2024 18:29,70,Large,Veggie Taco,0,16.23,4.5,1.16,FALSE
489043,Taco Time Express,San Diego,24-05-2024 22:09,24-05-2024 23:16,67,Regular,Veggie Taco,3,11.89,6.75,0.68,FALSE
381607,La Vida Taco,New York,27-04-2024 09:16,27-04-2024 09:38,22,Regular,Veggie Taco,4,10.64,8,3.78,TRUE
338564,The Taco Stand,New York,27-10-2024 16:10,27-10-2024 17:26,76,Large,Pork Taco,5,21.74,10.75,2.37,TRUE
347088,Grande Tacos,Phoenix,02-03-2024 07:49,02-03-2024 08:49,60,Regular,Pork Taco,4,22.56,8,4,TRUE
810446,La Vida Taco,Chicago,03-04-2024 10:12,03-04-2024 11:19,67,Regular,Chicken Taco,1,20.31,4.25,0.38,FALSE
543940,El Taco Loco,Dallas,05-06-2024 20:02,05-06-2024 21:32,90,Regular,Pork Taco,2,8.33,5.5,2.18,FALSE
946561,El Taco Loco,Los Angeles,28-10-2024 10:41,28-10-2024 12:02,81,Large,Pork Taco,2,21.49,7,1.56,FALSE
112964,La Vida Taco,San Antonio,09-02-2025 21:15,09-02-2025 22:18,63,Regular,Fish Taco,1,4.13,4.25,2.94,TRUE
895216,El Taco Loco,Los Angeles,13-03-2025 01:11,13-03-2025 01:33,22,Large,Pork Taco,2,22.01,7,0.79,FALSE
786594,Grande Tacos,San Antonio,17-04-2025 23:52,18-04-2025 01:02,70,Regular,Chicken Taco,2,10.37,5.5,1.85,FALSE
813884,Taco Time Express,New York,03-11-2024 10:06,03-11-2024 10:58,52,Regular,Beef Taco,5,12.14,9.25,1.34,TRUE
490532,Taco Fiesta,San Diego,23-08-2024 09:21,23-08-2024 10:10,49,Large,Fish Taco,5,17.28,10.75,2.92,FALSE
339030,Spicy Taco House,Phoenix,10-12-2024 04:10,10-12-2024 05:01,51,Large,Fish Taco,4,16.32,9.5,0.56,FALSE
321659,Taco Time Express,San Jose,05-02-2025 04:17,05-02-2025 05:14,57,Regular,Pork Taco,1,2.11,4.25,2.13,FALSE
522979,Spicy Taco House,Austin,17-03-2025 16:49,17-03-2025 17:02,13,Regular,Chicken Taco,1,21.01,4.25,0.75,FALSE
578621,Taco Fiesta,San Diego,03-06-2024 15:40,03-06-2024 16:25,45,Large,Fish Taco,4,10.23,9.5,2.77,FALSE
814263,Taco Fiesta,Houston,16-10-2024 07:17,16-10-2024 08:29,72,Large,Chicken Taco,3,14.88,8.25,1.05,FALSE
271456,Urban Tacos,Los Angeles,09-08-2024 10:04,09-08-2024 10:17,13,Large,Beef Taco,1,21.42,5.75,2.34,FALSE
324729,Taco Haven,Houston,09-06-2024 13:44,09-06-2024 14:28,44,Large,Pork Taco,0,21.68,4.5,4.84,TRUE
815338,Taco Fiesta,San Jose,12-04-2024 18:30,12-04-2024 19:02,32,Regular,Chicken Taco,2,15.4,5.5,2.83,FALSE
847362,Urban Tacos,Dallas,19-10-2024 10:00,19-10-2024 10:54,54,Large,Veggie Taco,1,11.93,5.75,3.39,TRUE
964352,La Vida Taco,Dallas,29-03-2025 23:37,30-03-2025 00:00,23,Regular,Pork Taco,5,24.18,9.25,4.2,TRUE
688730,La Vida Taco,San Antonio,07-08-2024 13:28,07-08-2024 14:16,48,Regular,Fish Taco,0,8.74,3,0.83,FALSE
440930,Urban Tacos,Phoenix,24-05-2025 14:57,24-05-2025 15:45,48,Regular,Chicken Taco,4,19.25,8,4.5,TRUE
944554,La Vida Taco,Dallas,05-09-2024 05:30,05-09-2024 05:57,27,Regular,Fish Taco,2,6.86,5.5,1.26,FALSE
