Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Sangar,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2019,1230150.0,1082934.0,1331310.0,1426644.0,1708252.0,1988483.0,2206477.0,2221090.0,1954843.0,1710904.0,1374406.0,2585.0,19581262.0,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2019,7405.0,6304.0,7509.0,8858.0,9095.0,9290.0,8106.0,7763.0,7718.0,7014.0,6215.0,1.0,90552.0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (Gagarin),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('46.169983'), Decimal('51.71802'))"
Saratov (central),2019,32725.0,33512.0,39205.0,41802.0,39784.0,48965.0,56743.0,35232.0,0.0,0.0,0.0,0.0,327968.0,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2019,413452.0,417075.0,477847.0,463995.0,519988.0,721838.0,854954.0,878955.0,776591.0,508641.0,370989.0,248.14,6760567.0,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2019,29930.0,28121.0,33045.0,31157.0,33950.0,39544.0,42555.0,41897.0,38159.0,33395.0,31068.0,82.0,411895.0,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2019,2299.0,2503.0,3117.0,3034.0,4565.0,1838.0,3289.0,3663.0,3089.0,3044.0,3130.0,2.9,36777.0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2019,127721.0,110460.0,134166.0,133024.0,150656.0,179929.0,208997.0,207784.0,166934.0,150701.0,145244.0,320.78,1866416.0,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2019,31805.0,30755.0,36800.0,36122.0,47431.0,58210.0,68198.0,68066.0,54139.0,45454.0,36405.0,63.74,549748.0,"(Decimal('50.851293'), Decimal('61.663805'))"
Taz,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2019,396.0,896.0,940.0,890.0,916.0,2561.0,3417.0,3893.0,1848.0,1033.0,854.0,0.0,18412.0,"(Decimal('41.491404'), Decimal('52.803629'))"
Tarko-Sale,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('77.789172'), Decimal('64.922685'))"
Tigil,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2019,995.0,953.0,1161.0,1369.0,1448.0,1894.0,2128.0,2236.0,1629.0,1400.0,1040.0,99.91,17734.0,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Tolka,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2019,47751.0,47353.0,55743.0,56864.0,59789.0,66550.0,77816.0,81067.0,67911.0,63937.0,53989.0,212.46,732754.0,"(Decimal('85.209517'), Decimal('56.388412'))"
Tugur,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2019,19.0,44.0,68.0,65.0,53.0,110.0,293.0,44.0,74.0,61.0,30.0,0.0,899.0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2019,134509.0,118561.0,141915.0,145488.0,167938.0,209724.0,234774.0,236084.0,202455.0,164080.0,137855.0,369.0,2039007.0,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Ulan Ude (Mukhino),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2019,18608.0,18076.0,21446.0,27100.0,32769.0,32087.0,36819.0,37371.0,34203.0,30332.0,27402.0,26.88,344119.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2019,53.0,18.0,43.0,239.0,0.0,39.0,2.0,31.0,0.0,64.0,0.0,281.0,497.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2019,236704.0,204548.0,245798.0,253361.0,322258.0,339687.0,366716.0,367994.0,339334.0,321862.0,275884.0,423.33,3556533.0,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2019,0.0,0.0,48.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2019,141254.0,128994.0,152419.0,164033.0,175046.0,210702.0,247379.0,247465.0,213725.0,180537.0,160267.0,1951.01,2185051.0,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2019,21471.0,20900.0,26027.0,33069.0,33827.0,40034.0,44091.0,45641.0,36467.0,34738.0,34932.0,63.06,406445.0,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2019,0.0,0.0,0.0,0.0,1635.0,2123.0,2240.0,2802.0,1696.0,1839.0,1452.0,164.23,15337.0,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2019,41.0,40.0,51.0,55.0,66.0,88.0,88.0,143.0,69.0,76.0,85.0,0.49,888.0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2019,21495.0,22216.0,31409.0,32802.0,36690.0,39573.0,40524.0,39563.0,36630.0,33459.0,30527.0,3.9,394586.0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Chelyabinsk (Balandino),2019,107311.0,93833.0,109607.0,116719.0,146799.0,173754.0,185390.0,189654.0,170800.0,160682.0,127001.0,333.55,1713532.0,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2019,27403.0,23084.0,28171.0,30599.0,35745.0,45364.0,52440.0,53527.0,44100.0,40849.0,36907.0,245.59,455350.0,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2019,220.0,222.0,238.0,282.0,193.0,440.0,369.0,401.0,440.0,347.0,327.0,3.89,3762.0,"(Decimal('135.28347'), Decimal('54.69673'))"
Shakhtars'k,2019,20.0,0.0,0.0,210.0,301.0,357.0,640.0,793.0,424.0,277.0,286.0,0.04,3534.0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2019,42.0,22.0,174.0,28.0,266.0,224.0,155.0,145.0,63.0,126.0,30.0,0.0,1313.0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2019,345.0,263.0,401.0,674.0,966.0,1039.0,1196.0,1168.0,1187.0,813.0,521.0,8.0,9167.0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2019,5.0,0.0,8.0,0.0,52.0,13.0,89.0,279.0,16.0,6.0,0.0,0.0,503.0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.330575'), Decimal('46.369401'))"
South kurilsk (Mendeleevo),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2019,75603.0,74074.0,80605.0,81718.0,94425.0,120440.0,139389.0,138921.0,115530.0,100482.0,93423.0,1024.39,1209161.0,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2019,51858.0,51326.0,65188.0,73161.0,70950.0,93695.0,115339.0,118026.0,92665.0,78531.0,69091.0,1256.78,949746.0,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2019,5413.0,5462.0,5470.0,5433.0,5101.0,4930.0,4175.0,4841.0,4988.0,5110.0,5393.0,0.36,61756.0,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2019,1836.0,1770.0,1828.0,1555.0,1930.0,4187.0,5215.0,5704.0,5164.0,3881.0,2966.0,0.0,39079.0,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2018,11851.0,10504.0,11591.0,12323.0,14314.0,19935.0,25213.0,25507.0,19295.0,15815.0,15645.0,98.93,197222.0,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2018,5128.0,4447.0,5456.0,7650.0,8364.0,10563.0,13402.0,13751.0,10065.0,9142.0,8305.0,204.53,102806.0,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2018,40338.0,32232.0,32232.0,56658.0,94249.0,219472.0,294101.0,311263.0,207505.0,81880.0,61219.0,74.47,1487382.0,"(Decimal('37.341511'), Decimal('45.003748'))"
Apatite (Khibiny),2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2018,61727.0,56015.0,65240.0,67853.0,80438.0,97057.0,107634.0,107201.0,89288.0,77970.0,67523.0,256.51,942972.0,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2018,39578.0,37537.0,42383.0,50028.0,56043.0,46546.0,56329.0,59163.0,62552.0,58877.0,43975.0,90.84,597038.0,"(Decimal('47.999896'), Decimal('46.287344'))"
Trip,2018,0.0,0.0,0.0,0.0,0.0,0.0,342.0,360.0,280.0,194.0,196.0,5.2,0.0,"(Decimal('138.042241'), Decimal('56.431311'))"
Barnaul (Titov Name),2018,0.0,0.0,0.0,0.0,0.0,0.0,56898.0,58984.0,52682.0,40381.0,39946.0,277.0,0.0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54722.0,49487.0,39644.0,26707.0,6.34,0.0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2018,3646.0,3274.0,4105.0,5537.0,6834.0,6816.0,6928.0,7319.0,5832.0,6304.0,6819.0,14.7,69183.0,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,225.0,318.0,278.0,9.0,0.0,"(Decimal('179.293427'), Decimal('63.025373'))"
Blagoveshchensk,2018,29161.0,27966.0,30016.0,29923.0,32882.0,32420.0,38058.0,39776.0,40830.0,36961.0,36462.0,341.7,412835.0,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2018,0.0,0.0,0.0,0.0,0.0,0.0,234.0,214.0,215.0,242.0,215.0,0.07,0.0,"(Decimal('140.445792'), Decimal('52.376818'))"
Bodaybo,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2018,3164.0,2917.0,3730.0,3460.0,3825.0,4106.0,3278.0,2954.0,3801.0,4131.0,3909.0,1.15,43182.0,"(Decimal('52.790306'), Decimal('54.634026'))"
Varandey,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('121.691798'), Decimal('63.754713'))"
Vladivostok (Knevichi),2018,162978.0,151351.0,168479.0,192817.0,201189.0,232715.0,287919.0,310634.0,278218.0,240483.0,200803.0,2635.39,2633630.0,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2018,80860.0,69903.0,76312.0,82861.0,98856.0,131577.0,113791.0,108242.0,103163.0,98060.0,89273.0,101.0,1142878.0,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2018,1416.0,1337.0,1661.0,1500.0,1812.0,2141.0,2450.0,3046.0,2264.0,1937.0,1238.0,12.62,22275.0,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2018,44476.0,40097.0,44615.0,47830.0,66153.0,86780.0,88692.0,88488.0,82042.0,70163.0,54836.0,22.04,766291.0,"(Decimal('39.225359'), Decimal('51.812576'))"
Gelendzhik,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2018,0.0,0.0,0.0,0.0,0.0,0.0,11683.0,11811.0,8035.0,3497.0,2306.0,0.0,0.0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.699751'), Decimal('43.384707'))"
deputy,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('80.383003'), Decimal('73.516386'))"
Ekaterinburg (Koltsovo),2018,381753.0,336692.0,392763.0,421672.0,485899.0,629099.0,657294.0,672918.0,619903.0,518438.0,422042.0,1707.16,5953782.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Erbogaçen,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,697.0,611.0,444.0,13.0,0.0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2018,0.0,0.0,0.0,0.0,0.0,0.0,278.0,212.0,182.0,252.0,229.0,0.97,0.0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zыrjanka,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2018,496.0,756.0,862.0,411.0,667.0,2331.0,4023.0,4309.0,3432.0,1552.0,1997.0,42.87,22684.0,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2018,137330.0,135018.0,149885.0,147448.0,161482.0,192665.0,250391.0,259892.0,213076.0,183607.0,170150.0,911.71,2181998.0,"(Decimal('104.355777'), Decimal('52.273103'))"
Kazan,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('49.298591'), Decimal('55.608089'))"
