Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200605,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,7579
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,34839
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,37518
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,1620
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,7645
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,7009
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6061
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9135
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,3076
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5968
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6464
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,143526
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,143128
200605,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4314
200605,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4142
200605,Ameriflight,A8,Ameriflight,A8,Domestic,US,Thru / Transit,Other,Other,Other,8
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4535
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4096
200605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,17943
200605,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,21284
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11236
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10805
200605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10862
200605,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11179
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,73345
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,71282
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11580
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11850
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,19205
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18573
200605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7145
200605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7367
200605,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4362
200605,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4757
200605,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,933
200605,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,1034
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7296
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8719
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8158
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8444
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6099
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5819
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20441
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21090
200605,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1404
200605,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1288
200605,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6813
200605,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6893
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,2675
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,3802
200605,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,48545
200605,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,49433
200605,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6591
200605,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,7114
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13012
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11540
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,3927
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,2830
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15846
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17328
200605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3019
200605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2965
200605,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,106904
200605,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,106901
200605,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,5372
200605,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,5771
200605,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,714
200605,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,802
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3525
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3643
200605,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,4660
200605,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,4194
200605,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37332
200605,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,36461
200605,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34779
200605,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,38116
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,51811
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,50800
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,59554
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,55233
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,403619
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,397549
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,7204
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,68834
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,73184
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3526
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7210
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6816
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,923
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,11787
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11479
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,5
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,24687
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27825
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,613
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,9554
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9762
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,235
200605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9277
200605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11174
200606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,27485
200606,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,32147
200606,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,116
200606,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,115
200606,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5718
200606,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5920
200606,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11567
200606,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12310
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7066
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6267
200606,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,10421
200606,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,10770
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,33527
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39118
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,4394
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,7656
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,9547
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7544
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,8871
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1824
200606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6758
200606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7122
200606,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,150444
200606,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,158779
200606,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5203
200606,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,5109
200606,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Other,Other,Other,5
200606,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,5
200606,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4219
200606,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4969
200606,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,66
200606,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,89
200606,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20118
200606,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20596
200606,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11140
200606,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,11109
200606,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10912
200606,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11643
200606,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,82227
200606,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86931
200606,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12335
200606,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13602
200606,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,17507
200606,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,18229
200606,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7088
200606,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7314
200606,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4634
200606,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4969
200606,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,3063
200606,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,4117
200606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,8612
200606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,9031
200606,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8197
200606,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8361
200606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6732
200606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7138
200606,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20337
200606,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21107
200606,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1107
200606,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,962
200606,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6385
200606,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,9347
200606,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,6481
200606,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,7348
200606,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,63365
200606,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,66155
200606,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6745
200606,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,7192
200606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10288
200606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,12424
200606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5415
200606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6055
200606,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16891
200606,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,19058
200606,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3720
200606,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3664
200606,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,102429
200606,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,102667
200606,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,4574
200606,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,5066
200606,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3183
200606,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3259
200606,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4181
200606,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4373
200606,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,4563
200606,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,5213
200606,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37966
200606,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,42144
200606,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38216
200606,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,43943
200606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,60431
200606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,63270
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,64124
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,66372
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404815
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,433650
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,9381
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,72690
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,75274
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3105
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8523
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7879
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1044
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12063
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11801
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,25
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26263
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27666
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,448
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,11085
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,12721
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,220
200606,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10555
200606,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11412
200607,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39649
200607,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,36847
200607,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,331
200607,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,316
200607,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5782
200607,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5861
200607,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12990
200607,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11960
200607,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7118
200607,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8275
200607,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,11519
200607,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,11729
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34835
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39064
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4273
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,8492
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,9823
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,8367
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,8280
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1389
200607,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6620
200607,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6125
200607,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,167225
200607,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,159845
200607,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5162
200607,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4718
200607,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4937
200607,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3901
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,237
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,367
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Thru / Transit,Other,International,A,166
200607,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,21205
200607,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20394
200607,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11819
200607,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10974
200607,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11898
200607,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10708
200607,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,89907
200607,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86360
200607,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14339
200607,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13659
200607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,24996
200607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,24081
200607,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7294
200607,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7629
