Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform
2021-02-15,Electrolyte Powder,Hydration,162,21.18,3431.16,0.23,1,USA,iHerb
2021-02-22,Whey Protein,Protein,136,57.19,7777.84,0.0,0,Canada,Walmart
2021-02-22,Vitamin C,Vitamin,174,15.66,2724.84,0.14,3,UK,iHerb
2021-02-22,Fish Oil,Omega,156,59.64,9303.84,0.1,1,USA,Amazon
2021-02-22,Multivitamin,Vitamin,152,14.32,2176.64,0.0,1,Canada,iHerb
2021-02-22,Pre-Workout,Performance,164,59.96,9833.44,0.07,1,UK,Walmart
2021-02-22,BCAA,Amino Acid,136,24.26,3299.36,0.2,3,UK,iHerb
2021-02-22,Creatine,Performance,167,15.64,2611.88,0.22,2,USA,Walmart
2021-02-22,Zinc,Mineral,136,24.36,3312.96,0.18,1,UK,Walmart
2021-02-22,Collagen Peptides,Protein,145,35.16,5098.2,0.08,2,UK,Walmart
2021-02-22,Magnesium,Mineral,162,37.53,6079.86,0.21,1,USA,iHerb
2021-02-22,Ashwagandha,Herbal,146,33.37,4872.02,0.07,4,USA,Walmart
2021-02-22,Melatonin,Sleep Aid,143,36.34,5196.62,0.01,0,Canada,iHerb
2021-02-22,Biotin,Vitamin,139,31.66,4400.74,0.2,2,UK,iHerb
2021-02-22,Green Tea Extract,Fat Burner,147,25.82,3795.54,0.19,0,UK,Walmart
2021-02-22,Iron Supplement,Mineral,149,21.78,3245.22,0.23,3,UK,iHerb
2021-02-22,Electrolyte Powder,Hydration,158,36.02,5691.16,0.24,4,UK,Amazon
2021-03-01,Whey Protein,Protein,139,19.86,2760.54,0.05,2,Canada,Walmart
2021-03-01,Vitamin C,Vitamin,147,14.45,2124.15,0.13,3,USA,iHerb
2021-03-01,Fish Oil,Omega,169,28.33,4787.77,0.15,0,UK,Amazon
2021-03-01,Multivitamin,Vitamin,136,14.27,1940.72,0.23,0,UK,Walmart
2021-03-01,Pre-Workout,Performance,147,39.95,5872.65,0.02,0,Canada,iHerb
2021-03-01,BCAA,Amino Acid,173,49.06,8487.38,0.0,1,UK,Walmart
2021-03-01,Creatine,Performance,155,55.48,8599.4,0.16,0,Canada,iHerb
2021-03-01,Zinc,Mineral,128,25.17,3221.76,0.1,0,UK,Walmart
2021-03-01,Collagen Peptides,Protein,153,35.15,5377.95,0.02,2,USA,Amazon
2021-03-01,Magnesium,Mineral,144,31.73,4569.12,0.05,0,Canada,Walmart
2021-03-01,Ashwagandha,Herbal,160,48.36,7737.6,0.05,1,UK,Walmart
2021-03-01,Melatonin,Sleep Aid,149,56.59,8431.91,0.05,1,UK,Amazon
2021-03-01,Biotin,Vitamin,135,33.03,4459.05,0.23,3,Canada,Amazon
2021-03-01,Green Tea Extract,Fat Burner,146,54.81,8002.26,0.2,0,USA,Walmart
2021-03-01,Iron Supplement,Mineral,143,21.49,3073.07,0.05,0,UK,Walmart
2021-03-01,Electrolyte Powder,Hydration,155,12.62,1956.1,0.06,3,Canada,Walmart
2021-03-08,Whey Protein,Protein,165,30.8,5082.0,0.24,1,UK,Amazon
2021-03-08,Vitamin C,Vitamin,139,18.64,2590.96,0.09,3,USA,Amazon
2021-03-08,Fish Oil,Omega,154,56.72,8734.88,0.01,0,UK,iHerb
2021-03-08,Multivitamin,Vitamin,152,11.98,1820.96,0.1,2,UK,Walmart
2021-03-08,Pre-Workout,Performance,157,26.03,4086.71,0.02,1,USA,iHerb
2021-03-08,BCAA,Amino Acid,149,48.32,7199.68,0.12,1,UK,Amazon
2021-03-08,Creatine,Performance,162,43.65,7071.3,0.01,2,UK,Walmart
2021-03-08,Zinc,Mineral,160,21.43,3428.8,0.22,0,UK,iHerb
2021-03-08,Collagen Peptides,Protein,159,32.34,5142.06,0.0,3,USA,Amazon
2021-03-08,Magnesium,Mineral,145,43.87,6361.15,0.18,4,UK,Amazon
2021-03-08,Ashwagandha,Herbal,151,57.69,8711.19,0.16,1,UK,iHerb
2021-03-08,Melatonin,Sleep Aid,134,28.11,3766.74,0.17,1,USA,iHerb
2021-03-08,Biotin,Vitamin,138,13.03,1798.14,0.1,1,USA,iHerb
2021-03-08,Green Tea Extract,Fat Burner,148,51.4,7607.2,0.19,0,UK,Amazon
2021-03-08,Iron Supplement,Mineral,138,56.74,7830.12,0.21,3,USA,iHerb
2021-03-08,Electrolyte Powder,Hydration,143,33.54,4796.22,0.04,0,Canada,iHerb
2021-03-15,Whey Protein,Protein,177,22.0,3894.0,0.02,4,USA,Amazon
2021-03-15,Vitamin C,Vitamin,153,55.58,8503.74,0.09,2,UK,Walmart
2021-03-15,Fish Oil,Omega,118,51.56,6084.08,0.19,1,Canada,iHerb
2021-03-15,Multivitamin,Vitamin,146,10.01,1461.46,0.06,0,USA,iHerb
2021-03-15,Pre-Workout,Performance,141,23.98,3381.18,0.05,1,Canada,Walmart
2021-03-15,BCAA,Amino Acid,166,13.93,2312.38,0.09,2,UK,iHerb
2021-03-15,Creatine,Performance,152,57.98,8812.96,0.2,2,USA,Amazon
2021-03-15,Zinc,Mineral,150,59.22,8883.0,0.1,0,Canada,iHerb
2021-03-15,Collagen Peptides,Protein,156,39.29,6129.24,0.15,1,UK,Walmart
2021-03-15,Magnesium,Mineral,164,32.43,5318.52,0.13,2,Canada,Amazon
2021-03-15,Ashwagandha,Herbal,161,42.3,6810.3,0.04,4,UK,Amazon
2021-03-15,Melatonin,Sleep Aid,146,11.02,1608.92,0.05,1,Canada,Amazon
2021-03-15,Biotin,Vitamin,167,56.49,9433.83,0.12,1,USA,iHerb
2021-03-15,Green Tea Extract,Fat Burner,133,22.35,2972.55,0.22,3,UK,Walmart
2021-03-15,Iron Supplement,Mineral,176,43.85,7717.6,0.19,0,UK,Amazon
2021-03-15,Electrolyte Powder,Hydration,154,34.88,5371.52,0.04,0,Canada,iHerb
2021-03-22,Whey Protein,Protein,145,41.16,5968.2,0.02,1,UK,Walmart
2021-03-22,Vitamin C,Vitamin,137,41.87,5736.19,0.14,2,USA,Walmart
2021-03-22,Fish Oil,Omega,144,31.64,4556.16,0.12,2,UK,Amazon
2021-03-22,Multivitamin,Vitamin,154,14.29,2200.66,0.02,3,UK,Walmart
2021-03-22,Pre-Workout,Performance,157,27.84,4370.88,0.15,3,UK,Amazon
2021-03-22,BCAA,Amino Acid,120,54.49,6538.8,0.0,0,UK,Walmart
2021-03-22,Creatine,Performance,141,11.41,1608.81,0.06,3,Canada,Walmart
2021-03-22,Zinc,Mineral,147,55.91,8218.77,0.1,0,Canada,Amazon
2021-03-22,Collagen Peptides,Protein,151,50.22,7583.22,0.02,2,USA,Amazon
2021-03-22,Magnesium,Mineral,152,16.12,2450.24,0.13,3,UK,Walmart
2021-03-22,Ashwagandha,Herbal,147,13.52,1987.44,0.07,1,UK,iHerb
2021-03-22,Melatonin,Sleep Aid,176,33.04,5815.04,0.17,0,Canada,iHerb
2021-03-22,Biotin,Vitamin,149,53.34,7947.66,0.16,2,UK,Walmart
2021-03-22,Green Tea Extract,Fat Burner,134,16.63,2228.42,0.19,1,Canada,Amazon
2021-03-22,Iron Supplement,Mineral,173,47.69,8250.37,0.05,1,UK,iHerb
2021-03-22,Electrolyte Powder,Hydration,154,15.2,2340.8,0.24,3,USA,Amazon
2021-03-29,Whey Protein,Protein,141,35.92,5064.72,0.12,1,Canada,Amazon
2021-03-29,Vitamin C,Vitamin,153,30.55,4674.15,0.16,2,Canada,Walmart
2021-03-29,Fish Oil,Omega,158,52.99,8372.42,0.11,1,USA,Amazon
2021-03-29,Multivitamin,Vitamin,140,54.34,7607.6,0.09,2,UK,Walmart
2021-03-29,Pre-Workout,Performance,131,59.58,7804.98,0.19,0,UK,Walmart
2021-03-29,BCAA,Amino Acid,150,30.48,4572.0,0.2,2,UK,iHerb
2021-03-29,Creatine,Performance,140,39.63,5548.2,0.09,1,USA,iHerb
2021-03-29,Zinc,Mineral,154,34.32,5285.28,0.13,0,UK,Amazon
2021-03-29,Collagen Peptides,Protein,162,16.55,2681.1,0.19,4,Canada,Walmart
2021-03-29,Magnesium,Mineral,177,16.78,2970.06,0.13,0,USA,iHerb
2021-03-29,Ashwagandha,Herbal,173,22.64,3916.72,0.1,1,Canada,Walmart
2021-03-29,Melatonin,Sleep Aid,161,18.54,2984.94,0.07,1,UK,iHerb
2021-03-29,Biotin,Vitamin,135,38.29,5169.15,0.18,3,UK,iHerb
2021-03-29,Green Tea Extract,Fat Burner,140,25.11,3515.4,0.22,4,USA,iHerb
2021-03-29,Iron Supplement,Mineral,165,57.37,9466.05,0.11,0,UK,iHerb
2021-03-29,Electrolyte Powder,Hydration,148,37.19,5504.12,0.08,1,USA,Amazon
2021-04-05,Whey Protein,Protein,154,43.1,6637.4,0.11,3,UK,Amazon
2021-04-05,Vitamin C,Vitamin,169,36.6,6185.4,0.07,0,Canada,iHerb
2021-04-05,Fish Oil,Omega,156,18.15,2831.4,0.2,3,UK,Amazon
2021-04-05,Multivitamin,Vitamin,170,55.2,9384.0,0.08,2,Canada,Amazon
2021-04-05,Pre-Workout,Performance,123,46.02,5660.46,0.11,0,UK,Amazon
2021-04-05,BCAA,Amino Acid,138,10.02,1382.76,0.2,0,Canada,Walmart
2021-04-05,Creatine,Performance,138,34.24,4725.12,0.09,1,Canada,Walmart
2021-04-05,Zinc,Mineral,166,14.73,2445.18,0.19,2,USA,iHerb
2021-04-05,Collagen Peptides,Protein,152,17.02,2587.04,0.16,0,Canada,iHerb
2021-04-05,Magnesium,Mineral,150,24.18,3627.0,0.24,3,UK,iHerb
2021-04-05,Ashwagandha,Herbal,158,15.31,2418.98,0.12,0,Canada,Amazon
2021-04-05,Melatonin,Sleep Aid,149,41.97,6253.53,0.03,1,Canada,iHerb
2021-04-05,Biotin,Vitamin,142,12.03,1708.26,0.23,3,UK,Amazon
2021-04-05,Green Tea Extract,Fat Burner,142,11.56,1641.52,0.24,1,UK,Amazon
2021-04-05,Iron Supplement,Mineral,143,13.32,1904.76,0.25,0,Canada,iHerb
2021-04-05,Electrolyte Powder,Hydration,156,57.45,8962.2,0.06,1,Canada,Amazon
2021-04-12,Whey Protein,Protein,149,13.4,1996.6,0.05,0,USA,iHerb
2021-04-12,Vitamin C,Vitamin,159,38.67,6148.53,0.05,3,USA,iHerb
2021-04-12,Fish Oil,Omega,175,27.62,4833.5,0.06,0,Canada,iHerb
2021-04-12,Multivitamin,Vitamin,141,36.68,5171.88,0.24,1,UK,Amazon
2021-04-12,Pre-Workout,Performance,157,35.63,5593.91,0.07,1,Canada,Walmart
2021-04-12,BCAA,Amino Acid,149,57.03,8497.47,0.08,0,UK,Walmart
2021-04-12,Creatine,Performance,150,18.42,2763.0,0.19,5,Canada,iHerb
2021-04-12,Zinc,Mineral,176,53.77,9463.52,0.18,1,USA,iHerb
2021-04-12,Collagen Peptides,Protein,151,34.01,5135.51,0.09,1,Canada,Amazon
2021-04-12,Magnesium,Mineral,153,55.05,8422.65,0.17,2,USA,iHerb
2021-04-12,Ashwagandha,Herbal,131,16.05,2102.55,0.02,1,UK,Walmart
2021-04-12,Melatonin,Sleep Aid,146,14.46,2111.16,0.11,0,Canada,Walmart
2021-04-12,Biotin,Vitamin,157,14.74,2314.18,0.24,1,Canada,Walmart
2021-04-12,Green Tea Extract,Fat Burner,147,11.23,1650.81,0.2,1,Canada,Walmart
2021-04-12,Iron Supplement,Mineral,142,18.12,2573.04,0.22,2,UK,Walmart
2021-04-12,Electrolyte Powder,Hydration,140,44.53,6234.2,0.14,1,USA,Amazon
2021-04-19,Whey Protein,Protein,145,43.48,6304.6,0.24,0,Canada,Walmart
2021-04-19,Vitamin C,Vitamin,153,32.33,4946.49,0.06,3,USA,Amazon
2021-04-19,Fish Oil,Omega,149,25.24,3760.76,0.05,0,USA,iHerb
2021-04-19,Multivitamin,Vitamin,158,44.5,7031.0,0.1,1,USA,Walmart
2021-04-19,Pre-Workout,Performance,149,15.03,2239.47,0.08,2,Canada,Amazon
2021-04-19,BCAA,Amino Acid,156,33.01,5149.56,0.05,1,UK,Walmart
2021-04-19,Creatine,Performance,139,23.98,3333.22,0.03,2,USA,iHerb
2021-04-19,Zinc,Mineral,128,42.24,5406.72,0.08,2,UK,iHerb
2021-04-19,Collagen Peptides,Protein,152,42.54,6466.08,0.03,1,USA,Walmart
2021-04-19,Magnesium,Mineral,148,40.2,5949.6,0.22,6,UK,Amazon
2021-04-19,Ashwagandha,Herbal,154,21.26,3274.04,0.06,1,UK,Walmart
2021-04-19,Melatonin,Sleep Aid,145,28.41,4119.45,0.09,1,Canada,iHerb
2021-04-19,Biotin,Vitamin,164,40.71,6676.44,0.08,3,USA,iHerb
2021-04-19,Green Tea Extract,Fat Burner,150,34.86,5229.0,0.17,0,Canada,Walmart
2021-04-19,Iron Supplement,Mineral,166,27.15,4506.9,0.03,1,UK,Amazon
2021-04-19,Electrolyte Powder,Hydration,150,43.93,6589.5,0.11,4,UK,Walmart
2021-04-26,Whey Protein,Protein,153,15.47,2366.91,0.1,1,USA,Amazon
2021-04-26,Vitamin C,Vitamin,152,13.92,2115.84,0.02,3,Canada,iHerb
2021-04-26,Fish Oil,Omega,139,37.14,5162.46,0.21,0,Canada,Walmart
2021-04-26,Multivitamin,Vitamin,134,57.32,7680.88,0.1,1,UK,iHerb
2021-04-26,Pre-Workout,Performance,154,51.85,7984.9,0.25,0,UK,Amazon
2021-04-26,BCAA,Amino Acid,133,51.03,6786.99,0.07,0,USA,Walmart
2021-04-26,Creatine,Performance,161,28.47,4583.67,0.13,2,Canada,Walmart
2021-04-26,Zinc,Mineral,158,40.63,6419.54,0.15,2,Canada,Amazon
2021-04-26,Collagen Peptides,Protein,155,14.23,2205.65,0.03,1,UK,Amazon
2021-04-26,Magnesium,Mineral,150,45.06,6759.0,0.2,1,Canada,iHerb
2021-04-26,Ashwagandha,Herbal,147,19.59,2879.73,0.02,2,UK,Walmart
2021-04-26,Melatonin,Sleep Aid,141,45.2,6373.2,0.24,1,UK,Amazon
2021-04-26,Biotin,Vitamin,156,41.53,6478.68,0.11,0,Canada,Walmart
2021-04-26,Green Tea Extract,Fat Burner,150,50.53,7579.5,0.18,2,Canada,Walmart
2021-04-26,Iron Supplement,Mineral,133,35.02,4657.66,0.22,3,UK,Walmart
2021-04-26,Electrolyte Powder,Hydration,151,47.32,7145.32,0.0,0,UK,iHerb
2021-05-03,Whey Protein,Protein,153,55.83,8541.99,0.18,2,UK,Amazon
2021-05-03,Vitamin C,Vitamin,146,16.01,2337.46,0.13,2,UK,Amazon
2021-05-03,Fish Oil,Omega,147,36.09,5305.23,0.02,0,USA,Walmart
2021-05-03,Multivitamin,Vitamin,164,54.74,8977.36,0.03,5,Canada,Amazon
2021-05-03,Pre-Workout,Performance,139,59.87,8321.93,0.07,2,USA,Walmart
2021-05-03,BCAA,Amino Acid,137,55.2,7562.4,0.08,2,UK,iHerb
2021-05-03,Creatine,Performance,138,26.82,3701.16,0.05,1,Canada,Walmart
2021-05-03,Zinc,Mineral,146,32.42,4733.32,0.08,2,USA,iHerb
2021-05-03,Collagen Peptides,Protein,165,17.86,2946.9,0.17,2,UK,Amazon
2021-05-03,Magnesium,Mineral,155,32.02,4963.1,0.23,2,USA,Walmart
2021-05-03,Ashwagandha,Herbal,150,26.28,3942.0,0.25,2,UK,Walmart
2021-05-03,Melatonin,Sleep Aid,120,41.17,4940.4,0.01,0,Canada,Amazon
2021-05-03,Biotin,Vitamin,148,31.91,4722.68,0.07,0,USA,Amazon
2021-05-03,Green Tea Extract,Fat Burner,157,20.01,3141.57,0.08,2,UK,Amazon
2021-05-03,Iron Supplement,Mineral,128,13.66,1748.48,0.2,2,USA,Amazon
2021-05-03,Electrolyte Powder,Hydration,160,43.47,6955.2,0.12,2,USA,Walmart
2021-05-10,Whey Protein,Protein,161,27.88,4488.68,0.07,2,USA,Walmart
2021-05-10,Vitamin C,Vitamin,157,27.12,4257.84,0.19,2,USA,iHerb
2021-05-10,Fish Oil,Omega,167,35.88,5991.96,0.14,2,UK,Amazon
2021-05-10,Multivitamin,Vitamin,184,12.67,2331.28,0.23,2,USA,iHerb
2021-05-10,Pre-Workout,Performance,154,14.68,2260.72,0.19,2,UK,Walmart
2021-05-10,BCAA,Amino Acid,143,51.89,7420.27,0.02,3,USA,iHerb
2021-05-10,Creatine,Performance,141,56.8,8008.8,0.17,1,UK,Amazon
2021-05-10,Zinc,Mineral,157,23.86,3746.02,0.25,2,Canada,Amazon
2021-05-10,Collagen Peptides,Protein,155,12.46,1931.3,0.01,2,Canada,Walmart
2021-05-10,Magnesium,Mineral,160,52.04,8326.4,0.01,1,Canada,Amazon
2021-05-10,Ashwagandha,Herbal,140,13.62,1906.8,0.24,0,UK,iHerb
2021-05-10,Melatonin,Sleep Aid,171,59.28,10136.88,0.14,4,Canada,iHerb
2021-05-10,Biotin,Vitamin,169,14.81,2502.89,0.11,4,USA,Walmart
2021-05-10,Green Tea Extract,Fat Burner,151,17.06,2576.06,0.0,3,Canada,iHerb
2021-05-10,Iron Supplement,Mineral,130,55.73,7244.9,0.05,2,Canada,Walmart
2021-05-10,Electrolyte Powder,Hydration,129,18.2,2347.8,0.18,1,UK,Amazon
2021-05-17,Whey Protein,Protein,149,18.56,2765.44,0.19,1,UK,Walmart
2021-05-17,Vitamin C,Vitamin,156,44.41,6927.96,0.03,1,Canada,Walmart
2021-05-17,Fish Oil,Omega,140,23.1,3234.0,0.22,3,UK,Walmart
2021-05-17,Multivitamin,Vitamin,138,14.39,1985.82,0.1,2,UK,Amazon
2021-05-17,Pre-Workout,Performance,156,24.13,3764.28,0.09,0,UK,iHerb
2021-05-17,BCAA,Amino Acid,158,45.44,7179.52,0.06,1,Canada,Walmart
2021-05-17,Creatine,Performance,144,27.05,3895.2,0.2,3,Canada,iHerb
2021-05-17,Zinc,Mineral,151,11.54,1742.54,0.22,0,UK,iHerb
2021-05-17,Collagen Peptides,Protein,176,27.1,4769.6,0.23,0,UK,Walmart
2021-05-17,Magnesium,Mineral,153,20.97,3208.41,0.11,2,UK,Walmart
2021-05-17,Ashwagandha,Herbal,158,56.84,8980.72,0.04,1,USA,Walmart
2021-05-17,Melatonin,Sleep Aid,141,16.15,2277.15,0.25,1,UK,iHerb
2021-05-17,Biotin,Vitamin,133,45.97,6114.01,0.21,0,Canada,Walmart
2021-05-17,Green Tea Extract,Fat Burner,124,31.58,3915.92,0.06,1,USA,Amazon
2021-05-17,Iron Supplement,Mineral,141,55.3,7797.3,0.14,1,USA,Amazon
2021-05-17,Electrolyte Powder,Hydration,146,46.38,6771.48,0.11,3,Canada,iHerb
2021-05-24,Whey Protein,Protein,176,38.03,6693.28,0.02,1,UK,Walmart
2021-05-24,Vitamin C,Vitamin,147,53.83,7913.01,0.04,1,USA,Amazon
2021-05-24,Fish Oil,Omega,154,29.15,4489.1,0.22,2,Canada,iHerb
2021-05-24,Multivitamin,Vitamin,148,33.23,4918.04,0.21,2,UK,Amazon
2021-05-24,Pre-Workout,Performance,163,15.92,2594.96,0.0,1,Canada,Walmart
2021-05-24,BCAA,Amino Acid,157,24.79,3892.03,0.12,1,USA,Amazon
2021-05-24,Creatine,Performance,147,16.82,2472.54,0.05,0,USA,Walmart
2021-05-24,Zinc,Mineral,138,41.36,5707.68,0.08,4,USA,iHerb
2021-05-24,Collagen Peptides,Protein,138,27.89,3848.82,0.0,3,USA,Amazon
2021-05-24,Magnesium,Mineral,168,37.18,6246.24,0.16,1,Canada,Walmart
2021-05-24,Ashwagandha,Herbal,155,12.7,1968.5,0.11,2,UK,iHerb
2021-05-24,Melatonin,Sleep Aid,167,51.13,8538.71,0.05,1,Canada,iHerb
2021-05-24,Biotin,Vitamin,143,17.52,2505.36,0.13,2,UK,iHerb
2021-05-24,Green Tea Extract,Fat Burner,148,52.44,7761.12,0.18,1,USA,iHerb
2021-05-24,Iron Supplement,Mineral,141,38.85,5477.85,0.06,1,Canada,Amazon
2021-05-24,Electrolyte Powder,Hydration,162,59.6,9655.2,0.03,3,UK,iHerb
2021-05-31,Whey Protein,Protein,146,54.03,7888.38,0.1,1,UK,iHerb
2021-05-31,Vitamin C,Vitamin,122,22.24,2713.28,0.17,0,Canada,iHerb
2021-05-31,Fish Oil,Omega,133,42.39,5637.87,0.18,0,USA,Walmart
2021-05-31,Multivitamin,Vitamin,129,23.03,2970.87,0.21,3,USA,Walmart
2021-05-31,Pre-Workout,Performance,160,51.09,8174.4,0.19,2,USA,Amazon
2021-05-31,BCAA,Amino Acid,144,16.09,2316.96,0.13,2,USA,iHerb
2021-05-31,Creatine,Performance,145,28.18,4086.1,0.16,3,USA,Amazon
2021-05-31,Zinc,Mineral,136,17.04,2317.44,0.16,2,UK,Walmart
2021-05-31,Collagen Peptides,Protein,173,57.51,9949.23,0.02,2,Canada,Amazon
2021-05-31,Magnesium,Mineral,151,51.58,7788.58,0.04,0,UK,Walmart
2021-05-31,Ashwagandha,Herbal,167,16.45,2747.15,0.12,2,UK,iHerb
2021-05-31,Melatonin,Sleep Aid,155,55.29,8569.95,0.13,0,UK,Amazon
2021-05-31,Biotin,Vitamin,171,46.59,7966.89,0.18,1,USA,Amazon
2021-05-31,Green Tea Extract,Fat Burner,139,20.99,2917.61,0.11,2,UK,iHerb
2021-05-31,Iron Supplement,Mineral,161,49.61,7987.21,0.21,2,Canada,iHerb
2021-05-31,Electrolyte Powder,Hydration,140,25.74,3603.6,0.03,1,USA,Amazon
2021-06-07,Whey Protein,Protein,139,55.42,7703.38,0.03,2,UK,iHerb
2021-06-07,Vitamin C,Vitamin,157,56.13,8812.41,0.14,1,UK,Walmart
2021-06-07,Fish Oil,Omega,160,44.68,7148.8,0.01,3,UK,iHerb
2021-06-07,Multivitamin,Vitamin,148,21.06,3116.88,0.17,2,UK,Walmart
2021-06-07,Pre-Workout,Performance,149,32.82,4890.18,0.22,1,Canada,Amazon
2021-06-07,BCAA,Amino Acid,164,30.53,5006.92,0.06,1,UK,Walmart
2021-06-07,Creatine,Performance,163,36.22,5903.86,0.2,1,USA,iHerb
2021-06-07,Zinc,Mineral,155,15.46,2396.3,0.2,0,UK,Amazon
2021-06-07,Collagen Peptides,Protein,141,27.32,3852.12,0.24,4,UK,Walmart
2021-06-07,Magnesium,Mineral,141,45.25,6380.25,0.11,0,UK,Walmart
2021-06-07,Ashwagandha,Herbal,158,53.51,8454.58,0.03,0,USA,iHerb
2021-06-07,Melatonin,Sleep Aid,157,29.88,4691.16,0.08,1,Canada,iHerb
2021-06-07,Biotin,Vitamin,149,41.59,6196.91,0.06,4,Canada,Walmart
2021-06-07,Green Tea Extract,Fat Burner,144,38.53,5548.32,0.11,1,UK,Walmart
2021-06-07,Iron Supplement,Mineral,159,51.66,8213.94,0.06,2,UK,iHerb
2021-06-07,Electrolyte Powder,Hydration,153,34.3,5247.9,0.08,0,UK,iHerb
2021-06-14,Whey Protein,Protein,139,44.15,6136.85,0.17,4,USA,Amazon
2021-06-14,Vitamin C,Vitamin,159,54.21,8619.39,0.22,1,Canada,iHerb
2021-06-14,Fish Oil,Omega,151,14.15,2136.65,0.05,1,Canada,iHerb
2021-06-14,Multivitamin,Vitamin,153,59.41,9089.73,0.1,0,USA,Amazon
2021-06-14,Pre-Workout,Performance,162,19.93,3228.66,0.12,2,UK,Walmart
2021-06-14,BCAA,Amino Acid,160,25.26,4041.6,0.24,2,UK,Walmart
2021-06-14,Creatine,Performance,147,46.56,6844.32,0.06,0,Canada,iHerb
2021-06-14,Zinc,Mineral,151,41.45,6258.95,0.03,2,USA,iHerb
2021-06-14,Collagen Peptides,Protein,142,16.35,2321.7,0.23,3,USA,Walmart
2021-06-14,Magnesium,Mineral,140,40.43,5660.2,0.24,1,UK,Walmart
2021-06-14,Ashwagandha,Herbal,157,29.81,4680.17,0.24,2,Canada,Walmart
2021-06-14,Melatonin,Sleep Aid,142,45.18,6415.56,0.16,1,UK,Walmart
2021-06-14,Biotin,Vitamin,178,25.19,4483.82,0.23,1,USA,iHerb
2021-06-14,Green Tea Extract,Fat Burner,141,51.19,7217.79,0.03,3,UK,Amazon
2021-06-14,Iron Supplement,Mineral,161,45.6,7341.6,0.1,1,Canada,iHerb
2021-06-14,Electrolyte Powder,Hydration,134,34.05,4562.7,0.09,1,USA,Amazon
2021-06-21,Whey Protein,Protein,123,31.81,3912.63,0.05,2,Canada,Walmart
2021-06-21,Vitamin C,Vitamin,162,24.92,4037.04,0.16,1,UK,Walmart
2021-06-21,Fish Oil,Omega,140,12.02,1682.8,0.02,0,Canada,Amazon
2021-06-21,Multivitamin,Vitamin,136,59.79,8131.44,0.07,0,USA,Walmart
2021-06-21,Pre-Workout,Performance,151,53.67,8104.17,0.1,1,UK,Amazon
2021-06-21,BCAA,Amino Acid,139,25.83,3590.37,0.17,1,UK,Walmart
2021-06-21,Creatine,Performance,153,19.56,2992.68,0.1,4,USA,iHerb
2021-06-21,Zinc,Mineral,146,22.75,3321.5,0.03,0,Canada,Amazon
2021-06-21,Collagen Peptides,Protein,143,18.7,2674.1,0.19,0,Canada,Amazon
2021-06-21,Magnesium,Mineral,152,35.33,5370.16,0.14,1,Canada,Walmart
2021-06-21,Ashwagandha,Herbal,142,53.56,7605.52,0.05,0,UK,Amazon
2021-06-21,Melatonin,Sleep Aid,168,37.57,6311.76,0.09,0,USA,iHerb
2021-06-21,Biotin,Vitamin,153,20.15,3082.95,0.11,2,USA,Amazon
2021-06-21,Green Tea Extract,Fat Burner,153,37.4,5722.2,0.18,2,UK,iHerb
2021-06-21,Iron Supplement,Mineral,155,45.51,7054.05,0.17,0,UK,Walmart
2021-06-21,Electrolyte Powder,Hydration,147,43.47,6390.09,0.05,2,USA,iHerb
2021-06-28,Whey Protein,Protein,170,56.07,9531.9,0.24,0,UK,Walmart
2021-06-28,Vitamin C,Vitamin,154,52.99,8160.46,0.06,5,UK,Amazon
2021-06-28,Fish Oil,Omega,154,14.28,2199.12,0.05,2,USA,Walmart
2021-06-28,Multivitamin,Vitamin,145,44.8,6496.0,0.09,0,UK,Walmart
2021-06-28,Pre-Workout,Performance,127,36.03,4575.81,0.19,1,USA,Amazon
2021-06-28,BCAA,Amino Acid,147,11.32,1664.04,0.08,4,UK,iHerb
2021-06-28,Creatine,Performance,166,39.39,6538.74,0.21,1,USA,Walmart
2021-06-28,Zinc,Mineral,150,44.66,6699.0,0.02,0,Canada,iHerb
2021-06-28,Collagen Peptides,Protein,160,40.88,6540.8,0.16,0,USA,Walmart
2021-06-28,Magnesium,Mineral,163,22.95,3740.85,0.18,1,Canada,iHerb
2021-06-28,Ashwagandha,Herbal,119,18.93,2252.67,0.08,1,USA,Walmart
2021-06-28,Melatonin,Sleep Aid,150,23.53,3529.5,0.01,2,USA,Walmart
2021-06-28,Biotin,Vitamin,146,53.35,7789.1,0.19,3,USA,Amazon
2021-06-28,Green Tea Extract,Fat Burner,150,44.81,6721.5,0.05,1,Canada,iHerb
2021-06-28,Iron Supplement,Mineral,134,53.21,7130.14,0.12,2,Canada,iHerb
2021-06-28,Electrolyte Powder,Hydration,154,31.59,4864.86,0.2,1,Canada,Walmart
2021-07-05,Whey Protein,Protein,175,33.13,5797.75,0.2,3,UK,iHerb
2021-07-05,Vitamin C,Vitamin,152,33.39,5075.28,0.24,2,Canada,Walmart
2021-07-05,Fish Oil,Omega,162,33.39,5409.18,0.16,3,UK,Amazon
2021-07-05,Multivitamin,Vitamin,152,25.86,3930.72,0.07,1,USA,Amazon
2021-07-05,Pre-Workout,Performance,123,50.63,6227.49,0.03,0,UK,Amazon
2021-07-05,BCAA,Amino Acid,148,48.18,7130.64,0.11,2,USA,Amazon
2021-07-05,Creatine,Performance,154,17.82,2744.28,0.11,1,Canada,iHerb
2021-07-05,Zinc,Mineral,159,29.41,4676.19,0.04,1,UK,iHerb
