Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
23/07/2010,0.0,-27.35,-26.4,28.4,27,-33862.752,2
24/07/2010,0.0,-27.43,-26.45,26.4,25.7,-33992.352,2
25/07/2010,0.0,-26.92,-26.31,23.4,22.8,-26440.992,2
26/07/2010,0.0,-27.06,-26.29,21.5,21.1,-28405.728,2
27/07/2010,0.0,-26.99,-26.29,19.5,18.5,-26954.208,2
28/07/2010,0.0,-27.12,-26.29,22.5,21.7,-27724.032,2
29/07/2010,0.0,-26.95,-26.3,24,22.7,-27012.96,2
30/07/2010,0.0,-26.89,-26.22,18.1,17.6,-29041.632,2
31/07/2010,0.0,-26.94,-26.2,20.6,20.3,-28708.128,2
01/08/2010,0.0,-26.59,-26.11,23.2,22.8,-25578.72,2
02/08/2010,0.0,-26.93,-26.17,25.6,24.4,-29800.224,2
03/08/2010,0.0,-27.21,-26.27,24.3,23.2,-34435.584,2
04/08/2010,0.0,-27.11,-26.27,24.4,23.7,-32088.096,2
05/08/2010,2.0,-27.3,-26.34,22.1,21.1,-33214.752,2
06/08/2010,0.0,-27.07,-26.31,19.2,18.7,-30056.832,2
07/08/2010,0.0,-27.03,-26.31,21.4,20.7,-31895.424,2
08/08/2010,0.0,-26.88,-26.29,23.5,22.5,-29852.064,2
09/08/2010,0.0,-27.2,-26.34,24.3,22.8,-32876.064,2
10/08/2010,0.0,-27.42,-26.47,25.1,24.1,-34857.216,2
11/08/2010,0.0,-27.29,-26.47,26.1,25,-30972.672,2
12/08/2010,0.0,-27.36,-26.49,25.4,23.9,-31934.304,2
13/08/2010,0.0,-27.3,-26.48,21.8,21.1,-29772.576,2
14/08/2010,13.7,-26.8,-26.24,20.1,19.5,-24511.68,2
15/08/2010,1.7,-26.79,-26.18,23.2,22.3,-25590.816,2
16/08/2010,0.0,-26.92,-26.24,21.7,20.5,-29272.32,2
17/08/2010,0.0,-27.1,-26.3,21.8,20.5,-31472.928,2
18/08/2010,0.0,-27.13,-26.3,23,21.8,-32511.456,2
19/08/2010,0.0,-27.16,-26.35,24.6,23.3,-33043.68,2
20/08/2010,0.0,-27.23,-26.42,26.3,25.7,-34059.744,2
21/08/2010,0.0,-27.22,-26.42,26.2,25.7,-32916.672,2
22/08/2010,0.0,-27.17,-26.38,26.8,26.4,-31469.472,2
23/08/2010,0.0,-27.16,-26.36,26.4,25.7,-32808.672,2
24/08/2010,0.0,-27.27,-26.43,26.5,25.2,-33117.12,2
25/08/2010,0.0,-27.28,-26.46,26.7,25.5,-32967.648,2
26/08/2010,0.0,-27.17,-26.45,26.8,25.6,-31346.784,2
27/08/2010,0.0,-27.24,-26.47,26.8,25.5,-31579.2,2
28/08/2010,0.0,-27.26,-26.45,26.6,25.9,-31677.696,2
29/08/2010,0.0,-27.03,-26.39,23,22.7,-27076.032,2
30/08/2010,0.0,-26.99,-26.32,19.2,18.8,-26892.864,2
31/08/2010,0.0,-26.85,-26.27,17.9,17.7,-26795.232,2
01/09/2010,0.0,-27.14,-26.38,19,18.3,-30089.664,2
02/09/2010,0.0,-27.23,-26.44,20.7,20.1,-31979.232,2
03/09/2010,0.0,-27.34,-26.49,20.7,20.5,-33538.752,2
04/09/2010,0.0,-27.37,-26.53,21.9,21.2,-33483.456,2
05/09/2010,0.0,-27.14,-26.48,21.7,20.9,-29690.496,2
06/09/2010,0.0,-27.11,-26.41,19.9,18.9,-28638.144,2
07/09/2010,0.0,-27.25,-26.44,21.8,20.9,-31135.104,2
08/09/2010,0.0,-27.21,-26.42,21.1,20.3,-30061.152,2
09/09/2010,13.3,-27.19,-26.43,20.6,19.9,-29982.528,2
10/09/2010,0.0,-27.23,-26.45,17.4,17.4,-30547.584,2
11/09/2010,0.0,-27.26,-26.43,19.9,19.5,-31548.096,2
12/09/2010,0.0,-27.27,-26.46,19.3,19.3,-32475.168,2
13/09/2010,0.0,-27.15,-26.44,18.5,18.3,-30951.072,2.2
14/09/2010,0.8,-27.01,-26.35,19.6,19.8,-27964.224,2.1
15/09/2010,0.0,-27.05,-26.38,19.5,19,-29839.104,2
16/09/2010,0.0,-27.1,-26.39,20.6,19.6,-30348.864,2
17/09/2010,0.0,-27.21,-26.45,21.7,21.4,-32432.832,2.1
18/09/2010,0.1,-27.21,-26.46,22.6,22.4,-32113.152,2.1
19/09/2010,0.0,-27,-26.37,18.9,18.3,-27957.312,2.1
20/09/2010,0.0,-26.96,-26.36,17.4,16.9,-27066.528,2.1
21/09/2010,0.0,-27.03,-26.38,16,15.5,-28990.656,2
22/09/2010,0.0,-26.99,-26.37,18.2,18.6,-29793.312,2
23/09/2010,0.0,-27.05,-26.38,18.1,18.1,-31753.728,2
24/09/2010,0.0,-27,-26.32,17.4,16.9,-30311.712,2.1
25/09/2010,0.0,-26.94,-26.26,16,15.6,-30688.416,2.1
26/09/2010,0.3,-26.86,-26.25,15.5,15.1,-28810.08,2
27/09/2010,0.0,-27.06,-26.36,15.7,15,-30341.088,2.1
28/09/2010,0.0,-27.24,-26.48,14.7,14.4,-31285.44,2.1
29/09/2010,0.0,-27.19,-26.51,14.5,14.7,-31259.52,2
30/09/2010,0.0,-27.13,-26.45,15,14.9,-31089.312,2
01/10/2010,1.1,-27.09,-26.42,15.7,15.2,-30849.12,2
02/10/2010,0.0,-27.13,-26.46,15.9,15.7,-32304.096,2
03/10/2010,0.0,-27.13,-26.45,17.2,16.9,-32042.304,2
04/10/2010,0.0,-27.13,-26.43,16.5,16.1,-31965.408,2.1
05/10/2010,8.9,-27.08,-26.38,17.2,16.8,-30345.408,2.1
06/10/2010,0.0,-27.04,-26.4,17.3,17.6,-30889.728,2.1
07/10/2010,0.0,-27.1,-26.44,17.3,17.5,-31081.536,2.2
08/10/2010,0.0,-27.11,-26.44,16.3,17.3,-30754.944,2.3
09/10/2010,0.0,-27.13,-26.45,14.1,15.3,-32496.768,2.3
10/10/2010,0.0,-27.04,-26.35,13.2,14.1,-30379.968,2.3
11/10/2010,0.0,-27.05,-26.34,13.9,14.9,-29392.416,2.2
12/10/2010,0.0,-27.04,-26.36,14.6,15.4,-30583.008,2
13/10/2010,0.0,-26.96,-26.32,14.5,14.4,-29110.752,2
14/10/2010,0.0,-27.03,-26.32,14.2,14.3,-29235.168,2
15/10/2010,0.0,-27.01,-26.31,13.6,13.7,-29886.624,2
16/10/2010,0.0,-27.07,-26.33,13.6,13.4,-31603.392,2
17/10/2010,0.0,-26.95,-26.31,13.5,13,-28698.624,2.1
18/10/2010,0.0,-27.03,-26.32,11.3,11.3,-30303.072,2
19/10/2010,0.0,-27.05,-26.33,12.6,12.6,-30831.84,2
20/10/2010,0.0,-27.03,-26.36,9.9,9.8,-29595.456,2
21/10/2010,0.0,-27.05,-26.4,9.6,10.2,-29717.28,2
22/10/2010,0.0,-27.13,-26.46,10.7,10.9,-31372.704,2
23/10/2010,0.0,-27.21,-26.5,12.9,12.7,-34405.344,2
24/10/2010,0.0,-27.31,-26.53,15.1,14.2,-35950.176,2.1
25/10/2010,0.0,-27.05,-26.37,13.2,12.8,-30131.136,2.1
26/10/2010,0.0,-27.08,-26.43,10,9.9,-28804.896,2.1
27/10/2010,0.0,-27.26,-26.51,9.6,9.4,-31369.248,2.1
28/10/2010,0.0,-27.14,-26.47,8.8,8.3,-29866.752,2.1
29/10/2010,0.0,-27.13,-26.46,8.1,7.6,-30988.224,2.1
30/10/2010,0.0,-27.17,-26.45,9.2,9.1,-31577.472,2.1
31/10/2010,0.0,-26.96,-26.34,14.3,14.1,-28234.656,2.1
01/11/2010,17.4,-26.82,-26.28,16.1,16.2,-27807.84,2.1
02/11/2010,0.0,-26.85,-26.28,13.6,13.8,-28564.704,2.1
03/11/2010,0.0,-27.09,-26.4,12.9,13.7,-29848.608,2.1
04/11/2010,0.0,-27.17,-26.49,12.3,13.6,-29685.312,2.1
05/11/2010,0.0,-27.16,-26.5,10.3,10.1,-29854.656,2.1
06/11/2010,0.0,-27.04,-26.38,9.8,9.7,-29691.36,2.1
07/11/2010,0.0,-26.9,-26.26,14,13.2,-29109.024,2.2
08/11/2010,0.0,-26.71,-26.14,11.3,11.2,-26610.336,2.2
09/11/2010,25.3,-26.83,-26.14,11.1,10.8,-29373.408,2.2
10/11/2010,0.0,-26.96,-26.27,12.3,11.8,-29467.584,2.3
11/11/2010,0.0,-27.11,-26.42,10.8,10.7,-30147.552,2.3
12/11/2010,0.1,-26.78,-26.35,8.7,8.7,-29397.6,2.3
13/11/2010,0.0,-26.8,-26.35,12.6,12.6,-30755.808,2.4
14/11/2010,0.0,-26.81,-26.38,12.2,11.9,-29850.336,2.5
15/11/2010,0.0,-26.76,-26.32,13.4,13,-27630.72,2.3
16/11/2010,0.0,-26.87,-26.3,12.2,12.1,-28092.96,2.3
17/11/2010,0.0,-27.03,-26.32,8.6,8.8,-28931.04,2.3
18/11/2010,8.0,-27.09,-26.38,7.3,7.1,-30049.056,2.3
19/11/2010,0.0,-27.09,-26.41,9.9,10.1,-28932.768,2.3
20/11/2010,0.0,-27.12,-26.43,9.8,9.8,-31402.944,2.3
21/11/2010,30.0,-26.77,-26.27,9.7,9.6,-27476.928,2.5
22/11/2010,0.0,-26.96,-26.26,10.7,10.2,-28959.552,2.9
23/11/2010,0.0,-27,-26.29,8.1,7.9,-29817.504,3.2
24/11/2010,0.0,-26.92,-26.33,6.7,6.7,-28704.672,3.1
25/11/2010,0.0,-26.88,-26.32,5.1,4.9,-27649.728,2.8
26/11/2010,7.2,-26.84,-26.25,5.2,4.9,-28281.312,2.7
27/11/2010,0.0,-27.04,-26.35,4.1,4.2,-30666.816,2.7
28/11/2010,0.0,-26.9,-26.22,4,4.4,-22046.688,3.1
29/11/2010,0.0,-27,-26.31,7.8,7.2,-29669.76,3.6
30/11/2010,0.0,-27.04,-26.33,5.6,5.7,-29575.584,3.9
01/12/2010,23.4,-27.01,-26.26,10.3,10.2,-33183.648,3.9
02/12/2010,0.0,-27.12,-26.37,9.4,9.4,-33795.36,3.7
03/12/2010,9.1,-27.27,-26.41,5.4,5,-35647.776,3.7
04/12/2010,0.0,-27.2,-26.42,4.7,4.7,-34488.288,3.3
05/12/2010,0.0,-27.04,-26.3,2.3,2.1,-30179.52,3
06/12/2010,0.0,-26.93,-26.16,11.3,11,-29930.688,2.8
07/12/2010,0.0,-26.9,-26.08,14.5,14.3,-30852.576,2.8
08/12/2010,0.0,-26.89,-26.04,14.9,14,-31396.032,2.7
09/12/2010,0.0,-26.66,-25.92,13.4,13.1,-29807.136,2.4
10/12/2010,0.0,-26.75,-25.97,6.1,6.2,-29709.504,2.3
11/12/2010,0.0,-26.71,-25.94,2.3,2,-31220.64,2.4
12/12/2010,0.0,-26.44,-25.68,6,5.9,-29291.328,2.4
13/12/2010,0.0,-26.52,-25.76,5.1,5.5,-30348,2.3
14/12/2010,0.0,-26.36,-25.72,1,0.9,-28461.888,2.1
15/12/2010,0.0,-26.32,-25.65,1,1,-29501.28,2.6
16/12/2010,0.0,-26.4,-25.62,-1.4,-1.5,-31635.36,2.6
17/12/2010,0.0,-26.31,-25.54,-2.1,-2.3,-31293.216,2.4
18/12/2010,7.3,-26.3,-25.49,2.2,2.1,-32840.64,2.7
19/12/2010,0.0,-26.17,-25.48,-0.1,0.3,-28566.432,2.7
20/12/2010,0.0,-25.93,-25.34,4.1,4.1,-27582.336,2.5
21/12/2010,0.0,-26.06,-25.32,9.2,9.3,-29841.696,2.5
22/12/2010,0.0,-25.9,-25.26,12,11.1,-29493.504,2.7
23/12/2010,0.0,-25.89,-25.14,13.9,13.6,-29698.272,2.7
24/12/2010,0.0,-25.87,-25.08,10.3,10,-29586.816,2.7
25/12/2010,0.0,-25.45,-25.01,7.5,7.2,-25193.376,2.8
26/12/2010,0.0,-25.38,-24.96,5.7,5.6,-24894.432,2.8
27/12/2010,0.0,-25.62,-25.03,3,2.5,-27683.424,2.8
28/12/2010,0.0,-25.64,-24.99,0.9,1.4,-27668.736,2.8
29/12/2010,0.0,-25.5,-24.97,0.8,1.3,-27401.76,2.8
30/12/2010,0.0,-25.44,-24.86,4.3,4.3,-27473.472,2.6
31/12/2010,0.0,-25.6,-24.86,4.1,4.3,-29916.864,2.5
01/01/2011,0.0,-25.56,-24.82,5.6,5.5,-28958.688,2.5
02/01/2011,0.0,-25.24,-24.64,6.3,6.2,-26367.552,2.4
03/01/2011,0.0,-25.48,-24.71,5.1,4.9,-29775.168,2.3
04/01/2011,0.0,-25.35,-24.66,0.1,0.9,-27673.92,2.3
05/01/2011,0.3,-25.29,-24.6,2.1,2.1,-27760.32,2.4
06/01/2011,0.0,-25.24,-24.56,6.5,6.8,-27187.488,2.6
07/01/2011,0.0,-25.19,-24.53,11.4,11.6,-29020.032,2.4
08/01/2011,0.0,-25.31,-24.53,9.1,9,-29743.2,2.4
09/01/2011,0.0,-25.22,-24.47,4.8,5.2,-28448.064,2.6
10/01/2011,0.5,-25.08,-24.38,7,7.1,-27772.416,2.3
11/01/2011,0.9,-24.98,-24.3,8,7.8,-27477.792,2.4
12/01/2011,0.0,-25.14,-24.32,4.5,5.3,-28899.936,2.3
13/01/2011,0.0,-24.92,-24.27,3.7,3.9,-27804.384,2.3
14/01/2011,0.0,-24.87,-24.26,3.6,4.1,-27967.68,2.3
15/01/2011,0.0,-25.09,-24.27,8,8.3,-29808,2.3
16/01/2011,0.0,-25.02,-24.27,4,4.7,-28378.08,2.3
17/01/2011,0.0,-24.79,-24.19,4.1,4.3,-26835.84,2.3
18/01/2011,0.0,-24.86,-24.14,4,3.7,-26974.944,2.3
19/01/2011,0.1,-24.8,-24.06,6,5.8,-27190.944,2.3
20/01/2011,17.2,-24.7,-23.98,4.5,4.4,-26435.808,2.4
21/01/2011,0.0,-24.78,-23.98,3.7,3.3,-27414.72,2.5
22/01/2011,0.0,-24.78,-23.96,3.9,3.5,-29806.272,2.4
23/01/2011,0.0,-24.59,-23.92,2.5,2,-26606.016,2.4
24/01/2011,0.0,-24.71,-23.95,1,1.1,-27803.52,2.4
25/01/2011,0.0,-24.62,-23.89,1.1,1,-27975.456,2.3
26/01/2011,0.0,-24.55,-23.8,4.6,4.1,-27575.424,2.2
27/01/2011,0.0,-24.63,-23.82,5.9,6.1,-28459.296,2.3
28/01/2011,0.0,-24.69,-23.85,7.8,7.1,-27580.608,2.5
29/01/2011,0.0,-24.71,-23.9,5.5,5.1,-28166.4,2.4
30/01/2011,5.9,-24.57,-23.84,5,5.3,-26755.488,2.4
31/01/2011,0.0,-24.36,-23.79,4.1,4.2,-25154.496,2.5
01/02/2011,0.0,-24.49,-23.77,4.4,6.6,-26838.432,2.4
02/02/2011,0.0,-24.41,-23.72,4.5,6.5,-27780.192,2.4
03/02/2011,0.0,-24.41,-23.7,6.2,6.3,-27304.992,2.4
04/02/2011,0.0,-24.51,-23.75,8.2,7.6,-27851.04,2.4
05/02/2011,0.0,-24.47,-23.73,4.7,4.6,-28121.472,2.3
06/02/2011,0.0,-24.27,-23.67,4.4,4.4,-26226.72,2.3
07/02/2011,0.0,-24.3,-23.62,4.7,4.9,-26167.968,2.2
08/02/2011,0.0,-24.31,-23.59,5.2,4.9,-25812,2.4
09/02/2011,0.0,-24.15,-23.53,2.4,2.3,-25933.824,2.3
10/02/2011,0.0,-24.18,-23.53,2.6,2.1,-25098.336,2.3
11/02/2011,0.0,-24.21,-23.5,5.4,5,-25890.624,2.3
12/02/2011,0.0,-24.11,-23.45,7.6,7.2,-27174.528,2.3
13/02/2011,0.0,-24.07,-23.4,7.5,7.1,-25221.024,2.3
14/02/2011,0.0,-24.07,-23.38,6.4,6,-26765.856,2.3
15/02/2011,0.0,-24.09,-23.34,7.7,7.8,-26916.192,2.3
16/02/2011,8.4,-23.9,-23.25,8.4,7.8,-25251.264,2.3
17/02/2011,0.0,-24.05,-23.3,8.8,8.2,-26105.76,2.4
18/02/2011,0.0,-23.99,-23.29,8,7.9,-26798.688,2.4
19/02/2011,0.0,-24.18,-23.38,8.3,8.4,-29152.224,2.3
20/02/2011,10.1,-24.1,-23.35,6.6,6.2,-25587.36,2.3
21/02/2011,0.0,-23.84,-23.24,6,5.6,-24712.992,2.5
22/02/2011,0.0,-23.97,-23.25,4.8,5,-26079.84,2.3
23/02/2011,0.0,-24.05,-23.3,3.7,3.5,-26104.032,2.3
24/02/2011,0.0,-24.01,-23.31,2.8,2.9,-26354.592,2.4
25/02/2011,0.0,-24.03,-23.32,4.1,4,-27532.224,2.3
26/02/2011,0.0,-24.07,-23.28,3.2,3.3,-28378.944,2.4
27/02/2011,0.0,-23.95,-23.2,2.2,2.1,-25373.088,2.4
28/02/2011,0.2,-23.87,-23.18,6.1,6.6,-27232.416,2.4
01/03/2011,0.0,-23.89,-23.19,7.3,6.9,-25581.312,2.4
02/03/2011,0.0,-23.89,-23.21,5.2,4.6,-26464.32,2.7
03/03/2011,0.0,-23.97,-23.23,7.6,7,-26713.152,2.7
04/03/2011,0.0,-24.11,-23.26,5.9,6.2,-27731.808,2.7
05/03/2011,4.7,-24.06,-23.22,6,5.7,-29690.496,2.6
06/03/2011,0.0,-24.09,-23.24,7.9,7.7,-28866.24,2.6
07/03/2011,0.0,-24.14,-23.33,4.8,4.7,-28577.664,2.3
08/03/2011,0.0,-24.13,-23.36,3.3,3,-28226.016,2.5
09/03/2011,0.0,-24.06,-23.27,2.7,2.4,-28563.84,2.5
10/03/2011,0.0,-24.11,-23.28,4.4,3.7,-28982.88,2.4
11/03/2011,0.0,-24.09,-23.28,6.4,5.6,-29042.496,2.4
12/03/2011,0.0,-24.11,-23.28,7,6.3,-30348.864,2.4
13/03/2011,0.0,-24.03,-23.2,8.3,8.1,-27560.736,2.4
14/03/2011,0.3,-23.96,-23.2,14.2,13.9,-26625.024,2.4
15/03/2011,0.0,-23.93,-23.2,14.4,14.4,-28100.736,2.4
16/03/2011,32.1,-23.95,-23.15,12,11.7,-30709.152,2.6
17/03/2011,0.0,-23.92,-23.18,10.4,9.9,-28430.784,2.8
18/03/2011,0.0,-23.86,-23.2,11.1,10.5,-28263.168,2.8
19/03/2011,0.0,-24.02,-23.28,10.8,10.8,-30462.048,2.7
20/03/2011,0.1,-23.9,-23.26,7.1,7.1,-27335.232,2.6
21/03/2011,0.0,-23.9,-23.24,6.6,6.5,-28293.408,2.5
22/03/2011,0.0,-23.92,-23.28,8.9,8.4,-28413.504,2.5
23/03/2011,0.0,-23.82,-23.26,11.3,10.8,-28067.904,2.5
24/03/2011,0.0,-23.99,-23.28,11.6,11.4,-28994.112,2.5
25/03/2011,0.0,-23.96,-23.23,10.6,10.3,-29394.144,2.4
26/03/2011,0.0,-23.87,-23.18,11.8,11.3,-29109.024,2.5
27/03/2011,0.0,-23.82,-23.16,11.2,10.5,-28211.328,2.4
28/03/2011,14.5,-23.54,-23.05,11.4,11.1,-24828.768,2.5
29/03/2011,0.0,-23.67,-23.06,10.8,10.5,-26783.136,2.6
30/03/2011,0.0,-23.82,-23.14,11,10.9,-28168.128,2.4
31/03/2011,0.0,-23.86,-23.16,12.1,11.8,-28601.856,2.4
01/04/2011,0.0,-23.9,-23.18,13.2,12.9,-28645.056,2.4
02/04/2011,0.0,-23.96,-23.19,15.4,14.9,-29773.44,2.4
03/04/2011,0.0,-23.87,-23.15,15.9,15.2,-28059.264,2.4
04/04/2011,0.0,-23.9,-23.16,16.2,15.2,-28353.024,2.4
05/04/2011,0.0,-23.82,-23.19,13.4,13.4,-28404,2.3
06/04/2011,0.0,-23.78,-23.19,16,15.2,-29351.808,2.1
07/04/2011,0.0,-23.77,-23.2,17.8,16.9,-29705.184,2
08/04/2011,0.0,-23.75,-23.16,17.4,15.9,-30732.48,2
09/04/2011,0.0,-23.75,-23.16,18.1,17,-30824.064,2
10/04/2011,0.0,-23.68,-23.15,17.8,17.5,-27570.24,2.1
11/04/2011,0.0,-23.66,-23.13,16,16.1,-26954.208,2
12/04/2011,0.0,-23.78,-23.11,16,15.3,-28009.152,2
13/04/2011,0.0,-23.75,-23.1,11.1,10.6,-27333.504,2.1
14/04/2011,5.2,-23.86,-23.14,8.2,7.7,-28489.536,2.1
15/04/2011,0.0,-23.8,-23.07,10.1,10.1,-27662.688,2.1
16/04/2011,0.0,-23.88,-23.12,11.1,10.6,-30933.792,2.1
17/04/2011,0.0,-23.78,-23.13,12.2,11.6,-28012.608,2.1
18/04/2011,0.0,-23.83,-23.13,11.8,12.3,-29924.64,2.2
19/04/2011,0.0,-23.89,-23.16,12.8,12.7,-31959.36,2.2
20/04/2011,0.0,-23.85,-23.19,14.1,13.6,-31262.112,2.2
21/04/2011,0.0,-23.99,-23.26,15.2,14.3,-31243.968,2.2
22/04/2011,0.0,-23.88,-23.18,15.6,15,-30381.696,2.2
23/04/2011,0.0,-23.89,-23.22,14.4,14,-29653.344,2
24/04/2011,0.6,-23.4,-23.08,16,15.9,-23283.072,2
25/04/2011,0.0,-23.35,-22.95,14.6,15,-23828.256,2
26/04/2011,0.0,-23.51,-22.94,14.5,14.5,-27139.968,2.2
27/04/2011,0.0,-23.65,-23.02,15.2,14.8,-29260.224,2.2
28/04/2011,0.0,-23.72,-23.05,13.9,13.6,-29072.736,2
29/04/2011,0.0,-23.7,-23.07,13.2,12.8,-28757.376,2.2
30/04/2011,0.0,-23.48,-22.96,14.6,14.2,-26269.92,2.4
01/05/2011,0.0,-23.5,-22.96,16.6,16,-26502.336,2.2
02/05/2011,0.0,-23.6,-23,15.5,15,-28351.296,2
03/05/2011,0.0,-23.53,-22.96,17.3,16.8,-26939.52,2
04/05/2011,0.0,-23.78,-23.08,14.3,13.4,-28840.32,2
05/05/2011,0.0,-23.84,-23.17,14,12.9,-29166.912,2
06/05/2011,0.0,-23.87,-23.21,14.2,13.8,-29988.576,2
07/05/2011,0.0,-24.01,-23.29,16.8,16,-33290.784,2
08/05/2011,0.0,-23.77,-23.23,17.5,16.6,-29727.648,2
09/05/2011,0.0,-23.91,-23.25,14.7,14.5,-28951.776,2
10/05/2011,0.0,-23.96,-23.29,17.5,17.1,-31477.248,2
11/05/2011,0.0,-24.04,-23.34,17.9,17.1,-31568.832,2
12/05/2011,0.0,-24.08,-23.36,19.6,18.4,-33018.624,2
13/05/2011,0.0,-24.12,-23.43,20.8,19.2,-32984.928,2
14/05/2011,0.0,-24.2,-23.47,20,18.9,-33477.408,2.1
15/05/2011,0.0,-24.07,-23.4,14.3,13.7,-29056.32,2.4
16/05/2011,1.0,-23.68,-23.25,13.7,13.1,-26257.824,2.2
17/05/2011,0.0,-23.85,-23.3,13.9,13.5,-28012.608,2
18/05/2011,0.0,-23.9,-23.26,16.2,15.8,-28312.416,2
19/05/2011,0.0,-23.91,-23.31,18.3,17.6,-32511.456,2
20/05/2011,0.0,-23.84,-23.34,19.3,18,-30986.496,2
21/05/2011,0.0,-23.81,-23.3,19,18.6,-29997.216,2
22/05/2011,0.0,-23.76,-23.3,20.1,19.3,-28714.176,2
23/05/2011,0.0,-23.94,-23.36,20.9,20.1,-31453.92,2
24/05/2011,0.0,-24.07,-23.35,22.2,21.6,-33283.872,2
25/05/2011,0.0,-24.29,-23.47,22.5,22,-35090.496,2
26/05/2011,0.0,-24.23,-23.48,23.6,23,-33277.824,2
27/05/2011,0.0,-24.06,-23.41,23.1,21.9,-31238.784,2
28/05/2011,10.0,-23.93,-23.34,20.6,20.4,-28546.56,2
29/05/2011,0.0,-23.89,-23.33,18.7,18.4,-26748.576,2
30/05/2011,0.0,-23.9,-23.31,20.9,20.4,-28440.288,2
31/05/2011,0.0,-24.07,-23.4,21.5,20.1,-30044.736,2
01/06/2011,0.0,-23.94,-23.33,19.8,19.4,-26031.456,2
02/06/2011,0.0,-23.74,-23.25,20.5,20.6,-24096.96,2
03/06/2011,0.0,-23.88,-23.29,21.4,21.7,-26683.776,2
04/06/2011,0.0,-23.76,-23.27,19.7,19.6,-25780.032,2
05/06/2011,5.0,-23.68,-23.18,18.3,18,-24639.552,2
06/06/2011,0.0,-23.7,-23.18,21.8,21.1,-27180.576,2
07/06/2011,3.4,-23.66,-23.18,20.8,20.3,-26784.864,2
08/06/2011,0.0,-23.67,-23.2,19.2,18.9,-26413.344,2
09/06/2011,0.2,-23.82,-23.24,19.2,18.7,0,2
10/06/2011,0.0,-23.84,-23.28,19.1,17.9,0,2
11/06/2011,5.8,-23.87,-23.34,18.7,17.9,-30390.336,2
12/06/2011,0.0,-23.71,-23.27,19.7,19.1,-26593.056,2
13/06/2011,0.0,-23.68,-23.23,20.6,19.8,-26240.544,2
14/06/2011,0.1,-23.84,-23.3,20.3,19.8,-29202.336,2
15/06/2011,0.0,-24.08,-23.39,21.6,21.2,-23556.096,2
16/06/2011,0.0,-24.25,-23.5,23.2,22.5,-31351.968,2
17/06/2011,0.0,-24.26,-23.58,23.7,22.7,-33033.312,2
18/06/2011,0.0,-24.15,-23.55,24.4,23.3,-32512.32,2
19/06/2011,0.0,-24.11,-23.56,23.5,22.7,-29343.168,2
20/06/2011,0.0,-24.19,-23.61,22.5,21.4,-31178.304,2
21/06/2011,0.0,-24.31,-23.75,24.8,23.4,-32614.272,2
22/06/2011,0.0,-24.35,-23.79,25.7,24.2,-31968.864,2
23/06/2011,0.0,-24.68,-23.93,25.5,24.1,-35717.76,2
24/06/2011,0.0,-24.69,-23.95,25.2,23.9,-32231.52,2
25/06/2011,0.0,-24.77,-24,23.5,23,-33736.608,2
26/06/2011,0.0,-24.74,-24.02,24.1,23.9,-31084.128,2
27/06/2011,0.0,-24.73,-24,26.7,25.4,-31560.192,2
28/06/2011,0.0,-24.9,-24.08,26.4,25.3,-34969.536,2
29/06/2011,0.0,-24.82,-24.13,25.6,24.2,-33090.336,2
30/06/2011,0.2,-24.59,-24.06,24.4,23.3,-29630.016,2
01/07/2011,0.0,-24.66,-24.06,22.5,21.6,-31254.336,2
02/07/2011,0.0,-24.35,-23.95,19.3,19.1,-24684.48,2
03/07/2011,0.0,-24.25,-23.83,21.2,20.7,-25772.256,2
04/07/2011,0.0,-24.55,-23.97,23.3,22,-31145.472,2
05/07/2011,0.0,-24.59,-23.99,22.1,21.2,-31780.512,2
06/07/2011,0.0,-24.61,-24.03,24.7,23.8,-30990.816,2
07/07/2011,0.0,-24.99,-24.22,26.3,24.8,-34913.376,2
08/07/2011,0.0,-24.97,-24.29,26.7,25.1,-33344.352,2
09/07/2011,0.0,-25.11,-24.39,27.4,25.8,-34806.24,2
10/07/2011,0.0,-24.98,-24.39,27.8,26.3,-31437.504,2
11/07/2011,0.0,-25,-24.38,28.3,27.1,-33144.768,2
12/07/2011,0.0,-25.23,-24.49,29.4,28.1,-35113.824,2
13/07/2011,0.0,-25.33,-24.55,29.9,28.8,-34576.416,2
14/07/2011,0.0,-25.27,-24.58,28.1,26.7,-32838.912,2
15/07/2011,0.0,-25.26,-24.62,24.8,23.6,-31878.144,1.9
16/07/2011,0.0,-25.18,-24.64,23.7,22.6,-31205.088,2
17/07/2011,0.0,-25.11,-24.59,24.7,23.4,-30417.984,2
18/07/2011,0.0,-25.16,-24.57,25.1,23.9,-31111.776,2
19/07/2011,0.0,-25.15,-24.58,23.1,22.1,-30159.648,2
20/07/2011,0.4,-25.1,-24.57,21.4,21,-28273.536,2
21/07/2011,0.0,-25.21,-24.61,21.8,20.8,-30953.664,2
22/07/2011,0.0,-25.47,-24.73,23.4,22.3,-32655.744,2
23/07/2011,0.0,-25.42,-24.76,23.2,22.6,-31449.6,2
24/07/2011,15.3,-25.03,-24.64,18.3,17.6,-25645.248,2
25/07/2011,0.0,-24.7,-24.4,17.9,17.6,-21280.32,2
