date,datetime,cash_type,card,money,coffee_name
2024-04-17,2024-04-17 13:44:00.181,card,ANON-0000-0000-0119,24.0,Espresso
2024-04-17,2024-04-17 16:13:24.310,cash,,40.0,Cappuccino
2024-04-17,2024-04-17 17:01:35.149,card,ANON-0000-0000-0120,38.7,Cappuccino
2024-04-17,2024-04-17 17:02:40.687,card,ANON-0000-0000-0120,38.7,Cappuccino
2024-04-17,2024-04-17 18:14:03.229,card,ANON-0000-0000-0121,28.9,Cortado
2024-04-18,2024-04-18 11:19:01.693,card,ANON-0000-0000-0003,28.9,Americano
2024-04-18,2024-04-18 11:20:05.696,card,ANON-0000-0000-0003,28.9,Americano
2024-04-18,2024-04-18 13:49:12.720,card,ANON-0000-0000-0122,33.8,Americano with Milk
2024-04-18,2024-04-18 13:50:17.285,card,ANON-0000-0000-0122,28.9,Cortado
2024-04-18,2024-04-18 14:34:19.818,card,ANON-0000-0000-0123,38.7,Cappuccino
2024-04-18,2024-04-18 14:35:49.354,card,ANON-0000-0000-0123,38.7,Latte
2024-04-18,2024-04-18 17:44:15.791,card,ANON-0000-0000-0069,38.7,Latte
2024-04-18,2024-04-18 18:21:05.945,card,ANON-0000-0000-0085,38.7,Cappuccino
2024-04-18,2024-04-18 19:39:51.193,card,ANON-0000-0000-0024,38.7,Hot Chocolate
2024-04-18,2024-04-18 19:40:48.954,card,ANON-0000-0000-0009,38.7,Hot Chocolate
2024-04-19,2024-04-19 10:10:36.254,card,ANON-0000-0000-0001,38.7,Latte
2024-04-19,2024-04-19 13:11:47.848,card,ANON-0000-0000-0040,33.8,Americano with Milk
2024-04-19,2024-04-19 13:13:20.876,card,ANON-0000-0000-0040,38.7,Cappuccino
2024-04-19,2024-04-19 13:58:54.064,card,ANON-0000-0000-0124,38.7,Hot Chocolate
2024-04-19,2024-04-19 13:59:49.690,card,ANON-0000-0000-0124,38.7,Cappuccino
2024-04-19,2024-04-19 18:23:19.311,card,ANON-0000-0000-0024,38.7,Cocoa
2024-04-19,2024-04-19 18:25:33.440,card,ANON-0000-0000-0009,33.8,Americano with Milk
2024-04-20,2024-04-20 11:24:42.681,cash,,35.0,Americano with Milk
2024-04-20,2024-04-20 12:08:35.701,card,ANON-0000-0000-0125,33.8,Americano with Milk
2024-04-20,2024-04-20 12:09:42.664,card,ANON-0000-0000-0125,33.8,Americano with Milk
2024-04-20,2024-04-20 13:08:37.378,card,ANON-0000-0000-0118,28.9,Americano
2024-04-20,2024-04-20 13:09:47.905,card,ANON-0000-0000-0118,33.8,Americano with Milk
2024-04-20,2024-04-20 13:10:55.151,card,ANON-0000-0000-0118,38.7,Hot Chocolate
2024-04-20,2024-04-20 14:44:18.118,card,ANON-0000-0000-0040,38.7,Cappuccino
2024-04-20,2024-04-20 15:11:00.330,card,ANON-0000-0000-0009,33.8,Americano with Milk
2024-04-20,2024-04-20 15:22:40.717,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-04-20,2024-04-20 15:49:25.148,card,ANON-0000-0000-0126,32.82,Americano with Milk
2024-04-20,2024-04-20 17:07:57.969,cash,,39.0,Cocoa
2024-04-20,2024-04-20 18:27:41.496,card,ANON-0000-0000-0127,37.72,Cappuccino
2024-04-20,2024-04-20 18:28:46.900,card,ANON-0000-0000-0127,37.72,Cappuccino
2024-04-20,2024-04-20 19:30:55.317,card,ANON-0000-0000-0128,37.72,Latte
2024-04-21,2024-04-21 11:16:45.707,card,ANON-0000-0000-0001,37.72,Latte
2024-04-21,2024-04-21 14:15:37.541,card,ANON-0000-0000-0099,27.92,Americano
2024-04-21,2024-04-21 17:09:03.199,cash,,39.0,Cappuccino
2024-04-22,2024-04-22 11:09:16.412,card,ANON-0000-0000-0012,27.92,Americano
2024-04-22,2024-04-22 11:29:27.099,card,ANON-0000-0000-0129,32.82,Americano with Milk
2024-04-22,2024-04-22 18:40:33.024,cash,,39.0,Latte
2024-04-22,2024-04-22 19:39:04.759,card,ANON-0000-0000-0009,37.72,Latte
2024-04-22,2024-04-22 20:02:29.165,cash,,39.0,Cappuccino
2024-04-23,2024-04-23 14:22:35.995,card,ANON-0000-0000-0025,37.72,Cappuccino
2024-04-23,2024-04-23 14:23:53.144,card,ANON-0000-0000-0024,32.82,Americano with Milk
2024-04-23,2024-04-23 14:24:57.515,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-04-23,2024-04-23 19:42:27.765,card,ANON-0000-0000-0130,32.82,Americano with Milk
2024-04-23,2024-04-23 19:43:26.234,card,ANON-0000-0000-0130,32.82,Americano with Milk
2024-04-24,2024-04-24 10:19:38.346,card,ANON-0000-0000-0001,37.72,Latte
2024-04-24,2024-04-24 10:21:27.287,card,ANON-0000-0000-0131,32.82,Americano with Milk
2024-04-24,2024-04-24 11:23:46.102,card,ANON-0000-0000-0132,32.82,Americano with Milk
2024-04-24,2024-04-24 11:33:26.347,card,ANON-0000-0000-0133,32.82,Americano with Milk
2024-04-24,2024-04-24 12:39:09.298,card,ANON-0000-0000-0059,32.82,Americano with Milk
2024-04-24,2024-04-24 16:39:07.423,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-04-24,2024-04-24 19:39:49.983,card,ANON-0000-0000-0134,32.82,Americano with Milk
2024-04-24,2024-04-24 19:40:54.031,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-25,2024-04-25 10:46:08.057,card,ANON-0000-0000-0135,27.92,Americano
2024-04-25,2024-04-25 15:18:26.971,card,ANON-0000-0000-0009,37.72,Latte
2024-04-25,2024-04-25 17:09:43.534,card,ANON-0000-0000-0012,27.92,Americano
2024-04-25,2024-04-25 17:10:49.153,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 10:12:50.618,card,ANON-0000-0000-0001,37.72,Latte
2024-04-26,2024-04-26 12:01:30.580,card,ANON-0000-0000-0136,37.72,Latte
2024-04-26,2024-04-26 13:31:28.297,card,ANON-0000-0000-0137,37.72,Cappuccino
2024-04-26,2024-04-26 15:32:35.390,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 15:33:33.132,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 16:23:26.514,card,ANON-0000-0000-0138,27.92,Cortado
2024-04-26,2024-04-26 16:24:33.800,card,ANON-0000-0000-0139,27.92,Americano
2024-04-26,2024-04-26 19:32:07.112,card,ANON-0000-0000-0009,37.72,Hot Chocolate
2024-04-26,2024-04-26 19:33:30.220,card,ANON-0000-0000-0009,37.72,Cocoa
2024-04-27,2024-04-27 15:27:00.680,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-04-28,2024-04-28 10:32:52.479,card,ANON-0000-0000-0001,37.72,Latte
2024-04-28,2024-04-28 12:30:09.749,card,ANON-0000-0000-0140,37.72,Cappuccino
2024-04-28,2024-04-28 18:27:08.230,card,ANON-0000-0000-0012,27.92,Americano
2024-04-28,2024-04-28 18:28:11.411,card,ANON-0000-0000-0012,27.92,Americano
2024-04-28,2024-04-28 18:29:02.374,card,ANON-0000-0000-0019,37.72,Latte
2024-04-29,2024-04-29 11:26:31.871,card,ANON-0000-0000-0141,27.92,Cortado
2024-04-29,2024-04-29 13:27:56.949,card,ANON-0000-0000-0003,27.92,Americano
2024-04-29,2024-04-29 13:28:53.899,card,ANON-0000-0000-0003,27.92,Cortado
2024-04-29,2024-04-29 13:53:35.730,card,ANON-0000-0000-0141,27.92,Cortado
2024-04-29,2024-04-29 13:54:24.357,card,ANON-0000-0000-0141,32.82,Americano with Milk
2024-04-29,2024-04-29 18:37:48.406,card,ANON-0000-0000-0140,37.72,Cappuccino
2024-04-29,2024-04-29 19:12:33.194,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-29,2024-04-29 19:13:37.878,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-30,2024-04-30 10:16:41.493,card,ANON-0000-0000-0142,37.72,Latte
2024-04-30,2024-04-30 10:34:52.250,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 10:35:47.617,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 13:41:52.325,card,ANON-0000-0000-0142,27.92,Americano
2024-04-30,2024-04-30 13:42:59.977,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 19:19:18.139,card,ANON-0000-0000-0142,37.72,Cappuccino
2024-04-30,2024-04-30 19:30:04.003,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 19:31:20.952,card,ANON-0000-0000-0142,37.72,Latte
2024-05-02,2024-05-02 10:33:55.746,card,ANON-0000-0000-0143,27.92,Americano
2024-05-02,2024-05-02 11:29:57.080,cash,,39.0,Latte
2024-05-02,2024-05-02 13:49:39.898,card,ANON-0000-0000-0133,32.82,Americano with Milk
2024-05-02,2024-05-02 18:36:22.138,card,ANON-0000-0000-0144,37.72,Cappuccino
2024-05-02,2024-05-02 18:41:11.220,card,ANON-0000-0000-0024,32.82,Americano with Milk
2024-05-02,2024-05-02 19:18:33.084,card,ANON-0000-0000-0145,37.72,Latte
2024-05-02,2024-05-02 19:19:56.359,card,ANON-0000-0000-0145,37.72,Cappuccino
2024-05-03,2024-05-03 10:11:53.399,cash,,39.0,Latte
2024-05-03,2024-05-03 14:30:00.923,card,ANON-0000-0000-0146,37.72,Latte
2024-05-03,2024-05-03 17:03:24.905,card,ANON-0000-0000-0147,37.72,Latte
2024-05-06,2024-05-06 10:05:17.920,card,ANON-0000-0000-0148,27.92,Americano
2024-05-06,2024-05-06 10:06:51.625,card,ANON-0000-0000-0149,37.72,Cappuccino
2024-05-06,2024-05-06 10:08:05.863,card,ANON-0000-0000-0149,32.82,Americano with Milk
2024-05-06,2024-05-06 10:09:07.977,card,ANON-0000-0000-0150,27.92,Americano
2024-05-06,2024-05-06 10:39:12.641,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-06,2024-05-06 11:34:20.640,cash,,29.0,Americano
2024-05-06,2024-05-06 13:18:10.990,card,ANON-0000-0000-0148,27.92,Cortado
2024-05-06,2024-05-06 13:19:00.811,card,ANON-0000-0000-0148,27.92,Americano
2024-05-06,2024-05-06 19:18:12.989,card,ANON-0000-0000-0151,37.72,Cappuccino
2024-05-06,2024-05-06 19:19:49.548,card,ANON-0000-0000-0151,37.72,Cappuccino
2024-05-07,2024-05-07 10:44:55.582,card,ANON-0000-0000-0148,37.72,Cocoa
2024-05-07,2024-05-07 11:21:58.493,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-07,2024-05-07 13:23:34.943,card,ANON-0000-0000-0077,27.92,Cortado
2024-05-07,2024-05-07 16:42:07.900,card,ANON-0000-0000-0148,37.72,Cocoa
2024-05-07,2024-05-07 16:55:38.805,card,ANON-0000-0000-0152,27.92,Americano
2024-05-07,2024-05-07 17:37:46.412,card,ANON-0000-0000-0153,37.72,Cappuccino
2024-05-07,2024-05-07 17:38:48.195,card,ANON-0000-0000-0153,37.72,Latte
2024-05-07,2024-05-07 18:35:37.235,cash,,34.0,Americano with Milk
2024-05-07,2024-05-07 19:12:12.524,card,ANON-0000-0000-0154,37.72,Cappuccino
2024-05-07,2024-05-07 19:13:12.195,card,ANON-0000-0000-0154,37.72,Cappuccino
2024-05-08,2024-05-08 10:07:28.863,card,ANON-0000-0000-0001,37.72,Latte
2024-05-09,2024-05-09 12:54:21.812,card,ANON-0000-0000-0155,37.72,Cappuccino
2024-05-09,2024-05-09 13:03:58.556,card,ANON-0000-0000-0156,27.92,Americano
2024-05-09,2024-05-09 13:04:57.647,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 13:06:11.261,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 13:07:16.409,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 16:55:14.601,card,ANON-0000-0000-0118,27.92,Americano
2024-05-09,2024-05-09 16:56:14.989,card,ANON-0000-0000-0118,27.92,Americano
2024-05-09,2024-05-09 18:01:29.895,card,ANON-0000-0000-0157,27.92,Americano
2024-05-09,2024-05-09 18:13:56.226,card,ANON-0000-0000-0143,32.82,Americano with Milk
2024-05-10,2024-05-10 10:09:21.972,cash,,39.0,Latte
2024-05-10,2024-05-10 15:46:21.511,card,ANON-0000-0000-0158,37.72,Latte
2024-05-10,2024-05-10 15:47:32.508,card,ANON-0000-0000-0158,37.72,Latte
2024-05-10,2024-05-10 16:20:15.084,cash,,34.0,Americano with Milk
2024-05-11,2024-05-11 11:39:52.878,card,ANON-0000-0000-0069,37.72,Latte
2024-05-11,2024-05-11 17:02:43.648,cash,,39.0,Latte
2024-05-11,2024-05-11 17:20:30.398,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-11,2024-05-11 17:21:56.117,card,ANON-0000-0000-0026,37.72,Cocoa
2024-05-11,2024-05-11 17:23:57.301,card,ANON-0000-0000-0040,37.72,Cappuccino
2024-05-11,2024-05-11 17:28:54.132,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-11,2024-05-11 18:35:40.257,card,ANON-0000-0000-0115,37.72,Cappuccino
2024-05-11,2024-05-11 19:38:16.096,card,ANON-0000-0000-0159,37.72,Latte
2024-05-12,2024-05-12 10:20:42.512,card,ANON-0000-0000-0001,37.72,Latte
2024-05-12,2024-05-12 13:24:03.465,card,ANON-0000-0000-0160,37.72,Latte
2024-05-12,2024-05-12 13:27:39.043,card,ANON-0000-0000-0161,27.92,Americano
2024-05-12,2024-05-12 15:16:19.815,card,ANON-0000-0000-0077,37.72,Latte
2024-05-12,2024-05-12 15:38:02.422,card,ANON-0000-0000-0162,32.82,Americano with Milk
2024-05-12,2024-05-12 15:52:14.871,card,ANON-0000-0000-0163,32.82,Americano with Milk
2024-05-12,2024-05-12 16:04:21.133,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-12,2024-05-12 19:41:30.569,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-13,2024-05-13 11:03:53.348,card,ANON-0000-0000-0164,32.82,Americano with Milk
2024-05-13,2024-05-13 15:31:10.763,cash,,29.0,Americano
2024-05-13,2024-05-13 15:31:50.907,cash,,29.0,Americano
2024-05-14,2024-05-14 08:38:14.581,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 08:39:25.455,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 08:40:17.484,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 10:19:23.174,card,ANON-0000-0000-0012,37.72,Cappuccino
2024-05-14,2024-05-14 11:32:29.372,card,ANON-0000-0000-0165,37.72,Latte
2024-05-14,2024-05-14 11:34:12.851,card,ANON-0000-0000-0165,37.72,Cappuccino
2024-05-14,2024-05-14 14:04:54.580,card,ANON-0000-0000-0025,37.72,Cappuccino
2024-05-14,2024-05-14 14:06:00.378,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-14,2024-05-14 15:01:54.785,card,ANON-0000-0000-0040,27.92,Americano
2024-05-14,2024-05-14 16:57:57.224,card,ANON-0000-0000-0166,32.82,Americano with Milk
2024-05-14,2024-05-14 16:59:10.194,card,ANON-0000-0000-0166,37.72,Cappuccino
2024-05-14,2024-05-14 22:51:25.227,card,ANON-0000-0000-0167,37.72,Hot Chocolate
2024-05-15,2024-05-15 08:40:05.661,card,ANON-0000-0000-0168,37.72,Latte
2024-05-15,2024-05-15 11:14:19.353,card,ANON-0000-0000-0012,23.02,Espresso
2024-05-15,2024-05-15 11:19:10.049,card,ANON-0000-0000-0012,27.92,Americano
2024-05-15,2024-05-15 13:34:35.102,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:35:29.171,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:36:27.339,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:55:28.999,card,ANON-0000-0000-0164,32.82,Americano with Milk
2024-05-15,2024-05-15 14:38:10.847,cash,,29.0,Americano
2024-05-15,2024-05-15 14:38:52.347,card,ANON-0000-0000-0169,27.92,Cortado
2024-05-15,2024-05-15 14:39:44.367,card,ANON-0000-0000-0012,27.92,Cortado
2024-05-15,2024-05-15 17:28:58.620,card,ANON-0000-0000-0170,23.02,Espresso
2024-05-15,2024-05-15 20:20:34.769,card,ANON-0000-0000-0171,37.72,Cappuccino
2024-05-16,2024-05-16 10:38:42.458,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-05-16,2024-05-16 10:39:49.431,card,ANON-0000-0000-0172,32.82,Americano with Milk
2024-05-16,2024-05-16 11:42:50.285,cash,,39.0,Latte
2024-05-16,2024-05-16 11:44:20.811,cash,,39.0,Cappuccino
2024-05-16,2024-05-16 12:14:00.097,card,ANON-0000-0000-0173,32.82,Americano with Milk
2024-05-16,2024-05-16 15:15:16.315,card,ANON-0000-0000-0174,37.72,Hot Chocolate
2024-05-16,2024-05-16 17:44:31.548,card,ANON-0000-0000-0069,37.72,Latte
2024-05-16,2024-05-16 18:12:56.934,card,ANON-0000-0000-0175,37.72,Hot Chocolate
2024-05-16,2024-05-16 18:13:58.191,card,ANON-0000-0000-0175,37.72,Latte
2024-05-17,2024-05-17 09:00:48.456,card,ANON-0000-0000-0033,27.92,Americano
2024-05-17,2024-05-17 11:30:27.553,card,ANON-0000-0000-0164,32.82,Americano with Milk
2024-05-17,2024-05-17 14:58:03.060,cash,,34.0,Americano with Milk
2024-05-17,2024-05-17 19:55:18.534,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-17,2024-05-17 19:56:46.751,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-05-17,2024-05-17 20:37:52.930,card,ANON-0000-0000-0176,37.72,Cappuccino
2024-05-17,2024-05-17 22:34:50.797,card,ANON-0000-0000-0177,27.92,Americano
2024-05-17,2024-05-17 22:36:33.357,card,ANON-0000-0000-0178,37.72,Latte
2024-05-17,2024-05-17 22:37:42.821,card,ANON-0000-0000-0179,37.72,Latte
2024-05-18,2024-05-18 08:01:37.898,card,ANON-0000-0000-0180,37.72,Cappuccino
2024-05-18,2024-05-18 08:02:39.959,card,ANON-0000-0000-0180,37.72,Cappuccino
2024-05-18,2024-05-18 11:15:56.089,card,ANON-0000-0000-0181,32.82,Americano with Milk
2024-05-18,2024-05-18 16:48:29.374,card,ANON-0000-0000-0172,32.82,Americano with Milk
2024-05-18,2024-05-18 16:49:27.131,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-05-18,2024-05-18 19:58:44.210,card,ANON-0000-0000-0040,32.82,Americano with Milk
2024-05-18,2024-05-18 20:22:53.111,card,ANON-0000-0000-0009,37.72,Latte
2024-05-18,2024-05-18 22:05:27.473,cash,,39.0,Cappuccino
2024-05-19,2024-05-19 07:58:38.312,card,ANON-0000-0000-0182,27.92,Americano
2024-05-19,2024-05-19 07:59:33.549,card,ANON-0000-0000-0182,27.92,Americano
2024-05-19,2024-05-19 08:00:35.061,card,ANON-0000-0000-0183,37.72,Cappuccino
2024-05-19,2024-05-19 09:28:49.723,cash,,24.0,Espresso
2024-05-19,2024-05-19 12:14:26.676,card,ANON-0000-0000-0184,32.82,Americano with Milk
2024-05-19,2024-05-19 14:43:40.049,card,ANON-0000-0000-0012,27.92,Americano
2024-05-19,2024-05-19 15:58:58.192,card,ANON-0000-0000-0185,32.82,Americano with Milk
2024-05-19,2024-05-19 18:12:36.304,card,ANON-0000-0000-0186,32.82,Americano with Milk
2024-05-19,2024-05-19 18:13:47.762,card,ANON-0000-0000-0186,23.02,Espresso
2024-05-19,2024-05-19 18:16:30.022,card,ANON-0000-0000-0186,37.72,Hot Chocolate
2024-05-19,2024-05-19 19:51:06.979,card,ANON-0000-0000-0187,37.72,Cappuccino
2024-05-19,2024-05-19 21:15:41.761,card,ANON-0000-0000-0188,37.72,Cappuccino
2024-05-19,2024-05-19 21:18:36.101,card,ANON-0000-0000-0189,37.72,Cappuccino
2024-05-20,2024-05-20 10:05:59.163,card,ANON-0000-0000-0190,32.82,Americano with Milk
2024-05-20,2024-05-20 10:17:51.867,card,ANON-0000-0000-0191,37.72,Latte
2024-05-20,2024-05-20 10:58:48.379,card,ANON-0000-0000-0001,37.72,Latte
2024-05-20,2024-05-20 11:15:16.363,card,ANON-0000-0000-0143,27.92,Americano
2024-05-20,2024-05-20 11:16:19.637,card,ANON-0000-0000-0143,27.92,Americano
2024-05-20,2024-05-20 13:27:13.420,card,ANON-0000-0000-0003,27.92,Americano
2024-05-20,2024-05-20 13:28:10.440,card,ANON-0000-0000-0003,27.92,Americano
2024-05-20,2024-05-20 14:13:19.017,card,ANON-0000-0000-0192,32.82,Americano with Milk
2024-05-20,2024-05-20 14:14:31.354,card,ANON-0000-0000-0192,37.72,Cappuccino
2024-05-20,2024-05-20 14:32:21.252,cash,,29.0,Americano
2024-05-20,2024-05-20 17:12:51.121,card,ANON-0000-0000-0120,37.72,Latte
2024-05-20,2024-05-20 17:13:56.897,card,ANON-0000-0000-0193,37.72,Latte
2024-05-20,2024-05-20 20:36:48.320,card,ANON-0000-0000-0194,32.82,Americano with Milk
2024-05-20,2024-05-20 20:37:57.316,card,ANON-0000-0000-0194,37.72,Cocoa
2024-05-20,2024-05-20 20:46:52.085,card,ANON-0000-0000-0195,27.92,Cortado
2024-05-20,2024-05-20 21:36:53.986,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-20,2024-05-20 21:37:57.777,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-21,2024-05-21 08:27:38.230,card,ANON-0000-0000-0196,37.72,Latte
2024-05-21,2024-05-21 09:43:50.690,cash,,29.0,Americano
2024-05-21,2024-05-21 09:44:40.309,cash,,34.0,Americano with Milk
2024-05-21,2024-05-21 09:46:09.430,cash,,39.0,Cocoa
2024-05-21,2024-05-21 10:05:08.033,cash,,39.0,Latte
2024-05-21,2024-05-21 16:10:19.956,card,ANON-0000-0000-0197,37.72,Latte
2024-05-21,2024-05-21 18:13:23.998,card,ANON-0000-0000-0012,23.02,Espresso
2024-05-21,2024-05-21 19:11:09.212,card,ANON-0000-0000-0198,37.72,Cappuccino
2024-05-21,2024-05-21 20:13:48.358,card,ANON-0000-0000-0199,37.72,Cappuccino
2024-05-22,2024-05-22 09:34:41.818,card,ANON-0000-0000-0200,37.72,Cappuccino
2024-05-22,2024-05-22 10:49:47.044,card,ANON-0000-0000-0191,32.82,Americano with Milk
2024-05-22,2024-05-22 11:18:14.265,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-22,2024-05-22 11:34:54.968,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-05-22,2024-05-22 12:29:50.841,card,ANON-0000-0000-0012,27.92,Americano
2024-05-22,2024-05-22 12:30:43.347,card,ANON-0000-0000-0012,27.92,Americano
2024-05-22,2024-05-22 14:00:20.499,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-22,2024-05-22 19:24:58.098,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-05-22,2024-05-22 19:25:58.574,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-05-22,2024-05-22 21:23:53.000,card,ANON-0000-0000-0180,37.72,Hot Chocolate
2024-05-22,2024-05-22 21:24:49.584,card,ANON-0000-0000-0180,37.72,Cappuccino
2024-05-23,2024-05-23 10:10:19.640,card,ANON-0000-0000-0201,37.72,Cappuccino
2024-05-23,2024-05-23 12:22:06.605,card,ANON-0000-0000-0202,23.02,Espresso
2024-05-23,2024-05-23 15:55:16.628,card,ANON-0000-0000-0180,37.72,Cappuccino
2024-05-23,2024-05-23 15:56:27.237,card,ANON-0000-0000-0203,37.72,Cappuccino
2024-05-23,2024-05-23 16:18:14.053,card,ANON-0000-0000-0180,37.72,Cappuccino
2024-05-23,2024-05-23 16:41:00.043,card,ANON-0000-0000-0077,37.72,Latte
2024-05-23,2024-05-23 17:14:33.237,card,ANON-0000-0000-0153,37.72,Cappuccino
2024-05-23,2024-05-23 17:15:44.861,card,ANON-0000-0000-0153,37.72,Latte
2024-05-23,2024-05-23 19:03:53.856,card,ANON-0000-0000-0204,27.92,Cortado
2024-05-23,2024-05-23 19:17:28.431,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-05-23,2024-05-23 19:18:26.418,card,ANON-0000-0000-0205,37.72,Cappuccino
2024-05-23,2024-05-23 19:42:31.546,card,ANON-0000-0000-0206,37.72,Cappuccino
2024-05-23,2024-05-23 20:15:01.429,card,ANON-0000-0000-0207,37.72,Cappuccino
2024-05-23,2024-05-23 20:16:24.205,card,ANON-0000-0000-0207,37.72,Latte
2024-05-23,2024-05-23 22:48:10.813,card,ANON-0000-0000-0208,32.82,Americano with Milk
2024-05-23,2024-05-23 22:55:36.926,cash,,39.0,Hot Chocolate
2024-05-24,2024-05-24 11:11:59.182,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-24,2024-05-24 11:15:08.341,card,ANON-0000-0000-0012,27.92,Americano
2024-05-24,2024-05-24 11:16:13.016,card,ANON-0000-0000-0012,27.92,Americano
2024-05-24,2024-05-24 16:07:19.816,card,ANON-0000-0000-0081,37.72,Hot Chocolate
2024-05-24,2024-05-24 18:17:40.330,card,ANON-0000-0000-0209,27.92,Cortado
2024-05-24,2024-05-24 18:18:36.698,card,ANON-0000-0000-0209,27.92,Cortado
2024-05-24,2024-05-24 22:30:40.198,card,ANON-0000-0000-0210,32.82,Americano with Milk
2024-05-25,2024-05-25 07:40:58.818,cash,,29.0,Americano
2024-05-25,2024-05-25 12:13:53.388,card,ANON-0000-0000-0211,37.72,Latte
2024-05-25,2024-05-25 12:40:23.587,cash,,29.0,Americano
2024-05-25,2024-05-25 12:42:10.258,card,ANON-0000-0000-0212,32.82,Americano with Milk
2024-05-25,2024-05-25 12:43:13.275,card,ANON-0000-0000-0212,32.82,Americano with Milk
2024-05-25,2024-05-25 12:58:12.049,card,ANON-0000-0000-0213,32.82,Americano with Milk
2024-05-25,2024-05-25 16:47:09.557,card,ANON-0000-0000-0040,32.82,Americano with Milk
2024-05-25,2024-05-25 16:48:16.834,card,ANON-0000-0000-0040,27.92,Americano
2024-05-26,2024-05-26 10:20:02.233,card,ANON-0000-0000-0001,37.72,Latte
2024-05-26,2024-05-26 14:24:49.812,card,ANON-0000-0000-0214,32.82,Americano with Milk
2024-05-26,2024-05-26 14:26:05.248,card,ANON-0000-0000-0215,27.92,Cortado
2024-05-26,2024-05-26 14:40:58.882,card,ANON-0000-0000-0216,32.82,Americano with Milk
2024-05-26,2024-05-26 17:19:15.521,card,ANON-0000-0000-0217,37.72,Cappuccino
2024-05-26,2024-05-26 18:09:52.843,card,ANON-0000-0000-0218,37.72,Hot Chocolate
2024-05-26,2024-05-26 18:11:02.204,card,ANON-0000-0000-0218,37.72,Hot Chocolate
2024-05-26,2024-05-26 18:13:14.299,card,ANON-0000-0000-0218,27.92,Americano
2024-05-26,2024-05-26 18:39:18.794,card,ANON-0000-0000-0219,37.72,Latte
2024-05-26,2024-05-26 20:59:14.954,card,ANON-0000-0000-0220,37.72,Hot Chocolate
2024-05-26,2024-05-26 21:00:05.568,card,ANON-0000-0000-0220,37.72,Cappuccino
2024-05-26,2024-05-26 21:02:36.935,card,ANON-0000-0000-0221,27.92,Cortado
2024-05-26,2024-05-26 21:03:51.772,card,ANON-0000-0000-0222,37.72,Cappuccino
2024-05-26,2024-05-26 21:04:58.824,card,ANON-0000-0000-0221,37.72,Latte
2024-05-26,2024-05-26 21:06:02.621,card,ANON-0000-0000-0223,37.72,Cappuccino
2024-05-27,2024-05-27 11:34:55.252,card,ANON-0000-0000-0012,27.92,Americano
2024-05-27,2024-05-27 14:05:21.688,card,ANON-0000-0000-0224,32.82,Americano with Milk
2024-05-27,2024-05-27 14:06:43.564,card,ANON-0000-0000-0224,37.72,Cocoa
