date,hour,demand
2019-04-26,0,6
2019-04-26,2,46
2019-04-26,3,82
2019-04-26,6,76
2019-04-26,7,99
2019-04-26,8,39
2019-04-26,9,103
2019-04-26,10,54
2019-04-26,11,37
2019-04-26,12,102
2019-04-26,13,72
2019-04-26,14,42
2019-04-26,15,81
2019-04-26,16,37
2019-04-26,17,59
2019-04-26,18,44
2019-04-26,19,69
2019-04-26,20,71
2019-04-26,21,92
2019-04-26,22,104
2019-04-26,23,78
2019-04-27,0,92
2019-04-27,1,46
2019-04-27,2,13
2019-04-27,3,32
2019-04-27,5,37
2019-04-27,7,12
2019-04-27,8,49
2019-04-27,9,54
2019-04-27,10,61
2019-04-27,11,113
2019-04-27,12,48
2019-04-27,13,132
2019-04-27,14,126
2019-04-27,15,70
2019-04-27,16,68
2019-04-27,17,76
2019-04-27,18,88
2019-04-27,19,115
2019-04-27,20,68
2019-04-27,21,71
2019-04-27,22,94
2019-04-27,23,65
2019-04-29,0,96
2019-04-29,1,57
2019-04-29,2,19
2019-04-29,3,30
2019-04-29,4,3
2019-04-29,6,52
2019-04-29,7,11
2019-04-29,8,95
2019-04-29,9,92
2019-04-29,10,67
2019-04-29,11,56
2019-04-29,12,137
2019-04-29,13,144
2019-04-29,14,84
2019-04-29,15,108
2019-04-29,16,79
2019-04-29,17,121
2019-04-29,18,129
2019-04-29,19,124
2019-04-29,20,37
2019-04-29,22,12
2019-04-29,23,12
2019-04-30,1,96
2019-04-30,2,4
2019-04-30,5,52
2019-04-30,6,2
2019-04-30,7,21
2019-04-30,8,82
2019-04-30,9,105
2019-04-30,10,34
2019-04-30,11,100
2019-04-30,12,44
2019-04-30,13,57
2019-04-30,14,62
2019-04-30,15,28
2019-04-30,16,98
2019-04-30,17,72
2019-04-30,18,76
2019-04-30,19,56
2019-04-30,20,70
2019-04-30,21,99
2019-04-30,22,36
2019-04-30,23,18
2019-05-01,2,93
2019-05-01,6,39
2019-05-01,7,78
2019-05-01,8,36
2019-05-01,9,112
2019-05-01,10,33
2019-05-01,11,51
2019-05-01,12,52
2019-05-01,13,91
2019-05-01,14,19
2019-05-01,15,109
2019-05-01,16,89
2019-05-01,17,45
2019-05-01,18,94
2019-05-01,19,94
2019-05-01,20,17
2019-05-01,21,33
2019-05-01,22,67
2019-05-01,23,63
2019-05-02,0,32
2019-05-02,4,72
2019-05-02,5,77
2019-05-02,6,18
2019-05-02,7,20
2019-05-02,8,74
2019-05-02,9,14
2019-05-02,10,32
2019-05-02,11,71
2019-05-02,12,61
2019-05-02,13,45
2019-05-02,14,72
2019-05-02,15,52
2019-05-02,16,85
2019-05-02,17,102
2019-05-02,18,42
2019-05-02,19,67
2019-05-02,20,18
2019-05-02,21,62
2019-05-02,22,100
2019-05-02,23,83
2019-05-03,0,31
2019-05-03,1,14
2019-05-03,5,72
2019-05-03,6,55
2019-05-03,7,17
2019-05-03,8,36
2019-05-03,9,29
2019-05-03,10,83
2019-05-03,11,57
2019-05-03,12,93
2019-05-03,13,67
2019-05-03,14,74
2019-05-03,15,58
2019-05-03,16,116
2019-05-03,17,109
2019-05-03,18,75
2019-05-03,19,99
2019-05-03,20,30
2019-05-03,21,113
2019-05-03,22,14
2019-05-03,23,108
2019-05-04,0,42
2019-05-04,1,18
2019-05-04,6,87
2019-05-04,7,66
2019-05-04,8,77
2019-05-04,9,98
2019-05-04,10,94
2019-05-04,11,127
2019-05-04,12,153
2019-05-04,13,69
2019-05-04,14,156
2019-05-04,15,116
2019-05-04,16,147
2019-05-04,17,111
2019-05-04,18,47
2019-05-04,19,117
2019-05-04,20,72
2019-05-04,21,88
2019-05-04,22,64
2019-05-04,23,17
2019-05-05,0,90
2019-05-05,1,104
2019-05-05,2,73
2019-05-05,6,38
2019-05-05,7,28
2019-05-05,8,25
2019-05-05,9,37
2019-05-05,10,76
2019-05-05,11,70
2019-05-05,12,63
2019-05-05,13,109
2019-05-05,14,50
2019-05-05,15,106
2019-05-05,16,43
2019-05-05,17,49
2019-05-05,18,120
2019-05-05,19,58
2019-05-05,20,89
2019-05-05,21,35
2019-05-05,23,8
2019-05-06,0,101
2019-05-06,1,36
2019-05-06,3,8
2019-05-06,6,26
2019-05-06,7,24
2019-05-06,8,96
2019-05-06,9,67
2019-05-06,10,86
2019-05-06,11,85
2019-05-06,12,92
2019-05-06,13,110
2019-05-06,14,64
2019-05-06,15,50
2019-05-06,16,60
2019-05-06,17,80
2019-05-06,18,30
2019-05-06,19,111
2019-05-06,20,100
2019-05-06,21,22
2019-05-06,22,42
2019-05-06,23,38
2019-05-07,0,43
2019-05-07,1,13
2019-05-07,5,2
2019-05-07,6,1
2019-05-07,7,12
2019-05-07,8,101
2019-05-07,9,75
2019-05-07,10,41
2019-05-07,11,60
2019-05-07,12,103
2019-05-07,13,53
2019-05-07,14,73
2019-05-07,15,16
2019-05-07,16,39
2019-05-07,17,31
2019-05-07,18,23
2019-05-07,19,26
2019-05-07,20,116
2019-05-07,21,26
2019-05-07,22,10
2019-05-07,23,102
2019-05-08,0,43
2019-05-08,1,23
2019-05-08,6,59
2019-05-08,7,58
2019-05-08,8,109
2019-05-08,9,72
2019-05-08,10,92
2019-05-08,11,75
2019-05-08,12,81
2019-05-08,13,39
2019-05-08,14,109
2019-05-08,15,36
2019-05-08,16,55
2019-05-08,17,80
2019-05-08,18,49
2019-05-08,19,36
2019-05-08,20,68
2019-05-08,21,55
2019-05-08,22,46
2019-05-08,23,15
2019-05-09,0,21
2019-05-09,6,101
2019-05-09,7,71
2019-05-09,8,42
2019-05-09,9,95
2019-05-09,10,69
2019-05-09,11,47
2019-05-09,12,52
2019-05-09,13,53
2019-05-09,14,115
2019-05-09,15,78
2019-05-09,16,41
2019-05-09,17,37
2019-05-09,18,62
2019-05-09,19,60
2019-05-09,20,104
2019-05-09,21,78
2019-05-09,22,23
2019-05-09,23,38
2019-05-10,1,65
2019-05-10,2,69
2019-05-10,5,93
2019-05-10,6,57
2019-05-10,7,31
2019-05-10,8,113
2019-05-10,9,98
2019-05-10,10,112
2019-05-10,11,114
2019-05-10,12,68
2019-05-10,13,56
2019-05-10,14,82
2019-05-10,15,112
2019-05-10,16,63
2019-05-10,17,2
2019-05-10,18,86
2019-05-10,19,13
2019-05-10,20,14
2019-05-10,21,101
2019-05-10,22,82
2019-05-10,23,76
2019-05-11,0,35
2019-05-11,1,111
2019-05-11,3,59
2019-05-11,4,84
2019-05-11,5,65
2019-05-11,7,14
2019-05-11,8,102
2019-05-11,9,79
2019-05-11,10,49
2019-05-11,11,55
2019-05-11,12,62
2019-05-11,13,90
2019-05-11,14,54
2019-05-11,15,59
2019-05-11,16,60
2019-05-11,17,100
2019-05-11,18,118
2019-05-11,19,122
2019-05-11,20,28
2019-05-11,21,44
2019-05-11,22,86
2019-05-11,23,90
2019-05-12,0,32
2019-05-12,1,60
2019-05-12,2,36
2019-05-12,3,77
2019-05-12,8,65
2019-05-12,9,71
2019-05-12,10,74
2019-05-12,11,133
2019-05-12,12,53
2019-05-12,13,76
2019-05-12,14,106
2019-05-12,15,134
2019-05-12,16,157
2019-05-12,17,59
2019-05-12,18,47
2019-05-12,19,101
2019-05-12,20,60
2019-05-12,21,102
2019-05-12,22,33
2019-05-12,23,7
2019-05-13,0,29
2019-05-13,2,24
2019-05-13,3,18
2019-05-13,4,19
2019-05-13,6,29
2019-05-13,7,85
2019-05-13,8,33
2019-05-13,9,111
2019-05-13,10,34
2019-05-13,11,66
2019-05-13,12,69
2019-05-13,13,98
2019-05-13,14,68
2019-05-13,15,31
2019-05-13,16,93
2019-05-13,17,22
2019-05-13,18,56
2019-05-13,19,76
2019-05-13,20,58
2019-05-13,21,69
2019-05-13,22,11
2019-05-13,23,8
2019-05-14,2,34
2019-05-14,6,13
2019-05-14,7,109
2019-05-14,8,18
2019-05-14,9,108
2019-05-14,10,100
2019-05-14,11,59
2019-05-14,12,63
2019-05-14,13,30
2019-05-14,14,113
2019-05-14,15,32
2019-05-14,16,28
2019-05-14,17,78
2019-05-14,18,108
2019-05-14,19,100
2019-05-14,20,67
2019-05-14,21,74
2019-05-14,22,9
2019-05-15,1,27
2019-05-15,5,72
2019-05-15,6,25
2019-05-15,7,53
2019-05-15,8,105
2019-05-15,9,107
2019-05-15,10,63
2019-05-15,11,57
2019-05-15,12,52
2019-05-15,13,33
2019-05-15,14,42
2019-05-15,15,69
2019-05-15,16,61
2019-05-15,17,115
2019-05-15,18,62
2019-05-15,19,26
2019-05-15,20,71
2019-05-15,21,69
2019-05-15,22,76
2019-05-16,0,76
2019-05-16,6,68
2019-05-16,7,76
2019-05-16,8,58
2019-05-16,9,36
2019-05-16,10,47
2019-05-16,11,66
2019-05-16,12,46
2019-05-16,13,35
2019-05-16,14,67
2019-05-16,15,72
2019-05-16,16,31
2019-05-16,17,36
2019-05-16,18,113
2019-05-16,19,67
2019-05-16,20,27
2019-05-16,21,59
2019-05-16,22,97
2019-05-17,0,21
2019-05-17,1,51
2019-05-17,5,88
2019-05-17,6,71
2019-05-17,7,15
2019-05-17,8,75
2019-05-17,9,27
2019-05-17,10,33
2019-05-17,11,53
2019-05-17,12,96
2019-05-17,13,85
2019-05-17,14,43
2019-05-17,15,84
2019-05-17,16,93
2019-05-17,17,31
2019-05-17,18,116
2019-05-17,19,108
2019-05-17,20,108
2019-05-17,21,64
2019-05-17,22,25
2019-05-17,23,102
2019-05-18,0,41
2019-05-18,1,86
2019-05-18,2,49
2019-05-18,4,81
2019-05-18,6,5
2019-05-18,8,88
2019-05-18,9,100
2019-05-18,10,124
2019-05-18,11,40
2019-05-18,12,59
2019-05-18,13,146
2019-05-18,14,54
2019-05-18,15,91
2019-05-18,16,137
2019-05-18,17,127
2019-05-18,18,130
2019-05-18,19,53
2019-05-18,20,71
2019-05-18,21,64
2019-05-18,22,50
2019-05-18,23,59
2019-05-19,0,35
2019-05-19,1,82
2019-05-19,2,52
2019-05-19,3,49
2019-05-19,7,103
2019-05-19,8,92
2019-05-19,9,51
2019-05-19,10,120
2019-05-19,11,72
2019-05-19,12,115
2019-05-19,13,148
2019-05-19,14,128
2019-05-19,15,56
2019-05-19,16,124
2019-05-19,17,72
2019-05-19,18,135
2019-05-19,19,111
2019-05-19,20,99
2019-05-19,21,76
2019-05-19,22,63
2019-05-19,23,24
2019-05-20,0,101
2019-05-20,6,51
2019-05-20,7,85
2019-05-20,8,72
2019-05-20,9,44
2019-05-20,10,43
2019-05-20,11,103
2019-05-20,12,101
2019-05-20,13,101
2019-05-20,14,21
2019-05-20,15,63
2019-05-20,16,111
2019-05-20,17,42
2019-05-20,18,130
2019-05-20,19,100
2019-05-20,20,69
2019-05-20,21,62
2019-05-20,22,55
2019-05-20,23,68
2019-05-21,0,57
2019-05-21,5,20
2019-05-21,6,76
2019-05-21,7,87
2019-05-21,8,83
2019-05-21,9,102
2019-05-21,10,51
2019-05-21,11,51
2019-05-21,12,54
2019-05-21,13,46
2019-05-21,14,71
2019-05-21,15,101
2019-05-21,16,34
2019-05-21,17,68
2019-05-21,18,32
2019-05-21,19,117
2019-05-21,20,98
2019-05-21,21,84
2019-05-21,22,53
2019-05-21,23,103
2019-05-22,0,31
2019-05-22,1,20
2019-05-22,6,18
2019-05-22,7,104
2019-05-22,8,117
2019-05-22,9,79
2019-05-22,10,96
2019-05-22,11,79
2019-05-22,12,116
2019-05-22,13,36
2019-05-22,14,92
2019-05-22,15,24
2019-05-22,16,108
2019-05-22,17,43
2019-05-22,18,39
2019-05-22,19,114
2019-05-22,20,109
2019-05-22,21,96
2019-05-22,22,10
2019-05-22,23,107
2019-05-23,0,101
2019-05-23,3,49
2019-05-23,5,20
2019-05-23,6,68
2019-05-23,7,72
2019-05-23,8,32
2019-05-23,9,64
2019-05-23,10,46
2019-05-23,11,53
2019-05-23,12,69
2019-05-23,13,49
2019-05-23,14,62
2019-05-23,15,92
2019-05-23,16,60
2019-05-23,17,132
2019-05-23,18,122
2019-05-23,19,84
2019-05-23,20,32
2019-05-23,21,67
2019-05-23,22,72
2019-05-23,23,31
2019-05-24,0,31
2019-05-24,1,43
2019-05-24,2,49
2019-05-24,6,98
2019-05-24,7,53
2019-05-24,8,45
2019-05-24,9,34
2019-05-24,10,14
2019-05-24,11,108
2019-05-24,12,102
2019-05-24,13,95
2019-05-24,14,109
2019-05-24,15,109
2019-05-24,16,104
2019-05-24,17,103
2019-05-24,18,105
2019-05-24,19,45
2019-05-24,20,31
2019-05-24,21,43
2019-05-24,22,65
2019-05-24,23,66
2019-05-25,0,98
2019-05-25,1,56
2019-05-25,2,71
2019-05-25,3,96
2019-05-25,4,40
2019-05-25,5,7
2019-05-25,7,40
2019-05-25,8,75
2019-05-25,9,42
2019-05-25,10,65
2019-05-25,11,115
2019-05-25,12,166
2019-05-25,13,107
2019-05-25,14,122
2019-05-25,15,111
2019-05-25,16,126
2019-05-25,17,121
2019-05-25,18,70
2019-05-25,19,74
2019-05-25,20,98
2019-05-25,21,110
2019-05-25,22,40
2019-05-25,23,13
2019-05-26,0,68
2019-05-26,1,33
2019-05-26,2,94
2019-05-26,3,55
2019-05-26,5,82
2019-05-26,6,25
2019-05-26,7,14
2019-05-26,8,16
2019-05-26,9,94
2019-05-26,10,90
2019-05-26,11,114
2019-05-26,12,128
2019-05-26,13,127
2019-05-26,14,114
2019-05-26,15,119
2019-05-26,16,77
2019-05-26,17,115
2019-05-26,18,99
2019-05-26,19,77
2019-05-26,20,91
2019-05-26,21,102
2019-05-26,22,67
2019-05-26,23,75
2019-05-27,2,9
2019-05-27,5,84
2019-05-27,6,46
2019-05-27,7,25
2019-05-27,8,122
2019-05-27,9,124
2019-05-27,10,64
2019-05-27,11,104
2019-05-27,12,109
2019-05-27,13,99
2019-05-27,14,100
2019-05-27,15,23
2019-05-27,16,100
2019-05-27,17,116
2019-05-27,18,72
2019-05-27,19,90
2019-05-27,20,18
2019-05-27,21,15
2019-05-27,22,96
2019-05-27,23,79
2019-05-28,1,64
2019-05-28,2,51
2019-05-28,3,62
2019-05-28,6,46
2019-05-28,7,90
2019-05-28,8,28
2019-05-28,9,30
2019-05-28,10,92
2019-05-28,11,83
2019-05-28,12,29
2019-05-28,13,44
2019-05-28,14,113
2019-05-28,15,71
2019-05-28,16,76
2019-05-28,17,75
2019-05-28,18,122
2019-05-28,19,20
2019-05-28,20,81
2019-05-28,21,39
2019-05-28,22,107
2019-05-28,23,76
2019-05-29,0,22
2019-05-29,3,78
2019-05-29,6,49
2019-05-29,7,18
2019-05-29,8,88
2019-05-29,9,88
2019-05-29,10,91
2019-05-29,11,113
2019-05-29,12,50
2019-05-29,13,65
2019-05-29,14,106
2019-05-29,15,17
2019-05-29,16,52
2019-05-29,17,89
2019-05-29,18,135
2019-05-29,19,73
2019-05-29,20,41
2019-05-29,21,35
2019-05-29,22,97
2019-05-29,23,27
2019-05-30,0,38
2019-05-30,1,59
2019-05-30,3,45
2019-05-30,6,84
2019-05-30,7,107
2019-05-30,8,100
2019-05-30,9,109
2019-05-30,10,105
2019-05-30,11,87
2019-05-30,12,71
2019-05-30,13,85
2019-05-30,14,78
2019-05-30,15,86
2019-05-30,16,96
2019-05-30,17,131
2019-05-30,18,96
2019-05-30,19,93
2019-05-30,20,80
2019-05-30,21,65
2019-05-30,22,34
2019-05-30,23,86
2019-05-31,0,19
2019-05-31,1,38
2019-05-31,2,73
2019-05-31,3,76
2019-05-31,5,11
2019-05-31,6,3
2019-05-31,7,51
2019-05-31,8,104
2019-05-31,9,132
2019-05-31,10,131
2019-05-31,11,71
2019-05-31,12,79
2019-05-31,13,95
2019-05-31,14,170
2019-05-31,15,163
2019-05-31,16,209
2019-05-31,17,126
2019-05-31,18,166
2019-05-31,19,114
2019-05-31,20,155
2019-05-31,21,242
2019-05-31,22,152
2019-05-31,23,97
2019-06-01,0,35
2019-06-01,1,19
2019-06-01,2,59
2019-06-01,3,36
2019-06-01,6,69
2019-06-01,7,59
2019-06-01,8,75
2019-06-01,9,118
2019-06-01,10,118
2019-06-01,11,199
2019-06-01,12,229
2019-06-01,13,284
2019-06-01,14,227
2019-06-01,15,227
2019-06-01,16,132
2019-06-01,17,149
2019-06-01,18,217
2019-06-01,19,170
2019-06-01,20,153
2019-06-01,21,213
2019-06-01,22,161
2019-06-01,23,157
2019-06-02,0,38
2019-06-02,1,78
2019-06-02,2,96
2019-06-02,3,77
2019-06-02,6,7
2019-06-02,7,59
2019-06-02,8,40
2019-06-02,9,85
2019-06-02,10,137
2019-06-02,11,213
2019-06-02,12,165
2019-06-02,13,212
2019-06-02,14,163
2019-06-02,15,174
2019-06-02,16,205
2019-06-02,17,188
2019-06-02,18,187
2019-06-02,19,115
2019-06-02,20,154
2019-06-02,21,211
2019-06-02,22,97
2019-06-02,23,30
2019-06-03,0,53
2019-06-03,1,21
2019-06-03,2,72
2019-06-03,3,67
2019-06-03,4,33
2019-06-03,6,29
2019-06-03,7,69
2019-06-03,8,122
2019-06-03,9,101
2019-06-03,10,59
2019-06-03,11,67
2019-06-03,12,84
2019-06-03,13,122
2019-06-03,14,57
2019-06-03,15,135
2019-06-03,16,85
2019-06-03,17,106
2019-06-03,18,104
2019-06-03,19,109
2019-06-03,20,28
2019-06-03,21,101
2019-06-03,22,8
2019-06-03,23,16
2019-06-04,0,36
2019-06-04,6,53
2019-06-04,7,114
2019-06-04,8,39
2019-06-04,9,96
2019-06-04,10,122
2019-06-04,11,100
2019-06-04,12,21
2019-06-04,13,83
2019-06-04,14,62
2019-06-04,15,67
2019-06-04,16,135
2019-06-04,17,63
2019-06-04,18,98
2019-06-04,19,65
2019-06-04,20,58
2019-06-04,21,50
2019-06-04,22,34
2019-06-04,23,70
2019-06-05,0,92
2019-06-05,6,14
2019-06-05,7,89
2019-06-05,8,83
2019-06-05,9,37
2019-06-05,10,99
2019-06-05,11,76
2019-06-05,12,64
2019-06-05,13,90
2019-06-05,14,132
2019-06-05,15,104
2019-06-05,16,55
2019-06-05,17,104
2019-06-05,18,47
2019-06-05,19,34
2019-06-05,20,60
2019-06-05,21,31
2019-06-05,22,48
2019-06-05,23,9
2019-06-06,0,91
2019-06-06,5,48
2019-06-06,6,20
2019-06-06,7,31
2019-06-06,8,24
2019-06-06,9,16
2019-06-06,10,81
2019-06-06,11,94
2019-06-06,12,78
2019-06-06,13,63
2019-06-06,14,92
2019-06-06,15,126
2019-06-06,16,50
2019-06-06,17,149
2019-06-06,18,140
2019-06-06,19,103
2019-06-06,20,36
2019-06-06,21,63
2019-06-06,22,16
2019-06-06,23,107
2019-06-07,0,69
2019-06-07,1,89
2019-06-07,2,15
2019-06-07,6,78
2019-06-07,7,92
2019-06-07,8,52
2019-06-07,9,45
2019-06-07,10,66
2019-06-07,11,100
2019-06-07,12,131
2019-06-07,13,122
2019-06-07,14,172
2019-06-07,15,160
2019-06-07,16,140
2019-06-07,17,75
2019-06-07,18,118
2019-06-07,19,79
2019-06-07,20,105
2019-06-07,21,275
2019-06-07,22,141
2019-06-07,23,38
2019-06-08,0,16
2019-06-08,1,57
2019-06-08,2,40
2019-06-08,4,12
2019-06-08,6,39
2019-06-08,8,63
2019-06-08,10,78
2019-06-08,11,73
2019-06-08,12,161
2019-06-08,13,214
2019-06-08,14,244
2019-06-08,15,230
2019-06-08,16,186
2019-06-08,17,120
2019-06-08,18,164
2019-06-08,19,83
2019-06-08,20,176
2019-06-08,21,246
2019-06-08,22,98
2019-06-08,23,123
2019-06-09,0,108
2019-06-09,1,50
2019-06-09,2,72
2019-06-09,4,85
2019-06-09,5,13
2019-06-09,7,68
2019-06-09,8,43
2019-06-09,9,25
2019-06-09,10,64
2019-06-09,11,159
2019-06-09,12,227
2019-06-09,13,270
2019-06-09,14,175
2019-06-09,15,234
2019-06-09,16,222
2019-06-09,17,102
2019-06-09,18,185
2019-06-09,19,138
2019-06-09,20,152
2019-06-09,21,194
2019-06-09,22,116
2019-06-09,23,121
2019-06-10,0,49
2019-06-10,1,65
2019-06-10,2,9
2019-06-10,4,5
2019-06-10,6,7
2019-06-10,7,96
2019-06-10,8,21
2019-06-10,9,12
2019-06-10,10,116
2019-06-10,11,125
2019-06-10,12,130
2019-06-10,13,91
2019-06-10,14,136
2019-06-10,15,107
2019-06-10,16,164
2019-06-10,17,87
2019-06-10,18,43
2019-06-10,19,100
2019-06-10,20,88
2019-06-10,21,95
2019-06-10,22,64
2019-06-10,23,33
2019-06-11,0,12
2019-06-11,1,8
2019-06-11,6,42
2019-06-11,7,35
2019-06-11,8,50
2019-06-11,9,117
2019-06-11,10,44
2019-06-11,11,69
2019-06-11,12,64
2019-06-11,13,102
2019-06-11,14,37
2019-06-11,15,124
2019-06-11,16,82
2019-06-11,17,145
2019-06-11,18,105
2019-06-11,19,102
2019-06-11,20,68
2019-06-11,21,50
2019-06-11,22,62
2019-06-11,23,110
2019-06-12,0,36
2019-06-12,1,82
2019-06-12,3,102
2019-06-12,6,76
2019-06-12,7,35
2019-06-12,8,63
2019-06-12,9,109
2019-06-12,10,82
2019-06-12,11,58
2019-06-12,12,140
2019-06-12,13,135
2019-06-12,14,57
2019-06-12,15,65
2019-06-12,16,96
2019-06-12,17,119
2019-06-12,18,87
2019-06-12,19,73
2019-06-12,20,52
2019-06-12,21,53
2019-06-12,22,115
2019-06-12,23,59
2019-06-13,0,23
2019-06-13,1,7
2019-06-13,6,40
2019-06-13,7,68
2019-06-13,8,74
2019-06-13,9,23
2019-06-13,10,80
2019-06-13,11,82
2019-06-13,12,125
2019-06-13,13,62
2019-06-13,14,92
2019-06-13,15,92
2019-06-13,16,107
2019-06-13,17,43
2019-06-13,18,90
2019-06-13,19,93
2019-06-13,20,29
2019-06-13,21,15
2019-06-13,22,105
2019-06-13,23,82
2019-06-14,0,71
2019-06-14,1,104
2019-06-14,2,75
2019-06-14,6,32
2019-06-14,7,98
2019-06-14,8,110
2019-06-14,9,106
2019-06-14,10,41
2019-06-14,11,140
2019-06-14,12,146
2019-06-14,13,139
2019-06-14,14,70
2019-06-14,15,80
2019-06-14,16,94
2019-06-14,17,85
2019-06-14,18,112
2019-06-14,19,32
2019-06-14,20,89
2019-06-14,21,62
2019-06-14,22,102
2019-06-14,23,99
2019-06-15,0,88
2019-06-15,1,61
2019-06-15,2,31
2019-06-15,3,96
2019-06-15,7,91
2019-06-15,8,25
2019-06-15,9,71
2019-06-15,10,156
2019-06-15,11,156
2019-06-15,12,140
2019-06-15,13,192
2019-06-15,14,145
2019-06-15,15,182
2019-06-15,16,169
2019-06-15,17,125
2019-06-15,18,135
2019-06-15,19,56
2019-06-15,20,118
2019-06-15,21,40
2019-06-15,22,113
2019-06-15,23,50
2019-06-16,0,15
2019-06-16,1,90
2019-06-16,2,106
2019-06-16,4,18
2019-06-16,6,80
2019-06-16,7,102
2019-06-16,8,57
2019-06-16,9,103
2019-06-16,10,76
2019-06-16,11,124
2019-06-16,12,137
2019-06-16,13,136
2019-06-16,14,101
2019-06-16,15,72
2019-06-16,16,95
2019-06-16,17,100
2019-06-16,18,93
2019-06-16,19,57
2019-06-16,20,74
2019-06-16,21,89
2019-06-16,22,53
2019-06-16,23,95
2019-06-17,0,66
2019-06-17,6,39
2019-06-17,7,86
2019-06-17,8,92
2019-06-17,9,75
2019-06-17,10,128
2019-06-17,11,97
2019-06-17,12,125
2019-06-17,13,71
2019-06-17,14,98
2019-06-17,15,85
2019-06-17,16,117
2019-06-17,17,68
2019-06-17,18,34
2019-06-17,19,43
2019-06-17,20,26
2019-06-17,21,84
2019-06-17,22,68
2019-06-17,23,84
2019-06-18,0,102
2019-06-18,6,11
2019-06-18,7,74
2019-06-18,8,103
2019-06-18,9,92
2019-06-18,10,51
2019-06-18,11,42
2019-06-18,12,111
2019-06-18,13,103
2019-06-18,14,58
2019-06-18,15,106
2019-06-18,16,38
2019-06-18,17,39
2019-06-18,18,45
2019-06-18,19,86
2019-06-18,20,66
2019-06-18,21,31
2019-06-18,22,85
2019-06-18,23,28
2019-06-19,0,80
2019-06-19,1,97
2019-06-19,2,2
2019-06-19,6,82
2019-06-19,7,23
2019-06-19,8,44
2019-06-19,9,39
2019-06-19,10,92
2019-06-19,11,81
2019-06-19,12,37
2019-06-19,13,82
2019-06-19,14,73
2019-06-19,15,51
2019-06-19,16,127
2019-06-19,17,99
2019-06-19,18,51
2019-06-19,19,35
2019-06-19,20,62
2019-06-19,21,86
2019-06-19,22,104
2019-06-19,23,25
2019-06-20,0,17
2019-06-20,1,94
2019-06-20,2,54
2019-06-20,6,18
2019-06-20,7,88
2019-06-20,8,29
2019-06-20,9,78
2019-06-20,10,20
2019-06-20,11,88
2019-06-20,12,124
2019-06-20,13,44
2019-06-20,14,77
2019-06-20,15,89
2019-06-20,16,116
2019-06-20,17,108
2019-06-20,18,132
2019-06-20,19,72
2019-06-20,20,46
2019-06-20,21,90
2019-06-20,22,93
2019-06-20,23,71
2019-06-21,0,39
2019-06-21,1,105
2019-06-21,2,38
2019-06-21,3,5
2019-06-21,5,3
2019-06-21,6,11
2019-06-21,7,38
2019-06-21,8,94
2019-06-21,9,32
2019-06-21,10,149
2019-06-21,11,167
2019-06-21,12,169
2019-06-21,13,126
2019-06-21,14,147
2019-06-21,15,52
2019-06-21,16,82
2019-06-21,17,118
2019-06-21,18,55
2019-06-21,19,114
2019-06-21,20,57
2019-06-21,21,74
2019-06-21,22,59
2019-06-21,23,59
2019-06-22,0,80
2019-06-22,1,73
2019-06-22,2,18
2019-06-22,3,65
2019-06-22,6,59
2019-06-22,7,73
2019-06-22,8,97
2019-06-22,9,43
2019-06-22,10,72
2019-06-22,11,125
2019-06-22,12,101
2019-06-22,13,125
2019-06-22,14,160
2019-06-22,15,116
2019-06-22,16,87
2019-06-22,17,150
2019-06-22,18,79
2019-06-22,19,106
2019-06-22,20,22
2019-06-22,21,76
2019-06-22,22,55
2019-06-22,23,31
2019-06-23,0,90
2019-06-23,1,101
2019-06-23,2,27
2019-06-23,3,100
2019-06-23,4,51
2019-06-23,6,48
2019-06-23,7,66
2019-06-23,8,22
2019-06-23,9,121
2019-06-23,10,50
2019-06-23,11,88
2019-06-23,12,63
2019-06-23,13,165
2019-06-23,14,125
2019-06-23,15,111
2019-06-23,16,109
2019-06-23,17,83
2019-06-23,18,54
2019-06-23,19,85
2019-06-23,20,93
2019-06-23,21,22
2019-06-23,22,42
2019-06-23,23,104
2019-06-24,0,83
2019-06-24,5,72
2019-06-24,6,72
2019-06-24,7,44
2019-06-24,8,80
2019-06-24,9,92
2019-06-24,10,81
2019-06-24,11,61
2019-06-24,12,81
2019-06-24,13,83
2019-06-24,14,76
2019-06-24,15,81
2019-06-24,16,56
2019-06-24,17,115
2019-06-24,18,114
2019-06-24,19,93
2019-06-24,20,97
2019-06-24,21,17
2019-06-24,22,85
2019-06-24,23,67
2019-06-25,0,95
2019-06-25,1,9
2019-06-25,2,26
2019-06-25,5,75
2019-06-25,6,23
2019-06-25,7,99
2019-06-25,8,75
2019-06-25,9,110
2019-06-25,10,37
2019-06-25,11,113
2019-06-25,12,49
2019-06-25,13,65
2019-06-25,14,111
2019-06-25,15,111
2019-06-25,16,89
2019-06-25,17,54
2019-06-25,18,95
2019-06-25,19,121
2019-06-25,20,66
2019-06-25,21,61
2019-06-25,22,91
2019-06-25,23,70
2019-06-26,0,71
2019-06-26,2,93
2019-06-26,4,3
2019-06-26,5,14
2019-06-26,6,28
2019-06-26,7,86
2019-06-26,8,22
2019-06-26,9,96
2019-06-26,10,20
2019-06-26,11,50
2019-06-26,12,74
2019-06-26,13,84
2019-06-26,14,88
2019-06-26,15,90
2019-06-26,16,102
2019-06-26,17,133
2019-06-26,18,96
2019-06-26,19,100
2019-06-26,20,97
2019-06-26,21,68
2019-06-26,22,25
2019-06-26,23,54
2019-06-27,0,65
2019-06-27,1,40
