product_id,product_name,category,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,farm_location,sale_date
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,7.80,46685,10084,36601,Ranchers Pride,"Markston, MS",2022-08-10
4a0f8862-c851-4073-bc17-3a3d93834902,Beef,Livestock,8.06,36605,15058,21547,Ranchers Pride,"Zechariahberg, AZ",2022-12-15
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,11.83,44332,37427,6905,Ranchers Pride,"Hayesborough, OR",2023-05-23
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,11.33,49540,17016,32524,Prime Meats LLC,"Fort Jace, RI",2022-03-29
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.27,28610,19919,8691,Fresh Harvest Co.,"Gislasonport, AK",2022-10-15
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.74,6724,6111,613,Organic Valley,"South Linaview, MS",2022-06-21
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.95,15597,7642,7955,Fresh Harvest Co.,"Fort Jesus, NV",2022-07-31
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.67,11525,549,10976,Fresh Harvest Co.,"Hazletown, AR",2023-12-05
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.83,33580,7623,25957,Fresh Dairy Farms,"South Rachelle, NM",2023-03-16
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.49,15246,7974,7272,Orchard Lane Farms,"Port Hillaryworth, NV",2023-11-30
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.14,11713,6859,4854,Dairyland Co-op,"Lillianastad, NY",2023-09-03
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.65,9993,8715,1278,Sunrise Agriculture,"Schmidtland, IL",2023-03-16
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,26677,20198,6479,Organic Grain Collective,"New Bradford, DE",2023-01-13
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.03,2739,2437,302,Sunrise Agriculture,"West Mariela, GA",2022-09-22
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.83,4005,1556,2449,Golden Harvest Agriculture,"East Reagan, WY",2022-11-27
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.05,11935,11904,31,Dairyland Co-op,"Heathcotebury, TX",2023-05-26
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,10.60,25340,21593,3747,Ranchers Pride,"Halletown, NV",2023-10-23
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.69,12372,360,12012,Golden Harvest Agriculture,"New Lelaton, ME",2022-02-11
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,8.19,22749,15872,6877,Happy Cows Dairy,"Greenholtbury, VT",2023-06-08
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,14.29,44870,17622,27248,Organic Meats Co.,"Fridaberg, OK",2022-08-20
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.31,35800,14399,21401,Orchard Lane Farms,"North Alize, VT",2023-03-03
0985f295-bb82-484f-9cab-76637e8e8bdb,Chicken,Livestock,2.94,27032,12218,14814,Ranchers Pride,"New Selinabury, PA",2022-02-16
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.03,14919,7257,7662,Country Fresh Meats,"New Bertrammouth, AZ",2023-01-17
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,12.79,30038,10197,19841,Prime Meats LLC,"Fort Hank, OK",2023-05-31
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.86,37242,12607,24635,Nature's Best Produce,"Streichburgh, WA",2023-02-26
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.19,12876,7247,5629,Citrus World Inc.,"Kingsport, WI",2023-02-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.84,30039,14677,15362,Citrus World Inc.,"Estachester, OK",2022-08-09
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.26,14437,2052,12385,Citrus World Inc.,"Ernsershire, AZ",2022-11-17
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.70,1942,1809,133,Citrus World Inc.,"North Keyshawn, OR",2023-08-18
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.66,27355,19165,8190,Berry Fields,"Danville, TX",2023-04-24
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,0.97,29042,18153,10889,Fresh Dairy Farms,"Bogisichmouth, HI",2023-04-09
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.77,1516,789,727,Golden Harvest Agriculture,"Toyborough, NE",2023-07-28
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.25,48750,3181,45569,Berry Fields,"Vinniefurt, AK",2022-07-28
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.51,33970,24166,9804,Organic Grain Collective,"East Ovaville, MN",2022-01-07
0985f295-bb82-484f-9cab-76637e8e8bdb,Chicken,Livestock,2.65,27725,4995,22730,Organic Meats Co.,"Fort Lura, FL",2023-01-25
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.68,32287,17897,14390,Nature's Best Produce,"Ponce, CA",2022-07-04
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.40,41570,31517,10053,Berry Fields,"Jacobsonton, WY",2022-06-02
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.18,39824,10812,29012,Berry Fields,"St. Joseph, NC",2023-10-13
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.69,14113,4821,9292,Citrus World Inc.,"Fort Leo, MN",2023-02-15
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.43,4605,2951,1654,Organic Grain Collective,"Watsicafort, WV",2022-09-20
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.90,29401,15477,13924,Golden Harvest Agriculture,"North Kennedyfurt, WY",2022-03-24
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.87,22623,5521,17102,Berry Fields,"North Nettie, WV",2023-03-19
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.93,5224,1220,4004,Farmers Grain Union,"South Staceyboro, MI",2022-04-13
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.80,43447,25555,17892,Citrus World Inc.,"Hodkiewiczhaven, NY",2023-06-21
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,6.51,24980,7501,17479,Fresh Dairy Farms,"Antelope, WA",2023-10-30
0985f295-bb82-484f-9cab-76637e8e8bdb,Chicken,Livestock,3.58,17520,7145,10375,Ranchers Pride,"East Jamarcus, ME",2023-04-02
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,8.17,42339,41740,599,Ranchers Pride,"Finncester, OK",2022-06-30
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.12,11278,8209,3069,Nature's Best Produce,"Lake Carrollville, KS",2023-11-15
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.00,26500,867,25633,Prime Meats LLC,"Port Dave, NV",2023-03-29
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,11.77,25789,804,24985,Organic Meats Co.,"Reynoldsboro, VA",2022-01-18
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.96,36966,3694,33272,Organic Grain Collective,"Gutmannfort, WY",2023-08-19
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,4.36,47330,37854,9476,Fresh Dairy Farms,"Waterschester, TN",2023-03-19
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,0.99,9701,2923,6778,Fresh Dairy Farms,"Oberbrunnerton, WA",2022-05-11
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.28,34755,3522,31233,Organic Valley,"Lake Antoniahaven, TX",2023-11-10
4a0f8862-c851-4073-bc17-3a3d93834902,Beef,Livestock,9.96,49565,18030,31535,Country Fresh Meats,"Jupiter, NE",2022-02-11
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,4.25,48072,15733,32339,Organic Valley,"Watsicaside, KY",2022-10-09
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,9.18,32314,8515,23799,Happy Cows Dairy,"High Point, MA",2022-07-29
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.41,28624,24538,4086,Fresh Dairy Farms,"Bellingham, SC",2023-09-26
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,13.52,44100,26838,17262,Ranchers Pride,"Heathcotetown, OK",2022-10-28
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.92,30336,5984,24352,Golden Harvest Agriculture,"New Rosendoworth, SC",2023-12-14
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.65,40813,10955,29858,Berry Fields,"Metzfurt, AR",2022-01-18
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,8.17,38275,6831,31444,Dairyland Co-op,"Grand Prairie, NE",2022-04-01
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.72,18562,12614,5948,Midwest Grains Co.,"Gerlachmouth, IL",2023-10-14
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.90,14753,9038,5715,Prime Meats LLC,"Hesselbury, NC",2023-04-19
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,7.02,35502,14046,21456,Orchard Lane Farms,"Jermeyview, GA",2023-09-17
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.66,36053,31289,4764,Sunrise Agriculture,"Boca Raton, TX",2023-05-25
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,13.89,29060,19060,10000,Country Fresh Meats,"Fort Dusty, NV",2022-02-16
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.48,14145,9202,4943,Country Fresh Meats,"Helenview, ME",2022-08-27
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.32,17811,7752,10059,Fresh Harvest Co.,"New Saige, WV",2023-10-04
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.28,41681,9875,31806,Prime Meats LLC,"Schaefertown, HI",2022-10-11
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.71,6367,1619,4748,Fresh Harvest Co.,"Fort Anais, AR",2023-06-07
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.45,13228,2350,10878,Fresh Dairy Farms,"Bridgeport, HI",2023-05-15
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.38,29523,7387,22136,Citrus World Inc.,"Pompano Beach, FL",2023-07-11
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.95,42198,227,41971,Golden Harvest Agriculture,"North Sylvester, TX",2023-06-29
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.54,19694,7457,12237,Golden Harvest Agriculture,"Stoltenbergberg, NE",2022-02-07
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.04,36781,12031,24750,Fresh Harvest Co.,"North Saige, KY",2022-08-08
0985f295-bb82-484f-9cab-76637e8e8bdb,Chicken,Livestock,2.91,44091,14941,29150,Ranchers Pride,"Tacoma, UT",2022-08-31
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.48,42535,24295,18240,Ranchers Pride,"New Tomport, PA",2023-10-04
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,12.36,28548,6661,21887,Ranchers Pride,"Stokesburgh, WY",2023-02-07
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,8.96,45484,13030,32454,Dairyland Co-op,"Jolieview, OK",2022-10-23
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.51,42771,22000,20771,Midwest Grains Co.,"Rosefort, NV",2023-08-18
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,7.70,7210,1199,6011,Organic Meats Co.,"South Madie, NH",2023-12-30
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.73,12162,2725,9437,Green Valley Farms,"Hayesstead, NY",2023-07-23
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.92,45107,7143,37964,Green Valley Farms,"Hermannworth, TX",2022-06-13
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.98,17926,9088,8838,Sunrise Agriculture,"Waltercester, OR",2023-11-23
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.53,32594,3285,29309,Berry Fields,"Linden, AR",2022-04-16
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.96,29369,12894,16475,Fresh Harvest Co.,"Port Skyla, MS",2022-01-26
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.11,8623,3491,5132,Berry Fields,"West Darwinboro, IN",2023-02-21
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.80,24009,1833,22176,Dairyland Co-op,"Zemlakboro, KS",2022-12-10
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.95,24861,2446,22415,Berry Fields,"North Highlands, OH",2023-05-26
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,4.66,10611,7749,2862,Dairyland Co-op,"Altadena, AK",2022-12-25
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.26,25373,18498,6875,Nature's Best Produce,"Fort Lennyshire, RI",2022-02-05
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.13,39507,21584,17923,Farmers Grain Union,"Harmonyville, AR",2023-07-23
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.61,37528,22791,14737,Farmers Grain Union,"Fort Zander, NV",2022-06-28
4a0f8862-c851-4073-bc17-3a3d93834902,Beef,Livestock,9.29,21127,19992,1135,Ranchers Pride,"Schambergerboro, WI",2022-08-08
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.40,8088,5306,2782,Farmers Grain Union,"Sunrise, AL",2023-09-14
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.96,7905,7618,287,Berry Fields,"Anchorage, CA",2022-04-16
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.55,30847,8770,22077,Golden Orchards,"Wintheisertown, CO",2023-06-13
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.72,37786,28894,8892,Berry Fields,"South Dwightburgh, TX",2022-01-14
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.36,43027,12954,30073,Citrus World Inc.,"Alainaside, WI",2023-08-07
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.32,27040,8893,18147,Citrus World Inc.,"Utica, CT",2023-04-06
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.58,28827,8590,20237,Orchard Lane Farms,"Muellertown, WA",2023-05-10
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.51,6599,153,6446,Farmers Grain Union,"New Gretchenshire, NC",2022-07-04
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.61,16677,11341,5336,Organic Grain Collective,"West Damion, TN",2022-06-13
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,1.02,44328,12648,31680,Dairyland Co-op,"West Lamonthaven, SD",2023-11-24
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.90,24910,9300,15610,Berry Fields,"New Cale, HI",2023-07-04
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.24,43059,5602,37457,Happy Cows Dairy,"Lake Celia, NJ",2023-09-05
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.70,30409,24310,6099,Happy Cows Dairy,"Wizaworth, TN",2022-03-28
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.82,2990,1219,1771,Green Valley Farms,"South Anahicester, MN",2022-05-01
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.40,11739,723,11016,Berry Fields,"Gary, CO",2022-10-26
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.94,23156,1470,21686,Sunrise Agriculture,"West Deangelo, IA",2022-07-21
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.76,23196,2085,21111,Orchard Lane Farms,"Louisville/Jefferson County, IL",2023-05-02
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.49,14643,11617,3026,Happy Cows Dairy,"Murazikchester, UT",2022-06-12
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.25,24669,6814,17855,Orchard Lane Farms,"Rodriguezberg, LA",2023-12-05
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.19,5535,1325,4210,Farmers Grain Union,"Edport, NE",2022-10-02
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.79,46804,31509,15295,Sunrise Agriculture,"East Valentinaburgh, AL",2023-11-12
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.83,18987,394,18593,Organic Meats Co.,"Zboncakboro, AR",2023-08-29
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.07,46879,27674,19205,Sunrise Agriculture,"Luraside, NM",2023-01-02
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.31,31069,4330,26739,Green Valley Farms,"North Eveline, MI",2022-12-16
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.28,9409,2210,7199,Fresh Harvest Co.,"New Lamont, OK",2023-08-30
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,9.32,45065,32268,12797,Happy Cows Dairy,"Nehastad, KS",2022-04-13
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,6.72,46938,44262,2676,Fresh Dairy Farms,"Lake Reynold, MD",2023-07-26
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,8.96,34691,16873,17818,Fresh Dairy Farms,"Lake Linneaport, CO",2023-01-21
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.67,30488,5897,24591,Citrus World Inc.,"Watsicaport, MA",2023-07-13
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.01,31718,27085,4633,Dairyland Co-op,"Fadelton, SC",2022-03-07
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.61,46543,21507,25036,Midwest Grains Co.,"Marjoryfield, PA",2023-11-15
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.69,19805,6237,13568,Golden Orchards,"Kathleenmouth, PA",2022-08-31
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,1.24,22277,12924,9353,Organic Valley,"Maymieworth, KY",2022-10-24
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.95,46661,6405,40256,Organic Meats Co.,"Allanfort, KY",2023-02-19
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.77,8878,4305,4573,Orchard Lane Farms,"Lake Birdieburgh, WI",2022-09-07
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.07,10470,1872,8598,Green Valley Farms,"Greenfield, WY",2022-10-28
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,3.60,44835,21499,23336,Dairyland Co-op,"Dangelobury, TX",2022-02-23
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,1.20,17133,5227,11906,Happy Cows Dairy,"Trantowhaven, WA",2022-09-13
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.67,9795,239,9556,Midwest Grains Co.,"Jersey City, AR",2022-01-27
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.87,16016,12674,3342,Farmers Grain Union,"Lake Jevon, ME",2022-10-18
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.87,45859,24630,21229,Fresh Dairy Farms,"Carmichael, NV",2023-02-10
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.86,23803,9777,14026,Golden Orchards,"Carson, ME",2022-06-17
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,12.05,46376,32952,13424,Organic Meats Co.,"Barrowschester, NY",2023-04-14
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.47,6636,3497,3139,Citrus World Inc.,"Lake Vanceview, ME",2022-08-19
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,6.74,39545,29621,9924,Fresh Dairy Farms,"Salinas, MI",2023-03-17
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.95,10310,6908,3402,Organic Grain Collective,"South Lelah, WV",2022-07-06
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.91,38797,24152,14645,Fresh Dairy Farms,"South Celia, NC",2022-07-02
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.11,24722,24650,72,Golden Harvest Agriculture,"Rempelview, ND",2023-08-21
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.83,47601,8367,39234,Green Valley Farms,"Bauchboro, AR",2022-02-23
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.96,48254,26938,21316,Nature's Best Produce,"VonRuedenland, KY",2022-06-11
0985f295-bb82-484f-9cab-76637e8e8bdb,Chicken,Livestock,2.75,45887,7258,38629,Organic Meats Co.,"East Dejonside, ID",2023-08-09
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.17,40391,33075,7316,Sunrise Agriculture,"North Nicolas, SC",2023-01-30
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.42,16407,15201,1206,Organic Valley,"East Adolfo, PA",2022-08-21
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.68,47563,22437,25126,Midwest Grains Co.,"Juliechester, CA",2023-05-01
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.81,19122,16306,2816,Sunrise Agriculture,"Ann Arbor, SD",2022-01-30
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,20854,2784,18070,Midwest Grains Co.,"Boston, CA",2022-03-31
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.45,4105,3781,324,Organic Valley,"Fort Khalilbury, AZ",2023-09-05
4a0f8862-c851-4073-bc17-3a3d93834902,Beef,Livestock,8.02,6314,5812,502,Ranchers Pride,"Haverhill, SD",2023-02-26
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.61,40978,1832,39146,Green Valley Farms,"Andersonborough, OH",2023-04-16
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.76,47245,45539,1706,Sunrise Agriculture,"Fort Kayceeberg, VA",2023-02-20
9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,Butter,Dairy,5.14,15794,15646,148,Fresh Dairy Farms,"Farmington, WI",2022-10-11
b12c721e-8301-4b08-8ac3-d435be9b8b32,Lamb,Livestock,13.19,23494,17199,6295,Country Fresh Meats,"Rolfsonfurt, MS",2022-05-16
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.55,4625,3265,1360,Fresh Harvest Co.,"East Karolann, DE",2022-08-24
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.52,14248,2877,11371,Farmers Grain Union,"Hialeah, OH",2022-04-04
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.65,49482,16078,33404,Orchard Lane Farms,"West Lisandro, FL",2022-01-22
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.80,31049,30339,710,Golden Orchards,"Stromanstead, CA",2023-06-08
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,6.40,48130,24898,23232,Organic Meats Co.,"Rudolphboro, VA",2023-09-28
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.46,6121,2696,3425,Green Valley Farms,"Hutchinson, SC",2022-09-01
6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,Milk,Dairy,1.34,10144,6609,3535,Fresh Dairy Farms,"Jenkinstown, KY",2023-06-20
3b87981b-375b-494a-9b11-00bf7144143a,Pork,Livestock,7.06,25468,3419,22049,Prime Meats LLC,"Los Angeles, OH",2022-08-27
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,7.05,23893,9061,14832,Dairyland Co-op,"Erdmanfurt, KY",2022-03-02
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.00,18849,1038,17811,Organic Grain Collective,"Desireeburgh, AZ",2022-05-27
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,2.82,26031,21028,5003,Golden Orchards,"Lake Lorenaboro, CT",2022-12-14
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.86,17192,13228,3964,Golden Harvest Agriculture,"Fort Jimmie, KS",2023-04-10
7ba3ccef-363a-40c5-9bbd-a451068846c5,Yogurt,Dairy,2.45,20648,9990,10658,Happy Cows Dairy,"Pollycester, IL",2023-07-31
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.77,35240,21144,14096,Organic Grain Collective,"Leofield, NM",2022-03-07
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.59,4694,3980,714,Farmers Grain Union,"Okunevaburgh, TX",2022-12-10
57ad2178-9598-4981-b0f7-78a91162821e,Cheese,Dairy,7.50,5188,5054,134,Organic Valley,"Murphystead, AL",2023-03-24
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.55,4664,3745,919,Organic Grain Collective,"Stillwater, MT",2023-02-28
4a0f8862-c851-4073-bc17-3a3d93834902,Beef,Livestock,10.85,31876,5124,26752,Prime Meats LLC,"Lake Kaylahcester, NY",2022-08-22
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,1.03,14777,6826,7951,Farmers Grain Union,"Port Tristian, NC",2023-04-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.51,38899,7003,31896,Orchard Lane Farms,"Anderson, RI",2022-04-10
