unique_id,ds,y
F-187,2022-04-01,100.0
F-188,2022-04-01,60.0
F-189,2022-04-01,240.0
F-190,2022-04-01,1.0
F-191,2022-04-01,74.0
F-193,2022-04-01,450.0
F-194,2022-04-01,123.0
F-195,2022-04-01,242.0
F-196,2022-04-01,220.0
F-197,2022-04-01,184.0
F-198,2022-04-01,239.0
F-199,2022-04-01,165.0
F-200,2022-04-01,33.0
M-001,2022-04-01,73773.0
M-002,2022-04-01,32100.0
M-003,2022-04-01,25777.0
M-004,2022-04-01,15940.0
M-005,2022-04-01,19574.0
M-006,2022-04-01,1107.0
M-007,2022-04-01,7622.0
M-008,2022-04-01,7500.0
M-009,2022-04-01,6529.0
M-010,2022-04-01,5000.0
M-011,2022-04-01,3349.0
M-013,2022-04-01,4700.0
M-014,2022-04-01,4000.0
M-016,2022-04-01,605.0
M-017,2022-04-01,4228.0
M-018,2022-04-01,2835.0
M-019,2022-04-01,2790.0
M-020,2022-04-01,16204.0
M-021,2022-04-01,2970.0
M-022,2022-04-01,3601.0
M-023,2022-04-01,2600.0
M-024,2022-04-01,3326.0
M-025,2022-04-01,1020.0
M-026,2022-04-01,800.0
M-027,2022-04-01,1700.0
M-029,2022-04-01,1079.0
M-032,2022-04-01,1146.0
M-033,2022-04-01,0.0
M-034,2022-04-01,32.0
M-035,2022-04-01,1144.0
M-036,2022-04-01,1300.0
M-037,2022-04-01,3600.0
M-038,2022-04-01,439.0
M-039,2022-04-01,456.0
M-040,2022-04-01,945.0
M-041,2022-04-01,2000.0
M-042,2022-04-01,803.0
M-043,2022-04-01,1272.0
M-044,2022-04-01,900.0
M-046,2022-04-01,824.0
M-047,2022-04-01,900.0
M-048,2022-04-01,452.0
M-049,2022-04-01,800.0
M-050,2022-04-01,750.0
M-051,2022-04-01,1800.0
M-052,2022-04-01,715.0
M-053,2022-04-01,773.0
M-054,2022-04-01,673.0
M-056,2022-04-01,233.0
M-057,2022-04-01,78.0
M-058,2022-04-01,1600.0
M-059,2022-04-01,491.0
M-060,2022-04-01,892.0
M-061,2022-04-01,1000.0
M-062,2022-04-01,1550.0
M-063,2022-04-01,336.0
M-064,2022-04-01,997.0
M-065,2022-04-01,603.0
M-066,2022-04-01,800.0
M-067,2022-04-01,400.0
M-068,2022-04-01,300.0
M-069,2022-04-01,293.0
M-070,2022-04-01,452.0
M-071,2022-04-01,558.0
M-072,2022-04-01,1000.0
M-073,2022-04-01,100.0
M-074,2022-04-01,640.0
M-075,2022-04-01,458.0
M-076,2022-04-01,358.0
M-077,2022-04-01,298.0
M-078,2022-04-01,200.0
M-079,2022-04-01,912.0
M-080,2022-04-01,361.0
M-081,2022-04-01,300.0
M-082,2022-04-01,346.0
M-084,2022-04-01,239.0
M-085,2022-04-01,375.0
M-086,2022-04-01,289.0
M-087,2022-04-01,156.0
M-088,2022-04-01,366.0
M-089,2022-04-01,303.0
M-090,2022-04-01,769.0
M-092,2022-04-01,244.0
M-093,2022-04-01,280.0
M-094,2022-04-01,384.0
M-095,2022-04-01,253.0
M-096,2022-04-01,130.0
M-097,2022-04-01,348.0
M-098,2022-04-01,230.0
M-099,2022-04-01,600.0
M-100,2022-04-01,0.0
M-101,2022-04-01,225.0
M-102,2022-04-01,350.0
M-103,2022-04-01,98.0
M-104,2022-04-01,795.0
M-105,2022-04-01,275.0
M-109,2022-04-01,186.0
M-110,2022-04-01,247.0
M-111,2022-04-01,300.0
M-112,2022-04-01,150.0
M-113,2022-04-01,50.0
M-114,2022-04-01,3200.0
M-115,2022-04-01,227.0
M-116,2022-04-01,155.0
M-117,2022-04-01,0.0
M-118,2022-04-01,4.0
M-119,2022-04-01,184.0
M-120,2022-04-01,166.0
M-121,2022-04-01,137.0
M-122,2022-04-01,175.0
M-123,2022-04-01,182.0
M-124,2022-04-01,2.0
M-125,2022-04-01,5.0
M-126,2022-04-01,221.0
M-128,2022-04-01,0.0
M-129,2022-04-01,100.0
M-130,2022-04-01,15.0
M-131,2022-04-01,123.0
M-133,2022-04-01,100.0
M-134,2022-04-01,12.0
M-135,2022-04-01,137.0
M-136,2022-04-01,0.0
M-137,2022-04-01,85.0
M-138,2022-04-01,150.0
M-139,2022-04-01,0.0
M-141,2022-04-01,0.0
M-142,2022-04-01,900.0
M-145,2022-04-01,200.0
M-146,2022-04-01,108.0
M-147,2022-04-01,129.0
M-149,2022-04-01,125.0
M-150,2022-04-01,0.0
M-151,2022-04-01,63.0
M-152,2022-04-01,40.0
M-153,2022-04-01,13.0
M-155,2022-04-01,128.0
M-156,2022-04-01,0.0
M-157,2022-04-01,84.0
M-158,2022-04-01,25.0
M-159,2022-04-01,174.0
M-160,2022-04-01,44.0
M-161,2022-04-01,2.0
M-162,2022-04-01,98.0
M-163,2022-04-01,17.0
M-164,2022-04-01,207.0
M-165,2022-04-01,82.0
M-166,2022-04-01,60.0
M-167,2022-04-01,126.0
M-168,2022-04-01,127.0
M-169,2022-04-01,98.0
M-171,2022-04-01,101.0
M-172,2022-04-01,0.0
M-173,2022-04-01,25.0
M-174,2022-04-01,60.0
M-175,2022-04-01,83.0
M-176,2022-04-01,97.0
M-179,2022-04-01,214.0
M-180,2022-04-01,50.0
M-181,2022-04-01,41.0
M-182,2022-04-01,48.0
M-183,2022-04-01,0.0
M-184,2022-04-01,39.0
M-185,2022-04-01,51.0
M-186,2022-04-01,186.0
M-187,2022-04-01,46.0
M-188,2022-04-01,100.0
M-189,2022-04-01,66.0
M-190,2022-04-01,45.0
M-191,2022-04-01,69.0
M-192,2022-04-01,71.0
M-193,2022-04-01,40.0
M-194,2022-04-01,82.0
M-195,2022-04-01,44.0
M-197,2022-04-01,0.0
M-198,2022-04-01,75.0
M-200,2022-04-01,1.0
R-001,2022-04-01,1101.0
R-002,2022-04-01,500.0
R-011,2022-04-01,120.0
R-017,2022-04-01,0.0
R-018,2022-04-01,40.0
R-019,2022-04-01,35.0
R-024,2022-04-01,40.0
R-025,2022-04-01,0.0
R-047,2022-04-01,6.0
R-055,2022-04-01,3.0
R-065,2022-04-01,30.0
R-067,2022-04-01,0.0
R-075,2022-04-01,2.0
R-086,2022-04-01,3.0
R-097,2022-04-01,2.0
F-001,2022-05-01,3957.0
F-002,2022-05-01,1877.0
F-003,2022-05-01,0.0
F-004,2022-05-01,1526.0
F-005,2022-05-01,1843.0
F-006,2022-05-01,1584.0
F-007,2022-05-01,978.0
F-008,2022-05-01,905.0
F-009,2022-05-01,733.0
F-010,2022-05-01,1088.0
F-012,2022-05-01,793.0
F-013,2022-05-01,304.0
F-014,2022-05-01,625.0
F-015,2022-05-01,771.0
F-016,2022-05-01,692.0
F-017,2022-05-01,1129.0
F-018,2022-05-01,217.0
F-019,2022-05-01,867.0
F-020,2022-05-01,1193.0
F-021,2022-05-01,621.0
F-022,2022-05-01,486.0
F-023,2022-05-01,949.0
F-024,2022-05-01,701.0
F-025,2022-05-01,163.0
F-026,2022-05-01,594.0
F-027,2022-05-01,163.0
F-028,2022-05-01,419.0
F-029,2022-05-01,535.0
F-030,2022-05-01,424.0
F-031,2022-05-01,560.0
F-032,2022-05-01,590.0
F-033,2022-05-01,1535.0
F-034,2022-05-01,275.0
F-035,2022-05-01,305.0
F-036,2022-05-01,2310.0
F-037,2022-05-01,690.0
F-038,2022-05-01,396.0
F-039,2022-05-01,808.0
F-040,2022-05-01,627.0
F-041,2022-05-01,390.0
F-042,2022-05-01,388.0
F-043,2022-05-01,338.0
F-044,2022-05-01,523.0
F-045,2022-05-01,423.0
F-046,2022-05-01,511.0
F-047,2022-05-01,367.0
F-048,2022-05-01,404.0
F-049,2022-05-01,468.0
F-050,2022-05-01,301.0
F-051,2022-05-01,274.0
F-052,2022-05-01,471.0
F-053,2022-05-01,246.0
F-054,2022-05-01,251.0
F-055,2022-05-01,0.0
F-056,2022-05-01,31.0
F-057,2022-05-01,502.0
F-058,2022-05-01,474.0
F-059,2022-05-01,367.0
F-060,2022-05-01,746.0
F-061,2022-05-01,290.0
F-062,2022-05-01,339.0
F-064,2022-05-01,305.0
F-065,2022-05-01,312.0
F-066,2022-05-01,482.0
F-067,2022-05-01,0.0
F-068,2022-05-01,130.0
F-069,2022-05-01,562.0
F-070,2022-05-01,613.0
F-071,2022-05-01,199.0
F-072,2022-05-01,484.0
F-073,2022-05-01,543.0
F-074,2022-05-01,460.0
F-075,2022-05-01,385.0
F-076,2022-05-01,379.0
F-077,2022-05-01,892.0
F-078,2022-05-01,295.0
F-079,2022-05-01,292.0
F-080,2022-05-01,639.0
F-081,2022-05-01,858.0
F-082,2022-05-01,315.0
F-083,2022-05-01,254.0
F-084,2022-05-01,376.0
F-085,2022-05-01,216.0
F-087,2022-05-01,553.0
F-088,2022-05-01,225.0
F-089,2022-05-01,90.0
F-091,2022-05-01,284.0
F-092,2022-05-01,285.0
F-093,2022-05-01,153.0
F-094,2022-05-01,530.0
F-095,2022-05-01,257.0
F-096,2022-05-01,342.0
F-097,2022-05-01,111.0
F-098,2022-05-01,297.0
F-099,2022-05-01,246.0
F-100,2022-05-01,78.0
F-101,2022-05-01,452.0
F-102,2022-05-01,265.0
F-103,2022-05-01,467.0
F-104,2022-05-01,158.0
F-105,2022-05-01,571.0
F-106,2022-05-01,480.0
F-107,2022-05-01,110.0
F-108,2022-05-01,352.0
F-109,2022-05-01,269.0
F-110,2022-05-01,297.0
F-111,2022-05-01,192.0
F-112,2022-05-01,344.0
F-113,2022-05-01,300.0
F-114,2022-05-01,374.0
F-115,2022-05-01,283.0
F-116,2022-05-01,85.0
F-117,2022-05-01,201.0
F-118,2022-05-01,476.0
F-119,2022-05-01,273.0
F-120,2022-05-01,120.0
F-122,2022-05-01,243.0
F-123,2022-05-01,435.0
F-124,2022-05-01,324.0
F-125,2022-05-01,451.0
F-126,2022-05-01,222.0
F-127,2022-05-01,419.0
F-128,2022-05-01,405.0
F-129,2022-05-01,235.0
F-130,2022-05-01,126.0
F-131,2022-05-01,100.0
F-132,2022-05-01,319.0
F-133,2022-05-01,142.0
F-134,2022-05-01,183.0
F-135,2022-05-01,619.0
F-136,2022-05-01,226.0
F-137,2022-05-01,196.0
F-138,2022-05-01,233.0
F-139,2022-05-01,292.0
F-140,2022-05-01,536.0
F-141,2022-05-01,343.0
F-142,2022-05-01,195.0
F-143,2022-05-01,210.0
F-145,2022-05-01,93.0
F-146,2022-05-01,264.0
F-147,2022-05-01,295.0
F-148,2022-05-01,151.0
F-149,2022-05-01,234.0
F-150,2022-05-01,58.0
F-153,2022-05-01,120.0
F-154,2022-05-01,120.0
F-155,2022-05-01,231.0
F-156,2022-05-01,45.0
F-157,2022-05-01,255.0
F-158,2022-05-01,0.0
F-159,2022-05-01,98.0
F-160,2022-05-01,107.0
F-161,2022-05-01,148.0
F-162,2022-05-01,194.0
F-164,2022-05-01,190.0
F-165,2022-05-01,134.0
F-166,2022-05-01,282.0
F-167,2022-05-01,408.0
F-168,2022-05-01,454.0
F-169,2022-05-01,249.0
F-170,2022-05-01,304.0
F-171,2022-05-01,103.0
F-172,2022-05-01,166.0
F-173,2022-05-01,92.0
F-174,2022-05-01,180.0
F-175,2022-05-01,211.0
F-176,2022-05-01,171.0
F-177,2022-05-01,206.0
F-178,2022-05-01,82.0
F-179,2022-05-01,341.0
F-180,2022-05-01,130.0
F-181,2022-05-01,81.0
F-182,2022-05-01,730.0
F-183,2022-05-01,383.0
F-184,2022-05-01,642.0
F-185,2022-05-01,107.0
F-186,2022-05-01,128.0
F-187,2022-05-01,37.0
F-188,2022-05-01,415.0
F-189,2022-05-01,262.0
F-190,2022-05-01,102.0
F-191,2022-05-01,137.0
F-193,2022-05-01,300.0
F-194,2022-05-01,143.0
F-195,2022-05-01,704.0
F-196,2022-05-01,150.0
F-197,2022-05-01,265.0
F-198,2022-05-01,193.0
F-199,2022-05-01,171.0
F-200,2022-05-01,113.0
M-001,2022-05-01,81955.0
M-002,2022-05-01,25590.0
M-003,2022-05-01,30712.0
M-004,2022-05-01,20384.0
M-005,2022-05-01,17418.0
M-006,2022-05-01,1149.0
M-007,2022-05-01,8471.0
M-008,2022-05-01,3600.0
M-009,2022-05-01,6563.0
M-010,2022-05-01,8000.0
M-011,2022-05-01,2777.0
M-013,2022-05-01,4700.0
M-014,2022-05-01,4800.0
M-016,2022-05-01,1.0
M-017,2022-05-01,3497.0
M-018,2022-05-01,3537.0
M-019,2022-05-01,2602.0
M-020,2022-05-01,9621.0
M-021,2022-05-01,3436.0
M-022,2022-05-01,3013.0
M-023,2022-05-01,2800.0
M-024,2022-05-01,3204.0
M-025,2022-05-01,3240.0
M-026,2022-05-01,500.0
M-027,2022-05-01,1400.0
M-029,2022-05-01,1211.0
M-032,2022-05-01,700.0
M-033,2022-05-01,0.0
M-034,2022-05-01,15.0
M-035,2022-05-01,1000.0
M-036,2022-05-01,1500.0
M-037,2022-05-01,0.0
M-038,2022-05-01,263.0
M-039,2022-05-01,736.0
M-040,2022-05-01,864.0
M-041,2022-05-01,1100.0
M-042,2022-05-01,902.0
M-043,2022-05-01,1126.0
M-044,2022-05-01,500.0
M-046,2022-05-01,979.0
M-047,2022-05-01,800.0
M-048,2022-05-01,972.0
M-049,2022-05-01,738.0
M-050,2022-05-01,1000.0
M-051,2022-05-01,1100.0
M-052,2022-05-01,662.0
M-053,2022-05-01,671.0
M-054,2022-05-01,535.0
M-056,2022-05-01,80.0
M-057,2022-05-01,2.0
M-058,2022-05-01,0.0
M-059,2022-05-01,574.0
M-060,2022-05-01,538.0
M-061,2022-05-01,1000.0
M-062,2022-05-01,1250.0
M-063,2022-05-01,377.0
M-064,2022-05-01,1418.0
M-065,2022-05-01,723.0
M-066,2022-05-01,600.0
M-067,2022-05-01,200.0
M-068,2022-05-01,283.0
M-069,2022-05-01,470.0
M-070,2022-05-01,447.0
M-071,2022-05-01,338.0
M-072,2022-05-01,1000.0
M-073,2022-05-01,200.0
M-074,2022-05-01,436.0
M-075,2022-05-01,587.0
M-076,2022-05-01,257.0
M-077,2022-05-01,458.0
M-078,2022-05-01,0.0
M-079,2022-05-01,409.0
M-080,2022-05-01,367.0
M-081,2022-05-01,200.0
M-082,2022-05-01,392.0
M-084,2022-05-01,85.0
M-085,2022-05-01,625.0
M-086,2022-05-01,307.0
M-087,2022-05-01,413.0
M-088,2022-05-01,270.0
M-089,2022-05-01,209.0
M-090,2022-05-01,0.0
M-092,2022-05-01,237.0
M-093,2022-05-01,250.0
M-094,2022-05-01,96.0
M-095,2022-05-01,270.0
M-096,2022-05-01,81.0
M-097,2022-05-01,304.0
M-098,2022-05-01,208.0
M-099,2022-05-01,300.0
M-100,2022-05-01,0.0
M-101,2022-05-01,371.0
M-102,2022-05-01,0.0
M-103,2022-05-01,145.0
M-104,2022-05-01,855.0
M-105,2022-05-01,241.0
M-109,2022-05-01,14.0
M-110,2022-05-01,196.0
M-111,2022-05-01,150.0
M-112,2022-05-01,100.0
M-113,2022-05-01,150.0
M-114,2022-05-01,3240.0
M-115,2022-05-01,227.0
M-116,2022-05-01,144.0
M-117,2022-05-01,900.0
M-118,2022-05-01,4.0
M-119,2022-05-01,319.0
M-120,2022-05-01,292.0
M-121,2022-05-01,103.0
M-122,2022-05-01,102.0
M-123,2022-05-01,41.0
M-124,2022-05-01,0.0
M-125,2022-05-01,118.0
M-126,2022-05-01,335.0
M-128,2022-05-01,0.0
M-129,2022-05-01,300.0
M-130,2022-05-01,13.0
M-131,2022-05-01,268.0
M-133,2022-05-01,100.0
M-134,2022-05-01,12.0
M-135,2022-05-01,127.0
M-136,2022-05-01,0.0
M-137,2022-05-01,20.0
M-138,2022-05-01,175.0
M-139,2022-05-01,39.0
M-141,2022-05-01,17.0
M-142,2022-05-01,600.0
M-145,2022-05-01,300.0
M-146,2022-05-01,107.0
M-147,2022-05-01,119.0
M-149,2022-05-01,152.0
M-150,2022-05-01,0.0
M-151,2022-05-01,92.0
M-152,2022-05-01,124.0
M-153,2022-05-01,45.0
M-155,2022-05-01,327.0
M-156,2022-05-01,56.0
M-157,2022-05-01,80.0
M-158,2022-05-01,26.0
M-159,2022-05-01,105.0
M-160,2022-05-01,105.0
M-161,2022-05-01,1.0
M-162,2022-05-01,114.0
M-163,2022-05-01,58.0
M-164,2022-05-01,142.0
M-165,2022-05-01,67.0
M-166,2022-05-01,100.0
M-167,2022-05-01,21.0
M-168,2022-05-01,85.0
M-169,2022-05-01,92.0
M-171,2022-05-01,106.0
M-172,2022-05-01,200.0
M-173,2022-05-01,0.0
M-174,2022-05-01,86.0
M-175,2022-05-01,86.0
M-176,2022-05-01,107.0
M-179,2022-05-01,30.0
M-180,2022-05-01,55.0
M-181,2022-05-01,90.0
M-182,2022-05-01,117.0
M-183,2022-05-01,300.0
M-184,2022-05-01,20.0
M-185,2022-05-01,86.0
M-186,2022-05-01,309.0
M-187,2022-05-01,47.0
M-188,2022-05-01,106.0
M-189,2022-05-01,74.0
M-190,2022-05-01,54.0
M-191,2022-05-01,73.0
M-192,2022-05-01,62.0
M-193,2022-05-01,148.0
M-194,2022-05-01,97.0
M-195,2022-05-01,42.0
M-197,2022-05-01,100.0
M-198,2022-05-01,93.0
M-200,2022-05-01,0.0
R-001,2022-05-01,500.0
R-002,2022-05-01,500.0
R-011,2022-05-01,60.0
R-017,2022-05-01,35.0
R-018,2022-05-01,80.0
R-019,2022-05-01,37.0
R-024,2022-05-01,0.0
R-025,2022-05-01,90.0
R-047,2022-05-01,5.0
R-055,2022-05-01,4.0
R-065,2022-05-01,10.0
R-067,2022-05-01,3.0
R-075,2022-05-01,3.0
R-086,2022-05-01,4.0
R-097,2022-05-01,2.0
F-001,2022-06-01,4220.0
F-002,2022-06-01,1318.0
F-003,2022-06-01,1050.0
F-004,2022-06-01,1509.0
F-005,2022-06-01,1607.0
F-006,2022-06-01,1706.0
F-007,2022-06-01,1239.0
F-008,2022-06-01,851.0
F-009,2022-06-01,821.0
F-010,2022-06-01,853.0
F-012,2022-06-01,1004.0
F-013,2022-06-01,594.0
F-014,2022-06-01,885.0
F-015,2022-06-01,655.0
F-016,2022-06-01,600.0
F-017,2022-06-01,648.0
F-018,2022-06-01,492.0
F-019,2022-06-01,472.0
F-020,2022-06-01,1064.0
F-021,2022-06-01,452.0
F-022,2022-06-01,606.0
F-023,2022-06-01,776.0
F-024,2022-06-01,789.0
F-025,2022-06-01,50.0
F-026,2022-06-01,414.0
F-027,2022-06-01,380.0
F-028,2022-06-01,587.0
F-029,2022-06-01,619.0
F-030,2022-06-01,1143.0
F-031,2022-06-01,510.0
F-032,2022-06-01,673.0
F-033,2022-06-01,735.0
F-034,2022-06-01,232.0
F-035,2022-06-01,181.0
F-036,2022-06-01,750.0
F-037,2022-06-01,705.0
F-038,2022-06-01,525.0
F-039,2022-06-01,771.0
F-040,2022-06-01,504.0
F-041,2022-06-01,454.0
F-042,2022-06-01,726.0
F-043,2022-06-01,272.0
F-044,2022-06-01,727.0
F-045,2022-06-01,620.0
F-046,2022-06-01,482.0
F-047,2022-06-01,272.0
F-048,2022-06-01,675.0
F-049,2022-06-01,612.0
F-050,2022-06-01,418.0
F-051,2022-06-01,408.0
F-052,2022-06-01,332.0
F-053,2022-06-01,353.0
F-054,2022-06-01,241.0
F-055,2022-06-01,261.0
F-056,2022-06-01,32.0
F-057,2022-06-01,480.0
F-058,2022-06-01,367.0
F-059,2022-06-01,576.0
F-060,2022-06-01,618.0
F-061,2022-06-01,453.0
F-062,2022-06-01,521.0
F-064,2022-06-01,412.0
F-065,2022-06-01,279.0
F-066,2022-06-01,145.0
F-067,2022-06-01,0.0
F-068,2022-06-01,276.0
F-069,2022-06-01,368.0
F-070,2022-06-01,550.0
F-071,2022-06-01,304.0
F-072,2022-06-01,562.0
F-073,2022-06-01,552.0
F-074,2022-06-01,493.0
F-075,2022-06-01,327.0
F-076,2022-06-01,337.0
F-077,2022-06-01,759.0
F-078,2022-06-01,366.0
F-079,2022-06-01,339.0
F-080,2022-06-01,636.0
F-081,2022-06-01,534.0
F-082,2022-06-01,280.0
F-083,2022-06-01,222.0
F-084,2022-06-01,333.0
F-085,2022-06-01,405.0
F-087,2022-06-01,335.0
F-088,2022-06-01,256.0
F-089,2022-06-01,760.0
F-091,2022-06-01,327.0
F-092,2022-06-01,183.0
F-093,2022-06-01,378.0
F-094,2022-06-01,124.0
F-095,2022-06-01,631.0
F-096,2022-06-01,755.0
F-097,2022-06-01,138.0
F-098,2022-06-01,347.0
F-099,2022-06-01,252.0
F-100,2022-06-01,92.0
F-101,2022-06-01,684.0
F-102,2022-06-01,342.0
F-103,2022-06-01,420.0
F-104,2022-06-01,63.0
F-105,2022-06-01,649.0
F-106,2022-06-01,686.0
F-107,2022-06-01,330.0
F-108,2022-06-01,292.0
F-109,2022-06-01,310.0
F-110,2022-06-01,335.0
F-111,2022-06-01,428.0
F-112,2022-06-01,268.0
F-113,2022-06-01,173.0
F-114,2022-06-01,385.0
F-115,2022-06-01,413.0
F-116,2022-06-01,204.0
F-117,2022-06-01,344.0
F-118,2022-06-01,391.0
F-119,2022-06-01,344.0
F-120,2022-06-01,171.0
F-122,2022-06-01,249.0
F-123,2022-06-01,577.0
F-124,2022-06-01,257.0
F-125,2022-06-01,283.0
F-126,2022-06-01,416.0
F-127,2022-06-01,373.0
F-128,2022-06-01,353.0
F-129,2022-06-01,200.0
F-130,2022-06-01,276.0
F-131,2022-06-01,225.0
F-132,2022-06-01,287.0
F-133,2022-06-01,273.0
F-134,2022-06-01,184.0
F-135,2022-06-01,195.0
F-136,2022-06-01,111.0
F-137,2022-06-01,0.0
F-138,2022-06-01,297.0
F-139,2022-06-01,185.0
F-140,2022-06-01,497.0
F-141,2022-06-01,62.0
F-142,2022-06-01,322.0
F-143,2022-06-01,280.0
F-145,2022-06-01,140.0
F-146,2022-06-01,259.0
F-147,2022-06-01,208.0
F-148,2022-06-01,454.0
F-149,2022-06-01,280.0
F-150,2022-06-01,313.0
F-153,2022-06-01,180.0
F-154,2022-06-01,318.0
F-155,2022-06-01,292.0
F-156,2022-06-01,29.0
F-157,2022-06-01,295.0
F-158,2022-06-01,150.0
F-159,2022-06-01,223.0
F-160,2022-06-01,199.0
F-161,2022-06-01,105.0
F-162,2022-06-01,293.0
F-164,2022-06-01,178.0
F-165,2022-06-01,199.0
F-166,2022-06-01,292.0
F-167,2022-06-01,395.0
F-168,2022-06-01,547.0
F-169,2022-06-01,230.0
F-170,2022-06-01,367.0
F-171,2022-06-01,85.0
F-172,2022-06-01,0.0
F-173,2022-06-01,160.0
F-174,2022-06-01,95.0
F-175,2022-06-01,362.0
F-176,2022-06-01,155.0
F-177,2022-06-01,374.0
F-178,2022-06-01,288.0
F-179,2022-06-01,228.0
F-180,2022-06-01,191.0
F-181,2022-06-01,164.0
F-182,2022-06-01,1096.0
F-183,2022-06-01,239.0
F-184,2022-06-01,285.0
F-185,2022-06-01,405.0
F-186,2022-06-01,471.0
F-187,2022-06-01,25.0
F-188,2022-06-01,78.0
F-189,2022-06-01,221.0
F-190,2022-06-01,140.0
F-191,2022-06-01,187.0
F-193,2022-06-01,180.0
F-194,2022-06-01,124.0
F-195,2022-06-01,370.0
F-196,2022-06-01,10.0
F-197,2022-06-01,252.0
F-198,2022-06-01,135.0
F-199,2022-06-01,208.0
F-200,2022-06-01,238.0
M-001,2022-06-01,86465.0
M-002,2022-06-01,26710.0
M-003,2022-06-01,34276.0
M-004,2022-06-01,21019.0
M-005,2022-06-01,17656.0
M-006,2022-06-01,2380.0
M-007,2022-06-01,6427.0
M-008,2022-06-01,7230.0
M-009,2022-06-01,3882.0
M-010,2022-06-01,4000.0
M-011,2022-06-01,3754.0
M-013,2022-06-01,6200.0
M-014,2022-06-01,3950.0
M-016,2022-06-01,1605.0
M-017,2022-06-01,4809.0
M-018,2022-06-01,4925.0
M-019,2022-06-01,2513.0
M-020,2022-06-01,15585.0
M-021,2022-06-01,3859.0
M-022,2022-06-01,363.0
M-023,2022-06-01,2400.0
M-024,2022-06-01,3359.0
M-025,2022-06-01,2240.0
M-026,2022-06-01,1900.0
M-027,2022-06-01,1800.0
M-029,2022-06-01,2133.0
M-032,2022-06-01,1800.0
M-033,2022-06-01,200.0
M-034,2022-06-01,11.0
M-035,2022-06-01,1235.0
M-036,2022-06-01,1200.0
M-037,2022-06-01,5000.0
M-038,2022-06-01,725.0
M-039,2022-06-01,663.0
M-040,2022-06-01,762.0
M-041,2022-06-01,700.0
M-042,2022-06-01,1039.0
M-043,2022-06-01,1667.0
M-044,2022-06-01,1200.0
M-046,2022-06-01,1035.0
M-047,2022-06-01,900.0
M-048,2022-06-01,914.0
M-049,2022-06-01,300.0
M-050,2022-06-01,1250.0
M-051,2022-06-01,2700.0
M-052,2022-06-01,981.0
M-053,2022-06-01,1228.0
M-054,2022-06-01,1082.0
M-056,2022-06-01,801.0
M-057,2022-06-01,0.0
M-058,2022-06-01,2200.0
M-059,2022-06-01,541.0
M-060,2022-06-01,554.0
M-061,2022-06-01,1000.0
M-062,2022-06-01,1650.0
M-063,2022-06-01,396.0
M-064,2022-06-01,1018.0
M-065,2022-06-01,573.0
M-066,2022-06-01,400.0
M-067,2022-06-01,400.0
M-068,2022-06-01,415.0
M-069,2022-06-01,478.0
M-070,2022-06-01,575.0
M-071,2022-06-01,650.0
M-072,2022-06-01,600.0
M-073,2022-06-01,0.0
M-074,2022-06-01,699.0
M-075,2022-06-01,430.0
M-076,2022-06-01,500.0
M-077,2022-06-01,313.0
M-078,2022-06-01,200.0
M-079,2022-06-01,400.0
M-080,2022-06-01,396.0
M-081,2022-06-01,100.0
M-082,2022-06-01,325.0
M-084,2022-06-01,137.0
M-085,2022-06-01,250.0
M-086,2022-06-01,308.0
M-087,2022-06-01,153.0
M-088,2022-06-01,328.0
M-089,2022-06-01,175.0
M-090,2022-06-01,0.0
M-092,2022-06-01,230.0
M-093,2022-06-01,135.0
M-094,2022-06-01,0.0
M-095,2022-06-01,287.0
M-096,2022-06-01,212.0
M-097,2022-06-01,232.0
M-098,2022-06-01,367.0
M-099,2022-06-01,250.0
M-100,2022-06-01,200.0
M-101,2022-06-01,356.0
M-102,2022-06-01,650.0
M-103,2022-06-01,183.0
M-104,2022-06-01,822.0
M-105,2022-06-01,213.0
M-109,2022-06-01,2.0
M-110,2022-06-01,180.0
M-111,2022-06-01,50.0
M-112,2022-06-01,100.0
M-113,2022-06-01,400.0
M-114,2022-06-01,2961.0
M-115,2022-06-01,193.0
M-116,2022-06-01,151.0
M-117,2022-06-01,0.0
M-118,2022-06-01,121.0
M-119,2022-06-01,178.0
M-120,2022-06-01,309.0
M-121,2022-06-01,216.0
M-122,2022-06-01,98.0
M-123,2022-06-01,63.0
M-124,2022-06-01,0.0
M-125,2022-06-01,82.0
M-126,2022-06-01,180.0
M-128,2022-06-01,500.0
M-129,2022-06-01,100.0
M-130,2022-06-01,18.0
M-131,2022-06-01,207.0
M-133,2022-06-01,100.0
M-134,2022-06-01,15.0
M-135,2022-06-01,97.0
M-136,2022-06-01,0.0
M-137,2022-06-01,2.0
M-138,2022-06-01,200.0
M-139,2022-06-01,131.0
M-141,2022-06-01,31.0
M-142,2022-06-01,0.0
M-145,2022-06-01,100.0
M-146,2022-06-01,92.0
M-147,2022-06-01,125.0
M-149,2022-06-01,142.0
M-150,2022-06-01,200.0
M-151,2022-06-01,95.0
M-152,2022-06-01,226.0
M-153,2022-06-01,65.0
M-155,2022-06-01,126.0
M-156,2022-06-01,100.0
M-157,2022-06-01,80.0
M-158,2022-06-01,31.0
M-159,2022-06-01,195.0
M-160,2022-06-01,120.0
M-161,2022-06-01,6.0
M-162,2022-06-01,130.0
M-163,2022-06-01,72.0
M-164,2022-06-01,63.0
M-165,2022-06-01,194.0
M-166,2022-06-01,52.0
M-167,2022-06-01,144.0
