County,Town,Collection Date,Species,Virus
Suffolk,Boston,9/14/16,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/20/16,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,8/2/16,Culex pipiens/restuans complex,WNV
Suffolk,Revere,8/10/16,Culex pipiens,WNV
Suffolk,Revere,8/24/16,Culex pipiens,WNV
Suffolk,Revere,9/12/16,Culex pipiens,WNV
Suffolk,Revere,9/14/16,Culex pipiens,WNV
Suffolk,Winthrop,8/8/16,Culex pipiens,WNV
Suffolk,Winthrop,8/15/16,Culex salinarius,WNV
Suffolk,Winthrop,8/24/16,Culex pipiens,WNV
Suffolk,Winthrop,8/24/16,Culex pipiens,WNV
Worcester,Auburn,8/2/16,Culex pipiens/restuans complex,WNV
Worcester,Auburn,8/2/16,Coquillettidia perturbans,WNV
Worcester,Auburn,8/23/16,Culex species,WNV
Worcester,Auburn,9/7/16,Culex species,WNV
Worcester,Auburn,9/13/16,Culex species,WNV
Worcester,Berlin,9/8/16,Culex species,WNV
Worcester,Boylston,8/25/16,Culex species,WNV
Worcester,Clinton,9/15/16,Culex species,WNV
Worcester,Grafton,8/10/16,Culex pipiens/restuans complex,WNV
Worcester,Millbury,8/19/16,Culex species,WNV
Worcester,Millbury,8/25/16,Culex species,WNV
Worcester,Millbury,8/25/16,Culex species,WNV
Worcester,Millbury,9/1/16,Culex species,WNV
Worcester,Millbury,9/8/16,Culex species,WNV
Worcester,Westborough,8/24/16,Culex species,WNV
Worcester,Worcester,7/1/16,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/1/16,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/1/16,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/8/16,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/8/16,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/29/16,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,6/27/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,7/25/17,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,7/27/17,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/3/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/3/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/3/17,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/9/17,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/9/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/15/17,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,8/17/17,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/17/17,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/22/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/22/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/22/17,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/24/17,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/24/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/25/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/25/17,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/24/17,Culex pipiens/restuans complex,WNV
Berkshire,Hinsdale,8/29/17,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,8/30/17,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,8/30/17,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/30/17,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/30/17,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/30/17,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,8/31/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/5/17,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/5/17,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,9/19/17,Culex pipiens/restuans complex,WNV
Berkshire,Otis,9/19/17,Culex pipiens/restuans complex,WNV
Bristol,Fairhaven,7/6/17,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/3/17,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/3/17,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/10/17,Culex pipiens/restuans complex,WNV
Bristol,Norton,8/15/17,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/17/17,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/24/17,Culex pipiens/restuans complex,WNV
Bristol,Dighton,8/25/17,Culex pipiens/restuans complex,WNV
Bristol,Norton,9/12/17,Culex pipiens/restuans complex,WNV
Bristol,Freetown,9/13/17,Culiseta melanura,WNV
Bristol,Dartmouth,9/13/17,Culex pipiens/restuans complex,WNV
Barnstable,Sandwich,8/8/17,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/8/17,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/29/17,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/29/17,Culex pipiens/restuans complex,WNV
Barnstable,Sandwich,8/24/17,Culex pipiens/restuans complex,WNV
Barnstable,Sandwich,8/25/17,Ochlerotatus japonicus,WNV
Barnstable,Falmouth,9/6/17,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,9/6/17,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,9/12/17,Culex pipiens/restuans complex,WNV
Worcester,Milford,7/27/17,Culex species,WNV
Middlesex,Ashland,7/27/17,Culex species,WNV
Middlesex,Chelmsford,8/1/17,Culex species,WNV
Worcester,Millbury,8/4/17,Culex species,WNV
Worcester,Webster,8/8/17,Culex species,WNV
Worcester,Sturbridge,8/8/17,Culex species,WNV
Worcester,Millbury,8/11/17,Culex species,WNV
Middlesex,Billerica,8/15/17,Culex species,WNV
Worcester,Milford,8/17/17,Culex species,WNV
Worcester,Fitchburg,8/22/17,Culex species,WNV
Worcester,Leominster,8/22/17,Culex species,WNV
Middlesex,Dracut,8/25/17,Culex species,WNV
Middlesex,Natick,8/31/17,Culex species,WNV
Middlesex,Acton,8/31/17,Culex species,WNV
Middlesex,Billerica,9/6/17,Culex species,WNV
Middlesex,Chelmsford,9/6/17,Culex species,WNV
Middlesex,Stow,9/13/17,Culex species,WNV
Worcester,Lancaster,9/14/17,Culex species,WNV
Middlesex,Ayer,9/15/17,Culex species,WNV
Middlesex,Devens,9/15/17,Culex species,WNV
Middlesex,Belmont,7/11/17,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,7/11/17,Culex pipiens/restuans complex,WNV
Middlesex,Everett,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Everett,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Everett,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/18/17,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,7/26/17,Culex pipiens/restuans complex,WNV
Middlesex,Lexington,8/1/17,Culex pipiens/restuans complex,WNV
Middlesex,Lexington,8/1/17,Culex pipiens/restuans complex,WNV
Middlesex,Concord,8/3/17,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/8/17,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/8/17,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/17,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/17,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/17,Culex pipiens/restuans complex,WNV
Middlesex,Maynard,8/15/17,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Lincoln,8/17/17,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Wayland,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Wayland,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Wayland,8/24/17,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/31/17,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/31/17,Culex pipiens/restuans complex,WNV
Middlesex,Malden,9/6/17,Culex pipiens/restuans complex,WNV
Middlesex,Malden,9/6/17,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,9/19/17,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,9/19/17,Culex pipiens/restuans complex,WNV
Middlesex,Newton,9/26/17,Culex pipiens/restuans complex,WNV
Middlesex,Medford,9/28/17,Culex pipiens/restuans complex,WNV
Norfolk,Needham,8/1/17,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,8/9/17,Culex pipiens/restuans complex,WNV
Norfolk,Holbrook,8/16/17,Culex pipiens/restuans complex,WNV
Norfolk,Dedham,8/22/17,Coquillettidia perturbans,WNV
Norfolk,Dedham,8/22/17,Coquillettidia perturbans,WNV
Norfolk,Dedham,8/22/17,Culex pipiens/restuans complex,WNV
Norfolk,Franklin,8/30/17,Culex pipiens/restuans complex,WNV
Norfolk,Millis,9/6/17,Culex pipiens/restuans complex,WNV
Norfolk,Quincy,9/13/17,Culex pipiens/restuans complex,WNV
Suffolk,Winthrop,7/17/17,Culex pipiens/restuans complex,WNV
Essex,Haverhill,7/18/17,Culex pipiens/restuans complex,WNV
Essex,Lynn,7/24/17,Culex pipiens/restuans complex,WNV
Essex,Lynn,7/31/17,Culex pipiens,WNV
Essex,Lynn,7/31/17,Culex pipiens,WNV
Essex,Lynn,8/7/17,Culex pipiens/restuans complex,WNV
Essex,Peabody,8/7/17,Culex pipiens,WNV
Essex,Saugus,8/14/17,Culex pipiens/restuans complex,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Lynn,8/14/17,Culex pipiens,WNV
Essex,Beverly,8/14/17,Culex pipiens/restuans complex,WNV
Essex,Haverhill,8/15/17,Culex pipiens/restuans complex,WNV
Essex,Lynn,8/22/17,Culex pipiens,WNV
Essex,Lynn,8/22/17,Culex pipiens,WNV
Essex,Lynn,8/22/17,Culex pipiens,WNV
Essex,Lynn,8/22/17,Culex salinarius,WNV
Essex,Saugus,8/22/17,Culex salinarius,WNV
Essex,Beverly,8/22/17,Coquillettidia perturbans,WNV
Essex,Amesbury,8/22/17,Culex pipiens,WNV
Essex,North Andover,8/29/17,Culex salinarius,WNV
Essex,Beverly,8/30/17,Culex salinarius,WNV
Essex,North Andover,9/5/17,Coquillettidia perturbans,WNV
Essex,Georgetown,9/5/17,Culex salinarius,WNV
Plymouth,Abington,7/11/17,Culex pipiens/restuans complex,WNV
Plymouth,Marion,7/18/17,Culex pipiens/restuans complex,WNV
Plymouth,Whitman,8/1/17,Culex pipiens/restuans complex,WNV
Plymouth,West Bridgewater,8/1/17,Culex pipiens/restuans complex,WNV
Plymouth,Abington,8/8/17,Culex pipiens/restuans complex,WNV
Plymouth,Abington,8/8/17,Culex pipiens/restuans complex,WNV
Plymouth,Whitman,8/8/17,Culex pipiens/restuans complex,WNV
Plymouth,Marion,8/15/17,Culex pipiens/restuans complex,WNV
Plymouth,West Bridgewater,8/22/17,Culex pipiens/restuans complex,WNV
Plymouth,Plymouth,8/22/17,Culex pipiens/restuans complex,WNV
Plymouth,Bridgewater,9/12/17,Culex pipiens/restuans complex,WNV
Plymouth,Plymouth,9/12/17,Culex pipiens/restuans complex,WNV
Plymouth,Middleborough,9/19/17,Culiseta melanura,WNV
Plymouth,Middleborough,9/19/17,Ochlerotatus canadensis,WNV
Suffolk,Boston,7/12/17,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/19/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/20/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/20/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,7/20/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,7/17/17,Culex species,WNV
Franklin,Deerfield,7/17/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,7/24/17,Culex species,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/2/17,Culex pipiens/restuans complex,WNV
Worcester,Grafton,8/2/17,Culex pipiens/restuans complex,WNV
Hampden,Holyoke,8/2/17,Culex pipiens/restuans complex,WNV
Hampden,Holyoke,8/2/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,7/31/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,7/31/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,7/31/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,7/31/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/9/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/9/17,Culex pipiens/restuans complex,WNV
Hampshire,Amherst,8/9/17,Culex pipiens/restuans complex,WNV
Hampden,West Springfield,8/9/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/7/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/7/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/7/17,Culex pipiens/restuans complex,WNV
Bristol,Westport,8/14/17,Culiseta melanura,EEE
Hampden,West Springfield,8/16/17,Culex pipiens/restuans complex,WNV
Hampden,West Springfield,8/16/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/14/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/14/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/14/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/14/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/14/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/14/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/14/17,Culex pipiens/restuans complex,WNV
Plymouth,Halifax,8/21/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/22/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/17,Culex pipiens/restuans complex,WNV
Plymouth,Kingston,8/28/17,Culex pipiens/restuans complex,WNV
Bristol,Rehoboth,8/28/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/30/17,Culex pipiens/restuans complex,WNV
Worcester,Grafton,8/30/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/30/17,Culex pipiens/restuans complex,WNV
Worcester,Worcester,8/30/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/28/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/28/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/28/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/28/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/28/17,Culex pipiens/restuans complex,WNV
Bristol,Rehoboth,9/6/17,Ochlerotatus canadensis,WNV
Bristol,Rehoboth,9/6/17,Culiseta melanura,WNV
Bristol,Rehoboth,9/6/17,Ochlerotatus canadensis,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/17,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/17,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/5/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/17,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,9/12/17,Culex pipiens/restuans complex,WNV
Plymouth,Lakeville,9/18/17,Culiseta melanura,WNV
Hampshire,Northampton,9/11/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/11/17,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/11/17,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/18/17,Culex pipiens/restuans complex,WNV
Bristol,Rehoboth,9/26/17,Culiseta melanura,WNV
Hampden,East Longmeadow,9/27/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,6/29/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/26/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/1/17,Culex pipiens/restuans complex,WNV
Suffolk,Chelsea,8/11/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/18/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/22/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/29/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/6/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/6/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/6/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/6/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/6/17,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/12/17,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,7/31/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,7/31/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Dennis,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Yarmouth,8/7/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,8/14/2018,Culiseta melanura,WNV
Barnstable,Bourne,8/14/2018,Culex pipiens/restuans complex,WNV
Barnstable,Dennis,8/16/2018,Culiseta melanura,WNV
Barnstable,Yarmouth,8/16/2018,Culiseta melanura,WNV
Barnstable,Barnstable,8/28/2018,Culiseta melanura,WNV
Barnstable,Barnstable,8/28/2018,Culex pipiens/restuans complex,WNV
Barnstable,Yarmouth,8/28/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,9/5/2018,Culex pipiens/restuans complex,WNV
Barnstable,Bourne,9/5/2018,Culex pipiens/restuans complex,WNV
Barnstable,Falmouth,9/5/2018,Culex pipiens/restuans complex,WNV
Barnstable,Yarmouth,9/5/2018,Culex pipiens/restuans complex,WNV
Barnstable,Barnstable,9/12/2018,Culex pipiens/restuans complex,WNV
Barnstable,Sandwich,9/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,7/3/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,7/3/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,7/3/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,7/3/2018,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,7/13/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,7/13/2018,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,7/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,7/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,7/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,7/20/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,7/24/2018,Culex pipiens/restuans complex,WNV
Berkshire,Lanesborough,7/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,7/31/2018,Coquillettidia perturbans,WNV
Berkshire,Stockbridge,7/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Lanesborough,8/2/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/2/2018,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,8/3/2018,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,8/7/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/7/2018,Culex pipiens/restuans complex,WNV
Berkshire,Tyringham,8/7/2018,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,8/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/17/2018,Culiseta melanura,WNV
Berkshire,Stockbridge,8/21/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/24/2018,Culex pipiens/restuans complex,WNV
Berkshire,Becket,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Hinsdale,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,8/28/2018,Culex pipiens/restuans complex,WNV
Berkshire,Otis,8/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,8/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,8/31/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Sheffield,9/4/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/7/2018,Culex pipiens/restuans complex,WNV
Berkshire,Clarksburg,9/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,9/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Richmond,9/14/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/18/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/18/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/18/2018,Culex pipiens/restuans complex,WNV
Berkshire,Pittsfield,9/18/2018,Culex pipiens/restuans complex,WNV
Berkshire,Stockbridge,9/20/2018,Culex pipiens/restuans complex,WNV
Bristol,Mansfield,7/27/2018,Culex pipiens/restuans complex,WNV
