Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
25/03/23,Food,3.45E+11,25/03/23,87,0,11996.54
25/03/23,Misc,3.08E+11,25/03/23,470,0,11526.54
25/03/23,Misc,3.08E+11,26/03/23,2826,0,8700.54
26/03/23,Food,3.09E+11,26/03/23,32,0,8668.54
26/03/23,Food,3.09E+11,26/03/23,72,0,8596.54
26/03/23,Food,3.45E+11,26/03/23,10,0,8586.54
26/03/23,Misc,3.45E+11,26/03/23,0,421,9007.54
26/03/23,Misc,3.09E+11,26/03/23,150,0,8857.54
26/03/23,Food,3.09E+11,26/03/23,80,0,8777.54
26/03/23,Food,3.45E+11,26/03/23,41,0,8736.54
26/03/23,Misc,3.45E+11,26/03/23,0,1000,9736.54
26/03/23,Misc,3.09E+11,26/03/23,0,802,10538.54
26/03/23,Misc,3.09E+11,26/03/23,0,927,11465.54
26/03/23,Food,3.09E+11,26/03/23,10,0,11455.54
27/03/23,Shopping,3.45E+11,27/03/23,254,0,11201.54
27/03/23,Misc,3.45E+11,27/03/23,0,5130,16331.54
27/03/23,Food,3.45E+11,27/03/23,40,0,16291.54
28/03/23,Misc,3.45E+11,28/03/23,210.9,0,16080.64
28/03/23,Misc,3.45E+11,28/03/23,144,0,15936.64
28/03/23,Misc,3.09E+11,28/03/23,1000,0,14936.64
28/03/23,Food,3.45E+11,28/03/23,52,0,14884.64
28/03/23,Food,3.45E+11,28/03/23,30,0,14854.64
28/03/23,Food,3.45E+11,28/03/23,42,0,14812.64
29/03/23,Food,3.45E+11,29/03/23,22,0,14790.64
29/03/23,Food,3.45E+11,29/03/23,32,0,14758.64
29/03/23,Misc,3.45E+11,29/03/23,353,0,14405.64
29/03/23,Food,3.45E+11,29/03/23,42,0,14363.64
29/03/23,Food,3.09E+11,29/03/23,15.35,0,14348.29
29/03/23,Misc,3.09E+11,29/03/23,220,0,14128.29
29/03/23,Food,3.45E+11,29/03/23,20,0,14108.29
30/03/23,Food,3.46E+11,30/03/23,90,0,14018.29
30/03/23,Misc,3.46E+11,30/03/23,150,0,13868.29
30/03/23,Food,3.46E+11,30/03/23,42,0,13826.29
30/03/23,Food,3.46E+11,30/03/23,15.35,0,13810.94
30/03/23,Misc,3.46E+11,30/03/23,354,0,13456.94
30/03/23,Food,3.46E+11,30/03/23,55,0,13401.94
30/03/23,Food,3.09E+11,30/03/23,75,0,13326.94
30/03/23,Food,3.09E+11,30/03/23,50,0,13276.94
31/03/23,Food,3.46E+11,31/03/23,47,0,13229.94
31/03/23,Food,3.46E+11,31/03/23,40,0,13189.94
31/03/23,Misc,3.46E+11,31/03/23,115,0,13074.94
31/03/23,Food,3.46E+11,31/03/23,22,0,13052.94
1/4/2023,Rent,3.09E+11,1/4/2023,6356,0,6696.94
1/4/2023,Misc,0,31/03/23,0,32,6728.94
1/4/2023,Food,3.09E+11,1/4/2023,42,0,6686.94
1/4/2023,Food,3.09E+11,1/4/2023,267.15,0,6419.79
1/4/2023,Misc,3.09E+11,1/4/2023,550,0,5869.79
1/4/2023,Food,3.46E+11,1/4/2023,42,0,5827.79
2/4/2023,Food,3.46E+11,2/4/2023,32,0,5795.79
2/4/2023,Misc,3.09E+11,2/4/2023,150,0,5645.79
2/4/2023,Misc,3.46E+11,2/4/2023,1200,0,4445.79
3/4/2023,Misc,3.46E+11,3/4/2023,0,1200,5645.79
3/4/2023,Food,3.46E+11,3/4/2023,82,0,5563.79
3/4/2023,Food,3.09E+11,3/4/2023,85,0,5478.79
3/4/2023,Misc,3.09E+11,3/4/2023,295,0,5183.79
3/4/2023,Food,3.09E+11,3/4/2023,20,0,5163.79
3/4/2023,Food,3.46E+11,3/4/2023,10,0,5153.79
4/4/2023,Misc,3.46E+11,4/4/2023,150,0,5003.79
4/4/2023,Food,3.46E+11,4/4/2023,52,0,4951.79
4/4/2023,Misc,3.09E+11,4/4/2023,1000,0,3951.79
4/4/2023,Misc,3.46E+11,4/4/2023,144,0,3807.79
4/4/2023,Food,3.09E+11,4/4/2023,65,0,3742.79
4/4/2023,Shopping,3.46E+11,4/4/2023,54,0,3688.79
5/4/2023,Shopping,3.10E+11,5/4/2023,0,54,3742.79
5/4/2023,Misc,3.10E+11,5/4/2023,2000,0,1742.79
5/4/2023,Food,3.10E+11,5/4/2023,42,0,1700.79
5/4/2023,Misc,3.10E+11,5/4/2023,300,0,1400.79
5/4/2023,Food,3.10E+11,5/4/2023,90,0,1310.79
6/4/2023,Food,3.10E+11,6/4/2023,30,0,1280.79
6/4/2023,Food,3.10E+11,6/4/2023,20,0,1260.79
6/4/2023,Misc,3.46E+11,6/4/2023,250,0,1010.79
6/4/2023,Misc,3.10E+11,6/4/2023,120,0,890.79
6/4/2023,Food,3.10E+11,6/4/2023,20,0,870.79
7/4/2023,Food,3.10E+11,7/4/2023,55,0,815.79
7/4/2023,Food,3.10E+11,7/4/2023,10,0,805.79
7/4/2023,Food,3.10E+11,7/4/2023,50,0,755.79
7/4/2023,Food,3.46E+11,7/4/2023,32,0,723.79
7/4/2023,Food,3.10E+11,7/4/2023,65,0,658.79
7/4/2023,Food,3.10E+11,7/4/2023,20,0,638.79
7/4/2023,Misc,3.46E+11,7/4/2023,220,0,418.79
7/4/2023,Food,3.46E+11,7/4/2023,51,0,367.79
8/4/2023,Food,3.46E+11,8/4/2023,50,0,317.79
8/4/2023,Misc,3.10E+11,8/4/2023,0,1000,1317.79
8/4/2023,Food,3.46E+11,8/4/2023,70,0,1247.79
8/4/2023,Food,3.10E+11,8/4/2023,208.28,0,1039.51
9/4/2023,Misc,3.47E+11,9/4/2023,310,0,729.51
9/4/2023,Food,3.47E+11,9/4/2023,76,0,653.51
9/4/2023,Food,3.47E+11,9/4/2023,100,0,553.51
9/4/2023,Food,3.47E+11,9/4/2023,20,0,533.51
10/4/2023,Misc,3.47E+11,10/4/2023,138,0,395.51
10/4/2023,Misc,3.10E+11,10/4/2023,0,4000,4395.51
10/4/2023,Misc,3.10E+11,10/4/2023,3000,0,1395.51
10/4/2023,Misc,3.47E+11,10/4/2023,140,0,1255.51
10/4/2023,Food,3.47E+11,10/4/2023,20,0,1235.51
11/4/2023,Food,3.10E+11,11/4/2023,40,0,1195.51
11/4/2023,Food,3.47E+11,11/4/2023,65,0,1130.51
11/4/2023,Misc,3.47E+11,11/4/2023,140,0,990.51
12/4/2023,Food,3.47E+11,12/4/2023,20,0,970.51
12/4/2023,Food,3.47E+11,12/4/2023,46,0,924.51
12/4/2023,Misc,3.10E+11,12/4/2023,0,1000,1924.51
12/4/2023,Misc,3.10E+11,12/4/2023,0,300,2224.51
12/4/2023,Misc,3.47E+11,12/4/2023,185,0,2039.51
12/4/2023,Food,3.47E+11,12/4/2023,80,0,1959.51
13/04/23,Food,3.47E+11,13/04/23,72,0,1887.51
13/04/23,Food,3.10E+11,13/04/23,50,0,1837.51
13/04/23,Food,3.10E+11,13/04/23,25,0,1812.51
13/04/23,Food,3.10E+11,13/04/23,56,0,1756.51
13/04/23,Food,3.47E+11,13/04/23,220.68,0,1535.83
13/04/23,Food,3.47E+11,13/04/23,86,0,1449.83
14/04/23,Food,3.47E+11,14/04/23,65,0,1384.83
14/04/23,Food,3.10E+11,14/04/23,66,0,1318.83
14/04/23,Food,3.47E+11,14/04/23,100,0,1218.83
14/04/23,Misc,3.47E+11,14/04/23,160,0,1058.83
14/04/23,Food,3.47E+11,14/04/23,70,0,988.83
15/04/23,Food,3.11E+11,15/04/23,30,0,958.83
15/04/23,Food,3.11E+11,15/04/23,100,0,858.83
15/04/23,Food,3.47E+11,15/04/23,272.26,0,586.57
15/04/23,Misc,3.47E+11,15/04/23,110,0,476.57
15/04/23,Food,3.47E+11,15/04/23,75,0,401.57
15/04/23,Food,3.47E+11,15/04/23,40,0,361.57
16/04/23,Misc,3.11E+11,16/04/23,9,0,352.57
16/04/23,Misc,3.47E+11,16/04/23,0,500,852.57
16/04/23,Misc,3.47E+11,16/04/23,120,0,732.57
16/04/23,Food,3.47E+11,16/04/23,50,0,682.57
16/04/23,Shopping,3.47E+11,16/04/23,189,0,493.57
16/04/23,Food,3.47E+11,16/04/23,30,0,463.57
16/04/23,Food,3.47E+11,16/04/23,65,0,398.57
16/04/23,Food,3.47E+11,16/04/23,10,0,388.57
16/04/23,Food,3.11E+11,16/04/23,30,0,358.57
16/04/23,Food,3.47E+11,16/04/23,80,0,278.57
16/04/23,Food,3.47E+11,16/04/23,45,0,233.57
17/04/23,Food,3.47E+11,17/04/23,65,0,168.57
17/04/23,Food,3.11E+11,17/04/23,50,0,118.57
17/04/23,Food,3.11E+11,17/04/23,15.3,0,103.27
17/04/23,Food,3.47E+11,17/04/23,30,0,73.27
18/04/23,Food,3.47E+11,18/04/23,20,0,53.27
19/04/23,Food,3.11E+11,19/04/23,40,0,13.27
19/04/23,Misc,3.48E+11,19/04/23,0,35,48.27
20/04/23,Misc,3.11E+11,20/04/23,0,1180,1228.27
20/04/23,Food,3.11E+11,20/04/23,41,0,1187.27
20/04/23,Food,3.11E+11,20/04/23,20,0,1167.27
20/04/23,Food,3.48E+11,20/04/23,41,0,1126.27
20/04/23,Food,3.48E+11,20/04/23,90,0,1036.27
20/04/23,Food,3.48E+11,20/04/23,75,0,961.27
21/04/23,Food,3.11E+11,21/04/23,60,0,901.27
21/04/23,Food,3.48E+11,21/04/23,90,0,811.27
21/04/23,Misc,3.48E+11,21/04/23,130,0,681.27
21/04/23,Food,3.48E+11,21/04/23,231.4,0,449.87
22/04/23,Food,3.11E+11,22/04/23,40,0,409.87
22/04/23,Misc,3.48E+11,22/04/23,120,0,289.87
22/04/23,Food,3.48E+11,22/04/23,50,0,239.87
22/04/23,Food,3.11E+11,22/04/23,25,0,214.87
22/04/23,Food,3.11E+11,22/04/23,20,0,194.87
22/04/23,Food,3.48E+11,22/04/23,50,0,144.87
22/04/23,Food,3.48E+11,22/04/23,90,0,54.87
22/04/23,Food,3.48E+11,22/04/23,35,0,19.87
22/04/23,Food,3.48E+11,22/04/23,10,0,9.87
23/04/23,Misc,3.11E+11,23/04/23,0,1745,1754.87
23/04/23,Misc,3.48E+11,23/04/23,730,0,1024.87
23/04/23,Food,3.48E+11,23/04/23,20,0,1004.87
23/04/23,Food,3.48E+11,23/04/23,65,0,939.87
24/04/23,Food,3.11E+11,24/04/23,40,0,899.87
24/04/23,Food,3.11E+11,24/04/23,20,0,879.87
24/04/23,Food,3.48E+11,24/04/23,20,0,859.87
24/04/23,Food,3.48E+11,24/04/23,78,0,781.87
24/04/23,Misc,3.11E+11,24/04/23,0,539,1320.87
24/04/23,Food,3.48E+11,24/04/23,40,0,1280.87
24/04/23,Food,3.48E+11,24/04/23,85,0,1195.87
24/04/23,Food,3.11E+11,24/04/23,15.3,0,1180.57
24/04/23,Food,3.48E+11,24/04/23,30,0,1150.57
24/04/23,Food,3.48E+11,24/04/23,342.4,0,808.17
24/04/23,Food,3.48E+11,24/04/23,0,292.4,1100.57
24/04/23,Food,3.48E+11,24/04/23,205.45,0,895.12
25/04/23,Food,3.12E+11,25/04/23,29.3,0,865.82
25/04/23,Salary,CHAST23111858452,25/04/23,0,34800,35665.82
25/04/23,Misc,3.12E+11,25/04/23,10000,0,25665.82
25/04/23,Misc,3.12E+11,25/04/23,999,0,24666.82
25/04/23,Misc,3.48E+11,25/04/23,110,0,24556.82
25/04/23,Food,3.48E+11,25/04/23,50,0,24506.82
25/04/23,Misc,3.12E+11,25/04/23,1,0,24505.82
25/04/23,Misc,3.12E+11,25/04/23,4999,0,19506.82
25/04/23,Misc,3.48E+11,25/04/23,275,0,19231.82
25/04/23,Misc,3.12E+11,25/04/23,0,141,19372.82
25/04/23,Food,3.48E+11,25/04/23,92,0,19280.82
25/04/23,Food,3.48E+11,25/04/23,28,0,19252.82
26/04/23,Shopping,3.12E+11,26/04/23,399,0,18853.82
26/04/23,Food,3.48E+11,26/04/23,95,0,18758.82
26/04/23,Shopping,3.48E+11,26/04/23,539,0,18219.82
26/04/23,Food,3.12E+11,26/04/23,85,0,18134.82
26/04/23,Misc,3.48E+11,26/04/23,0,1000,19134.82
26/04/23,Misc,3.48E+11,26/04/23,120,0,19014.82
26/04/23,Food,3.48E+11,26/04/23,30,0,18984.82
27/04/23,Food,3.12E+11,27/04/23,30,0,18954.82
27/04/23,Shopping,3.12E+11,27/04/23,400,0,18554.82
27/04/23,Misc,3.12E+11,27/04/23,190,0,18364.82
27/04/23,Shopping,3.12E+11,27/04/23,0,400,18764.82
27/04/23,Misc,3.12E+11,27/04/23,2023,0,16741.82
27/04/23,Food,3.12E+11,27/04/23,15,0,16726.82
27/04/23,Food,3.12E+11,27/04/23,287.95,0,16438.87
27/04/23,Shopping,3.48E+11,27/04/23,700,0,15738.87
27/04/23,Food,3.48E+11,27/04/23,20,0,15718.87
27/04/23,Food,3.12E+11,27/04/23,100,0,15618.87
27/04/23,Food,3.48E+11,27/04/23,100,0,15518.87
27/04/23,Food,3.48E+11,27/04/23,28,0,15490.87
28/04/23,Food,3.12E+11,28/04/23,10,0,15480.87
28/04/23,Food,3.12E+11,28/04/23,70,0,15410.87
28/04/23,Food,3.12E+11,28/04/23,10,0,15400.87
28/04/23,Misc,3.48E+11,28/04/23,180,0,15220.87
28/04/23,Misc,3.48E+11,28/04/23,0,120,15340.87
28/04/23,Food,3.48E+11,28/04/23,30,0,15310.87
28/04/23,Food,3.48E+11,28/04/23,75,0,15235.87
28/04/23,Food,3.48E+11,28/04/23,42,0,15193.87
28/04/23,Misc,3.48E+11,28/04/23,180,0,15013.87
28/04/23,Misc,3.12E+11,28/04/23,0,90,15103.87
28/04/23,Food,3.48E+11,28/04/23,35,0,15068.87
28/04/23,Food,3.48E+11,28/04/23,30,0,15038.87
29/04/23,Misc,3.49E+11,29/04/23,220,0,14818.87
29/04/23,Food,3.49E+11,29/04/23,40,0,14778.87
29/04/23,Food,3.12E+11,29/04/23,75,0,14703.87
29/04/23,Misc,3.49E+11,29/04/23,280,0,14423.87
29/04/23,Misc,3.49E+11,29/04/23,120,0,14303.87
29/04/23,Food,3.49E+11,29/04/23,60,0,14243.87
29/04/23,Food,3.49E+11,29/04/23,40,0,14203.87
30/04/23,Food,3.12E+11,30/04/23,64,0,14139.87
30/04/23,Food,3.12E+11,30/04/23,80,0,14059.87
30/04/23,Shopping,3.49E+11,30/04/23,1044,0,13015.87
30/04/23,Food,3.49E+11,30/04/23,300.35,0,12715.52
30/04/23,Food,3.49E+11,30/04/23,85,0,12630.52
30/04/23,Misc,3.49E+11,1/5/2023,152,0,12478.52
30/04/23,Food,3.49E+11,1/5/2023,50,0,12428.52
1/5/2023,Rent,3.12E+11,1/5/2023,6463,0,5965.52
1/5/2023,Food,3.12E+11,1/5/2023,65,0,5900.52
1/5/2023,Misc,3.12E+11,1/5/2023,0,350,6250.52
1/5/2023,Misc,3.12E+11,1/5/2023,240,0,6010.52
1/5/2023,Misc,3.12E+11,1/5/2023,0,120,6130.52
1/5/2023,Food,3.12E+11,1/5/2023,35,0,6095.52
1/5/2023,Food,3.49E+11,1/5/2023,30,0,6065.52
1/5/2023,Food,3.49E+11,1/5/2023,30,0,6035.52
1/5/2023,Food,3.49E+11,1/5/2023,80,0,5955.52
2/5/2023,Food,3.49E+11,2/5/2023,260.35,0,5695.17
2/5/2023,Food,3.49E+11,2/5/2023,50,0,5645.17
2/5/2023,Food,3.12E+11,2/5/2023,10,0,5635.17
2/5/2023,Misc,3.49E+11,2/5/2023,150,0,5485.17
2/5/2023,Misc,3.49E+11,2/5/2023,0,75,5560.17
2/5/2023,Food,3.49E+11,2/5/2023,45,0,5515.17
2/5/2023,Food,3.49E+11,2/5/2023,30,0,5485.17
2/5/2023,Misc,3.49E+11,3/5/2023,1391.16,0,4094.01
3/5/2023,Food,3.49E+11,3/5/2023,69,0,4025.01
3/5/2023,Food,3.49E+11,3/5/2023,40,0,3985.01
3/5/2023,Food,3.49E+11,3/5/2023,85,0,3900.01
3/5/2023,Misc,3.49E+11,3/5/2023,180,0,3720.01
3/5/2023,Food,3.49E+11,3/5/2023,20,0,3700.01
4/5/2023,Food,3.49E+11,4/5/2023,26,0,3674.01
4/5/2023,Food,3.12E+11,4/5/2023,10,0,3664.01
4/5/2023,Food,3.49E+11,4/5/2023,30,0,3634.01
4/5/2023,Food,3.12E+11,4/5/2023,10,0,3624.01
4/5/2023,Food,3.12E+11,4/5/2023,396.9,0,3227.11
4/5/2023,Food,3.49E+11,4/5/2023,20,0,3207.11
4/5/2023,Food,3.12E+11,4/5/2023,64,0,3143.11
5/5/2023,Misc,3.49E+11,5/5/2023,0,95,3238.11
5/5/2023,Misc,3.49E+11,5/5/2023,175,0,3063.11
5/5/2023,Food,3.49E+11,5/5/2023,40,0,3023.11
5/5/2023,Food,3.13E+11,5/5/2023,76,0,2947.11
5/5/2023,Food,3.13E+11,5/5/2023,100,0,2847.11
5/5/2023,Misc,3.49E+11,5/5/2023,933,0,1914.11
5/5/2023,Food,3.49E+11,5/5/2023,40,0,1874.11
6/5/2023,Food,3.13E+11,6/5/2023,77,0,1797.11
6/5/2023,Food,3.13E+11,6/5/2023,44,0,1753.11
6/5/2023,Misc,3.13E+11,6/5/2023,150,0,1603.11
6/5/2023,Food,3.13E+11,6/5/2023,40,0,1563.11
6/5/2023,Misc,3.49E+11,6/5/2023,240,0,1323.11
6/5/2023,Food,3.49E+11,6/5/2023,30,0,1293.11
6/5/2023,Misc,3.49E+11,6/5/2023,113,0,1180.11
7/5/2023,Food,3.49E+11,7/5/2023,48,0,1132.11
7/5/2023,Misc,3.13E+11,7/5/2023,0,1132,2264.11
7/5/2023,Misc,3.49E+11,7/5/2023,0,136,2400.11
7/5/2023,Misc,3.49E+11,7/5/2023,0,636,3036.11
7/5/2023,Food,3.49E+11,7/5/2023,80,0,2956.11
7/5/2023,Food,3.49E+11,7/5/2023,10,0,2946.11
7/5/2023,Misc,3.49E+11,7/5/2023,0,936,3882.11
7/5/2023,Food,3.49E+11,7/5/2023,52,0,3830.11
7/5/2023,Food,3.49E+11,7/5/2023,20,0,3810.11
7/5/2023,Misc,3.49E+11,7/5/2023,0,681,4491.11
8/5/2023,Food,3.49E+11,8/5/2023,65,0,4426.11
8/5/2023,Food,3.49E+11,8/5/2023,40,0,4386.11
8/5/2023,Food,3.49E+11,8/5/2023,75,0,4311.11
9/5/2023,Food,3.13E+11,9/5/2023,40,0,4271.11
9/5/2023,Food,3.13E+11,9/5/2023,90,0,4181.11
9/5/2023,Food,3.13E+11,9/5/2023,10,0,4171.11
9/5/2023,Food,3.50E+11,9/5/2023,247.75,0,3923.36
9/5/2023,Food,3.50E+11,9/5/2023,100,0,3823.36
9/5/2023,Misc,3.13E+11,9/5/2023,0,10,3833.36
9/5/2023,Food,3.13E+11,9/5/2023,35,0,3798.36
9/5/2023,Misc,3.50E+11,9/5/2023,398,0,3400.36
9/5/2023,Misc,3.13E+11,9/5/2023,0,155,3555.36
9/5/2023,Food,3.50E+11,9/5/2023,60,0,3495.36
10/5/2023,Food,3.50E+11,10/5/2023,0,10,3505.36
10/5/2023,Misc,3.13E+11,10/5/2023,0,70,3575.36
10/5/2023,Misc,3.13E+11,10/5/2023,139,0,3436.36
10/5/2023,Misc,3.50E+11,10/5/2023,500,0,2936.36
10/5/2023,Misc,3.13E+11,10/5/2023,0,500,3436.36
10/5/2023,Food,3.50E+11,10/5/2023,40,0,3396.36
10/5/2023,Misc,3.50E+11,10/5/2023,284,0,3112.36
11/5/2023,Food,3.50E+11,11/5/2023,85,0,3027.36
11/5/2023,Food,3.50E+11,11/5/2023,50,0,2977.36
11/5/2023,Food,3.50E+11,11/5/2023,75,0,2902.36
11/5/2023,Misc,3.50E+11,11/5/2023,326,0,2576.36
11/5/2023,Food,3.50E+11,11/5/2023,36,0,2540.36
12/5/2023,Misc,3.50E+11,12/5/2023,0,95,2635.36
12/5/2023,Misc,3.50E+11,12/5/2023,380,0,2255.36
12/5/2023,Misc,3.50E+11,12/5/2023,0,190,2445.36
12/5/2023,Food,3.50E+11,12/5/2023,50,0,2395.36
12/5/2023,Food,3.50E+11,12/5/2023,41,0,2354.36
12/5/2023,Misc,3.13E+11,12/5/2023,1041,0,1313.36
12/5/2023,Food,3.13E+11,12/5/2023,41,0,1272.36
12/5/2023,Food,3.50E+11,12/5/2023,20,0,1252.36
12/5/2023,Food,3.50E+11,12/5/2023,30,0,1222.36
12/5/2023,Misc,3.50E+11,12/5/2023,385,0,837.36
12/5/2023,Misc,3.50E+11,12/5/2023,0,105,942.36
13/05/23,Misc,3.13E+11,13/05/23,0,130,1072.36
13/05/23,Misc,3.50E+11,13/05/23,125,0,947.36
13/05/23,Food,3.50E+11,13/05/23,40,0,907.36
13/05/23,Misc,3.50E+11,13/05/23,120,0,787.36
14/05/23,Misc,3.50E+11,14/05/23,121,0,666.36
14/05/23,Food,3.13E+11,14/05/23,40,0,626.36
14/05/23,Food,3.50E+11,14/05/23,60,0,566.36
14/05/23,Misc,3.13E+11,14/05/23,154.5,0,411.86
14/05/23,Food,3.13E+11,14/05/23,45,0,366.86
14/05/23,Food,3.50E+11,14/05/23,75,0,291.86
14/05/23,Misc,3.13E+11,14/05/23,0,60,351.86
14/05/23,Misc,3.13E+11,14/05/23,0,120,471.86
15/05/23,Misc,3.14E+11,15/05/23,0,500,971.86
15/05/23,Food,3.50E+11,15/05/23,65,0,906.86
15/05/23,Food,3.50E+11,15/05/23,50,0,856.86
15/05/23,Food,3.50E+11,15/05/23,65,0,791.86
16/05/23,Food,3.14E+11,16/05/23,54,0,737.86
16/05/23,Misc,3.50E+11,16/05/23,140,0,597.86
16/05/23,Food,3.50E+11,16/05/23,60,0,537.86
16/05/23,Food,3.50E+11,16/05/23,30,0,507.86
16/05/23,Food,3.14E+11,16/05/23,20,0,487.86
16/05/23,Misc,3.50E+11,16/05/23,101,0,386.86
17/05/23,Food,3.50E+11,17/05/23,75,0,311.86
17/05/23,Food,3.14E+11,17/05/23,60,0,251.86
17/05/23,Food,3.50E+11,17/05/23,54,0,197.86
17/05/23,Misc,3.50E+11,17/05/23,150,0,47.86
17/05/23,Food,3.50E+11,17/05/23,40,0,7.86
18/05/23,Misc,3.50E+11,18/05/23,0,170,177.86
18/05/23,Food,3.50E+11,18/05/23,80,0,97.86
18/05/23,Misc,3.50E+11,18/05/23,0,1000,1097.86
18/05/23,Food,3.50E+11,18/05/23,55,0,1042.86
18/05/23,Food,3.50E+11,18/05/23,44,0,998.86
19/05/23,Food,3.14E+11,19/05/23,50,0,948.86
19/05/23,Misc,3.51E+11,19/05/23,140,0,808.86
19/05/23,Food,3.14E+11,19/05/23,30,0,778.86
19/05/23,Food,3.51E+11,19/05/23,76,0,702.86
20/05/23,Misc,3.51E+11,20/05/23,500,0,202.86
20/05/23,Food,3.51E+11,20/05/23,33,0,169.86
20/05/23,Food,3.14E+11,20/05/23,58,0,111.86
20/05/23,Food,3.14E+11,20/05/23,95,0,16.86
21/05/23,Misc,3.51E+11,21/05/23,0,110,126.86
22/05/23,Food,3.51E+11,22/05/23,10,0,116.86
23/05/23,Food,3.51E+11,23/05/23,72,0,44.86
23/05/23,Misc,3.14E+11,23/05/23,0,300,344.86
23/05/23,Food,3.14E+11,23/05/23,90,0,254.86
23/05/23,Food,3.51E+11,23/05/23,30,0,224.86
24/05/23,Food,3.51E+11,24/05/23,30,0,194.86
25/05/23,Salary,CHASU23143454301,25/05/23,0,34800,34994.86
25/05/23,Misc,3.15E+11,25/05/23,1000,0,33994.86
25/05/23,Misc,3.15E+11,25/05/23,10000,0,23994.86
25/05/23,Misc,3.51E+11,25/05/23,270,0,23724.86
25/05/23,Food,3.51E+11,25/05/23,40,0,23684.86
25/05/23,Food,3.51E+11,25/05/23,72,0,23612.86
25/05/23,Food,3.51E+11,25/05/23,20,0,23592.86
25/05/23,Food,3.51E+11,25/05/23,363.9,0,23228.96
25/05/23,Misc,3.51E+11,25/05/23,10000,0,13228.96
25/05/23,Food,3.51E+11,25/05/23,40,0,13188.96
26/05/23,Misc,3.15E+11,26/05/23,0,10,13198.96
26/05/23,Misc,3.15E+11,26/05/23,239,0,12959.96
26/05/23,Food,3.51E+11,26/05/23,65,0,12894.96
26/05/23,Food,3.15E+11,26/05/23,50,0,12844.96
26/05/23,Misc,3.51E+11,26/05/23,2185,0,10659.96
26/05/23,Misc,3.51E+11,26/05/23,200,0,10459.96
26/05/23,Misc,3.51E+11,26/05/23,115,0,10344.96
26/05/23,Misc,3.51E+11,26/05/23,204,0,10140.96
27/05/23,Food,3.15E+11,27/05/23,10,0,10130.96
27/05/23,Food,3.15E+11,27/05/23,10,0,10120.96
27/05/23,Misc,3.51E+11,27/05/23,307,0,9813.96
27/05/23,Misc,3.51E+11,27/05/23,0,675,10488.96
27/05/23,Misc,3.51E+11,27/05/23,1500,0,8988.96
27/05/23,Misc,3.51E+11,27/05/23,180,0,8808.96
27/05/23,Food,3.51E+11,27/05/23,20,0,8788.96
27/05/23,Misc,3.15E+11,27/05/23,0,675,9463.96
28/05/23,Shopping,3.51E+11,28/05/23,197,0,9266.96
28/05/23,Food,3.51E+11,28/05/23,80,0,9186.96
28/05/23,Food,3.51E+11,28/05/23,100,0,9086.96
28/05/23,Food,3.51E+11,28/05/23,55,0,9031.96
28/05/23,Misc,3.15E+11,28/05/23,364,0,8667.96
28/05/23,Shopping,3.15E+11,28/05/23,186,0,8481.96
28/05/23,Food,3.51E+11,28/05/23,30,0,8451.96
1/6/2023,Shopping,3.15E+11,1/6/2023,0,186,8637.96
2/6/2023,Food,3.52E+11,2/6/2023,30,0,8607.96
2/6/2023,Misc,3.52E+11,2/6/2023,160,0,8447.96
2/6/2023,Food,3.52E+11,2/6/2023,90,0,8357.96
3/6/2023,Shopping,3.15E+11,3/6/2023,454,0,7903.96
3/6/2023,Food,3.15E+11,3/6/2023,30,0,7873.96
3/6/2023,Misc,3.52E+11,3/6/2023,170.01,0,7703.95
3/6/2023,Misc,3.52E+11,3/6/2023,105,0,7598.95
3/6/2023,Food,3.15E+11,3/6/2023,35,0,7563.95
3/6/2023,Food,3.15E+11,3/6/2023,20,0,7543.95
3/6/2023,Misc,3.15E+11,3/6/2023,0,130,7673.95
3/6/2023,Food,3.52E+11,3/6/2023,36,0,7637.95
3/6/2023,Misc,3.52E+11,3/6/2023,390,0,7247.95
3/6/2023,Food,3.52E+11,3/6/2023,50,0,7197.95
4/6/2023,Food,3.52E+11,4/6/2023,35,0,7162.95
4/6/2023,Misc,3.52E+11,4/6/2023,963,0,6199.95
4/6/2023,Misc,3.52E+11,4/6/2023,0,190,6389.95
4/6/2023,Food,3.16E+11,4/6/2023,65,0,6324.95
4/6/2023,Food,3.52E+11,4/6/2023,384.9,0,5940.05
4/6/2023,Food,3.52E+11,4/6/2023,20,0,5920.05
5/6/2023,Food,3.16E+11,5/6/2023,34,0,5886.05
5/6/2023,Food,3.52E+11,5/6/2023,65,0,5821.05
5/6/2023,Food,3.16E+11,5/6/2023,40,0,5781.05
5/6/2023,Misc,3.52E+11,5/6/2023,628,0,5153.05
5/6/2023,Misc,3.52E+11,5/6/2023,8,0,5145.05
6/6/2023,Food,3.52E+11,6/6/2023,30,0,5115.05
6/6/2023,Food,3.52E+11,6/6/2023,251.25,0,4863.8
6/6/2023,Food,3.52E+11,6/6/2023,20,0,4843.8
6/6/2023,Food,3.52E+11,6/6/2023,50,0,4793.8
6/6/2023,Food,3.52E+11,6/6/2023,14.25,0,4779.55
6/6/2023,Misc,3.16E+11,6/6/2023,150,0,4629.55
6/6/2023,Misc,3.52E+11,6/6/2023,515,0,4114.55
6/6/2023,Food,3.52E+11,7/6/2023,50,0,4064.55
7/6/2023,Food,3.52E+11,7/6/2023,80,0,3984.55
